0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.0,0.0,0.10742068,0.08716283,0.029326558,0.00029546663,0.0,0.04217342,0.06960497,0.0,0.0007272572,0.0,0.078895524,0.0,0.013362676,0.12659046,0.0,0.0,0.0,0.0,0.0,0.05330701,0.009584144,0.11000083,0.0,0.0,0.0,0.014503838,0.08443731,0.08541241,0.0,0.0,0.0,0.047391463,0.018427538,0.039149642,0.0105753215,0.113699704,0.10007647,0.0,0.0,0.0,0.0,0.0,0.011552036,0.078502916,0.031245567,0.019569566,0.0,0.0,0.0,0.0641608,0.0,0.013778043,0.0,0.04324395,0.029612012,0.0,0.047828976,0.0,0.10227356,0.18485734,0.0,0.026051778,0.0,0.06249301,0.035442345,0.0,0.0,0.0,0.043618023,0.053514306,0.0,0.090432726,0.0,0.0878488,0.058865994,0.0,0.0,0.038165882,0.06920204,0.062310137,0.06475962,0.10761029,0.035978932,0.0,0.0,0.099407755,0.05830059,0.0,0.03209795,0.0,0.0990369,0.028172037,0.0,0.047235504,0.0,0.0,0.0,0.02985059,0.0,0.0,0.0,0.007428614,0.029557876,0.0,0.024813123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11254622,0.0,0.1193597,0.008834839,0.07826891,0.06188605,0.0,0.0,0.028309826,0.0065854993,0.0,0.119740546,0.006789474,0.0
