epoch,lr,acc_stress,acc_period,acc_joint,best_score
1,4.3815365147356904e-05,0.3248407542705536,0.2165605127811432,0.08280254900455475,0.2707006335258484
2,5.52008063760621e-05,0.3248407542705536,0.19745223224163055,0.07643312215805054,0.2707006335258484
3,7.397532528756858e-05,0.3248407542705536,0.18471337854862213,0.08917197585105896,0.2707006335258484
4,9.98404566939045e-05,0.337579607963562,0.19745223224163055,0.08280254900455475,0.2707006335258484
5,0.00013238501342465445,0.337579607963562,0.19745223224163055,0.06369426846504211,0.2707006335258484
6,0.0001710916231152911,0.36942675709724426,0.2229299396276474,0.06369426846504211,0.29617834836244583
7,0.00021534495305920568,0.36305731534957886,0.17834395170211792,0.07643312215805054,0.29617834836244583
8,0.0002644414923700549,0.3885350227355957,0.23566879332065582,0.1082802563905716,0.31210190802812576
9,0.00031760073594391174,0.31210190057754517,0.2611464858055115,0.08280254900455475,0.31210190802812576
10,0.00037397759242581115,0.36942675709724426,0.2738853394985199,0.09554140269756317,0.3216560482978821
11,0.0004326758189268429,0.36305731534957886,0.2675159275531769,0.09554140269756317,0.3216560482978821
12,0.0004927622689153244,0.36305731534957886,0.30573248863220215,0.10191082954406738,0.3343949019908905
13,0.0005532817267782792,0.331210196018219,0.2292993664741516,0.09554140269756317,0.3343949019908905
14,0.0006132720932229269,0.30573248863220215,0.2738853394985199,0.10191082954406738,0.3343949019908905
15,0.0006717796801104755,0.36305731534957886,0.331210196018219,0.15286624431610107,0.3471337556838989
16,0.0007278743715748137,0.35668790340423584,0.337579607963562,0.15286624431610107,0.3471337556838989
17,0.0007806644104044219,0.35668790340423584,0.31210190057754517,0.12738853693008423,0.3471337556838989
18,0.0008293105746231409,0.3821656107902527,0.3439490497112274,0.12738853693008423,0.36305733025074005
19,0.0008730395188996682,0.4522292912006378,0.3439490497112274,0.15923567116260529,0.3980891704559326
20,0.0009111560686926563,0.4458598792552948,0.36942675709724426,0.2292993664741516,0.40764331817626953
21,0.0009430542716870315,0.41401273012161255,0.31210190057754517,0.15923567116260529,0.40764331817626953
22,0.000968227030832927,0.47770699858665466,0.4012738764286041,0.25477707386016846,0.4394904375076294
23,0.0009862741658473926,0.48407644033432007,0.3439490497112274,0.19745223224163055,0.4394904375076294
24,0.0009969087750223288,0.46496814489364624,0.4012738764286041,0.2165605127811432,0.4394904375076294
25,0.0009999995126141572,0.4968152940273285,0.3439490497112274,0.15286624431610107,0.4394904375076294
26,0.0009999410274627194,0.5414012670516968,0.3821656107902527,0.18471337854862213,0.46178343892097473
27,0.000999785078207303,0.5477706789970398,0.4012738764286041,0.17834395170211792,0.47452227771282196
