Acetic acid,Nonanal,Decanoic acid,Heptanal,Hexanal,Decanal,2-Octanone,True_Stress,True_Period
0.1210249,0.1799833,0.11381002,0.21722217,0.16698587,0.15948398,0.04148979,0,0
0.040983386,0.19596958,0.03830472,0.22697431,0.25800097,0.18648669,0.05328036,0,0
0.040983386,0.19596958,0.03830472,0.22697431,0.25800097,0.18648669,0.05328036,0,0
0.050770093,0.17981619,0.051429313,0.26219714,0.13668372,0.16493972,0.15416385,0,0
0.040983386,0.19596958,0.03830472,0.22697431,0.25800097,0.18648669,0.05328036,0,0
0.07643923,0.15403928,0.07859311,0.342251,0.0927671,0.12564734,0.1302629,0,0
0.050770093,0.17981619,0.051429313,0.26219714,0.13668372,0.16493972,0.15416385,0,0
0.050770093,0.17981619,0.051429313,0.26219714,0.13668372,0.16493972,0.15416385,0,0
0.07659302,0.15889783,0.07829381,0.33246487,0.10335554,0.1305808,0.11981416,0,0
0.12983538,0.18273667,0.12211312,0.19890901,0.162028,0.16448788,0.039889935,0,0
0.17210461,0.18397936,0.17774704,0.1666278,0.068834454,0.15666682,0.07403995,0,0
0.049512714,0.18253508,0.05187748,0.27920645,0.094585575,0.15823166,0.18405104,0,0
0.049512714,0.18253508,0.05187748,0.27920645,0.094585575,0.15823166,0.18405104,0,0
0.17210461,0.18397936,0.17774704,0.1666278,0.068834454,0.15666682,0.07403995,0,0
0.049512714,0.18253508,0.05187748,0.27920645,0.094585575,0.15823166,0.18405104,0,0
0.036884263,0.17030029,0.0351268,0.3255645,0.1739083,0.15560396,0.10261191,0,4
0.03981335,0.17304093,0.037525836,0.3096606,0.19487755,0.16050819,0.08457355,0,4
0.112360775,0.1662915,0.10504408,0.2501738,0.15933812,0.15032436,0.05646736,0,4
0.03981335,0.17304093,0.037525836,0.3096606,0.19487755,0.16050819,0.08457355,0,4
0.03981335,0.17304093,0.037525836,0.3096606,0.19487755,0.16050819,0.08457355,0,4
0.027768753,0.13572665,0.027188238,0.36020955,0.09279645,0.11562823,0.24068214,0,4
0.024501517,0.16735204,0.022961127,0.33985722,0.21989256,0.15122789,0.07420766,0,4
0.15499151,0.16118589,0.15580258,0.22687231,0.08557336,0.13819261,0.07738169,0,4
0.069183685,0.17171219,0.0659231,0.28573936,0.1577497,0.15890878,0.09078317,0,1
0.108572915,0.18305066,0.10033067,0.19387695,0.20652291,0.17018326,0.03746264,0,1
0.134193,0.1526765,0.13420217,0.27905536,0.07266656,0.123171,0.10403543,0,1
0.134193,0.1526765,0.13420217,0.27905536,0.07266656,0.123171,0.10403543,0,1
0.055930298,0.175208,0.05179139,0.26918155,0.2266541,0.16565455,0.055580135,0,1
0.079610914,0.17162001,0.073927745,0.25997928,0.1971619,0.1605898,0.05711031,0,1
0.055930298,0.175208,0.05179139,0.26918155,0.2266541,0.16565455,0.055580135,0,1
0.055930298,0.175208,0.05179139,0.26918155,0.2266541,0.16565455,0.055580135,0,1
0.055930298,0.175208,0.05179139,0.26918155,0.2266541,0.16565455,0.055580135,0,1
0.035914645,0.14565457,0.035916157,0.3182223,0.09525983,0.12577045,0.24326205,0,2
0.027556337,0.13263169,0.027230548,0.3538627,0.0884537,0.113394275,0.25687075,0,2
0.035914645,0.14565457,0.035916157,0.3182223,0.09525983,0.12577045,0.24326205,0,2
0.027556337,0.13263169,0.027230548,0.3538627,0.0884537,0.113394275,0.25687075,0,2
