Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,-184,-378.7,-499,-499,-236.6,174.6,-104.1,140.8,2,0
0.5,-82.6,-276.7,-499,-499,-236.6,174.6,-7.8,140.8,2,0
1,-82.6,-276.7,-357.6,-357.6,-134.5,286.5,-7.8,224.5,2,0
1.5,16.3,-173.9,-297.5,-297.5,-134.5,286.5,89.9,224.5,2,0
2,16.3,-173.9,-297.5,-297.5,-36.4,364.7,89.9,312.4,2,0
2.5,104.9,-84.1,-194.4,-194.4,57.5,364.7,173.1,312.4,2,0
3,104.9,-84.1,-194.4,-194.4,57.5,461.5,173.1,400.6,2,0
3.5,213.6,17.8,-97.2,-97.2,169.9,461.5,272,400.6,2,0
4,213.6,17.8,-97.2,-97.2,169.9,550.4,272,486.3,2,0
4.5,303.5,107.3,0.6,0.6,262.1,550.4,358.2,486.3,2,0
5,303.5,107.3,0.6,0.6,262.1,642.7,358.2,572.9,2,0
5.5,398.1,199.4,83.4,83.4,358.4,724.3,449,572.9,2,0
6,398.1,199.4,83.4,83.4,358.4,724.3,543.6,656,2,0
6.5,489.1,290,174.6,174.6,447.8,808.4,543.6,656,2,0
7,489.1,290,174.6,174.6,447.8,808.4,617.1,734.4,2,0
7.5,568.3,381.4,266.4,266.4,539.5,901.2,617.1,734.4,2,0
8,568.3,381.4,266.4,266.4,539.5,901.2,699,813.1,2,0
8.5,659.5,469.8,352.6,352.6,637.6,988.9,699,894.9,2,0
9,750.8,469.8,352.6,352.6,637.6,988.9,777.8,894.9,2,0
9.5,750.8,546.9,444.7,444.7,717.6,1067.3,777.8,972.8,2,0
10,834,546.9,444.7,444.7,717.6,1067.3,860,972.8,2,0
10.5,834,628.6,526.1,526.1,806.7,1147.7,860,1097,2,0
11,916.2,628.6,526.1,526.1,806.7,1147.7,965.9,1097,2,0
11.5,916.2,718.2,603.7,603.7,895.1,1247.6,965.9,1127.7,2,0
12,999.9,791.7,603.7,603.7,895.1,1247.6,1017.9,1127.7,2,0
12.5,999.9,791.7,680,680,971.9,1313.5,1017.9,1196.2,2,0
13,1093.7,859,680,680,971.9,1313.5,1084.5,1196.2,2,0
13.5,1093.7,859,759.9,759.9,1097.6,1404.6,1084.5,1275.7,2,0
14,1162.1,951.2,840.8,840.8,1097.6,1404.6,1167.7,1275.7,2,0
14.5,1162.1,951.2,840.8,840.8,1134.6,1470.9,1167.7,1347.4,2,0
15,1232,1024.8,935.7,935.7,1134.6,1470.9,1242.1,1347.4,2,0
15.5,1232,1024.8,935.7,935.7,1204.4,1546.1,1242.1,1404.7,2,0
16,1312.2,1099.9,996.3,996.3,1292.6,1546.1,1324.8,1404.7,2,0
16.5,1312.2,1099.9,996.3,996.3,1292.6,1644.8,1324.8,1493.7,2,0
17,1392.4,1175.7,1074.9,1074.9,1368.4,1644.8,1385.8,1493.7,2,0
17.5,1392.4,1175.7,1074.9,1074.9,1368.4,1698.8,1385.8,1561.6,2,0
18,1465.8,1230.9,1141,1141,1418.9,1698.8,1458.2,1561.6,2,0
18.5,1465.8,1230.9,1141,1141,1418.9,1771.4,1458.2,1631.4,2,0
19,1537.5,1319.6,1216.7,1216.7,1520.1,1771.4,1528.8,1631.4,2,0
19.5,1537.5,1319.6,1216.7,1216.7,1520.1,1849.2,1595.4,1701.6,2,0
20,1610.4,1395,1268.7,1268.7,1596.5,1920.5,1595.4,1701.6,2,0
20.5,1610.4,1395,1268.7,1268.7,1596.5,1920.5,1666.4,1769,2,0
21,1681,1464.2,1357.8,1357.8,1670,1993.7,1666.4,1769,2,0
21.5,1752,1464.2,1357.8,1357.8,1670,1993.7,1727.2,1839.2,2,0
22,1752,1533.4,1426.5,1426.5,1739.9,2062.1,1727.2,1907.6,2,0
22.5,1818.2,1533.4,1426.5,1426.5,1739.9,2062.1,1804,1907.6,2,0
23,1818.2,1600.3,1496.6,1496.6,1815.5,2137.1,1804,1979.6,2,0
23.5,1893.6,1668.4,1496.6,1496.6,1815.5,2137.1,1861,1979.6,2,0
24,1893.6,1668.4,1563.9,1563.9,1883.9,2200.7,1861,2038.5,2,0
24.5,1954.7,1730.5,1563.9,1563.9,1883.9,2200.7,1928.2,2038.5,2,0
25,1954.7,1730.5,1632.8,1632.8,1952.9,2269.1,1928.2,2094,2,0
25.5,2026.8,1791,1632.8,1632.8,1952.9,2269.1,1994.7,2094,2,0
26,2026.8,1791,1694.1,1694.1,2027.9,2339.6,1994.7,2156.3,2,0
26.5,2100.7,1870.6,1770,1770,2027.9,2339.6,2047.2,2156.3,2,0
27,2100.7,1870.6,1770,1770,2088.1,2395.5,2047.2,2226,2,0
27.5,2163.1,1927.8,1829.4,1829.4,2088.1,2395.5,2116.9,2226,2,0
28,2163.1,1927.8,1829.4,1829.4,2144.9,2469.5,2116.9,2291.3,2,0
28.5,2213.2,1990.9,1891.3,1891.3,2144.9,2469.5,2179.7,2291.3,2,0
29,2213.2,1990.9,1891.3,1891.3,2214.2,2535.1,2179.7,2357.2,2,0
29.5,2293.8,2056,1954.9,1954.9,2290.2,2535.1,2242.1,2357.2,2,0
30,2293.8,2056,1954.9,1954.9,2290.2,2603.8,2242.1,2414.4,2,0
30.5,2351.2,2118.9,2009.8,2009.8,2353.4,2603.8,2299.9,2414.4,2,0
31,2351.2,2118.9,2009.8,2009.8,2353.4,2668,2299.9,2473.6,2,0
31.5,2420.7,2181.8,2077.1,2077.1,2415.5,2733.6,2358.2,2473.6,2,0
32,2420.7,2181.8,2077.1,2077.1,2415.5,2733.6,2418.7,2536.3,2,0
32.5,2482.8,2238.6,2128,2128,2478.9,2794.9,2418.7,2536.3,2,0
33,2482.8,2238.6,2128,2128,2478.9,2794.9,2478.1,2596.5,2,0
33.5,2548.8,2299.5,2195,2195,2547.9,2856.6,2478.1,2596.5,2,0
34,2603.5,2299.5,2195,2195,2547.9,2856.6,2530.6,2654,2,0
34.5,2603.5,2360,2251.3,2251.3,2604.6,2916.1,2530.6,2654,2,0
35,2665.8,2360,2251.3,2251.3,2604.6,2916.1,2703.4,2746.1,2,0
35.5,2665.8,2420,2305.6,2305.6,2669.1,3132.6,2703.4,2746.1,2,0
36,2725.9,2420,2305.6,2305.6,2669.1,3132.6,2703.4,2746.1,2,0
36.5,2725.9,2478.6,2365.8,2365.8,2725.9,3132.6,2703.4,2746.1,2,0
37,2966.7,2535.5,2365.8,2365.8,2725.9,3132.6,2703.4,2746.1,2,0
37.5,2966.7,2535.5,2423.4,2423.4,2700.7,3132.6,-31408.8,-5355.3,2,0
38,2966.7,2535.5,2423.4,2423.4,2700.7,-5920.2,-31408.8,-5355.3,2,0
38.5,2966.7,2535.5,2484,2484,2700.7,-5920.2,-26960,-6027.4,2,0
39,2966.7,2535.5,2573.2,2573.2,2700.7,-6599.8,-26960,-6027.4,2,0
39.5,-31842.7,-31556.8,2573.2,2573.2,2700.7,-6599.8,-26960,-6520.3,2,0
40,-31842.7,-31556.8,2573.2,2573.2,-32510.3,-7133.7,-23419.6,-6520.3,2,0
40.5,-31842.7,-31556.8,2573.2,2573.2,-32510.3,-7133.7,-23419.6,-6947.6,2,0
41,-27187.9,-27091.5,2573.2,2573.2,-27761.2,-7133.7,-20724.6,-6947.6,2,0
41.5,-27187.9,-27091.5,-30504.7,-30504.7,-27761.2,-7509.2,-20724.6,-7289.5,2,0
42,-23597.2,-23663.5,-30504.7,-30504.7,-24185.2,-7509.2,-18479.2,-7289.5,2,0
42.5,-23597.2,-23663.5,-30504.7,-30504.7,-24185.2,-7828.5,-18479.2,-7562.2,2,0
43,-20747,-20939.7,-26173.4,-26173.4,-21271.4,-7828.5,-16666.4,-7562.2,2,0
43.5,-20747,-20939.7,-26173.4,-26173.4,-21271.4,-8044.5,-16666.4,-7720.4,2,0
44,-18463.7,-18742.3,-22896.4,-22896.4,-18999.3,-8044.5,-15169.4,-7720.4,2,0
44.5,-18463.7,-18742.3,-22896.4,-22896.4,-18999.3,-8236,-15169.4,-7840.6,2,0
45,-16644,-16844.7,-20198.6,-20198.6,-17080.7,-8236,-13918.1,-7840.6,2,0
45.5,-16644,-16844.7,-20198.6,-20198.6,-17080.7,-8309.9,-13918.1,-7848.7,2,0
46,-15109.7,-15343,-18077.1,-18077.1,-15483.8,-8363.4,-13079.2,-7848.7,2,0
46.5,-15109.7,-15343,-18077.1,-18077.1,-15483.8,-8363.4,-13079.2,-7821.2,2,0
47,-13902.3,-14046.1,-16344.2,-16344.2,-14173.6,-8233.9,-12447,-7821.2,2,0
47.5,-13902.3,-14046.1,-16344.2,-16344.2,-14173.6,-8233.9,-11877.5,-7920,2,0
48,-13062.7,-13207.6,-14889.3,-14889.3,-13306.6,-8272.9,-11877.5,-7920,2,0
48.5,-13062.7,-13207.6,-14889.3,-14889.3,-13306.6,-8272.9,-11523.8,-8044.7,2,0
49,-12462.1,-12535.8,-13750,-13750,-12593.5,-8345.8,-11523.8,-7846,2,0
49.5,-12462.1,-12535.8,-13750,-13750,-12593.5,-8345.8,-11174.4,-7846,2,0
50,-11790.9,-12016.6,-12821.5,-12821.5,-12121.5,-8155.2,-11174.4,-7574.1,2,0
50.5,-11548,-12016.6,-12821.5,-12821.5,-12121.5,-8155.2,-10659.1,-7574.1,2,0
51,-11548,-11623.8,-12294.7,-12294.7,-11691.5,-7852.1,-10659.1,-7301.5,2,0
51.5,-11145.6,-11623.8,-12294.7,-12294.7,-11691.5,-7852.1,-10131.8,-7301.5,2,0
52,-11145.6,-11297,-11679.8,-11679.8,-11368.6,-7551.4,-10131.8,-7034.4,2,0
52.5,-10619.1,-10794.2,-11679.8,-11679.8,-11368.6,-7551.4,-9610.6,-7034.4,2,0
53,-10619.1,-10794.2,-11421.6,-11421.6,-10865.8,-7255.7,-9610.6,-6757.3,2,0
53.5,-10086.2,-10277.6,-11029.2,-11029.2,-10865.8,-7255.7,-9097.6,-6757.3,2,0
54,-10086.2,-10277.6,-11029.2,-11029.2,-10347.1,-6962.2,-9097.6,-6492.3,2,0
54.5,-9560.3,-9762.4,-10497.4,-10497.4,-10347.1,-6962.2,-8613.7,-6492.3,2,0
55,-9560.3,-9762.4,-10497.4,-10497.4,-9813.8,-6672.8,-8613.7,-6237.1,2,0
55.5,-9035.6,-9251.2,-9967,-9967,-9813.8,-6672.8,-8157.2,-6237.1,2,0
56,-9035.6,-9251.2,-9967,-9967,-9300,-6398.5,-8157.2,-5971.4,2,0
56.5,-8553.8,-8760.7,-9430.4,-9430.4,-8810.1,-6398.5,-7736.5,-5971.4,2,0
57,-8553.8,-8760.7,-9430.4,-9430.4,-8810.1,-6115,-7736.5,-5726,2,0
57.5,-8094.8,-8306,-8935.8,-8935.8,-8346.3,-6115,-7330.1,-5726,2,0
58,-8094.8,-8306,-8935.8,-8935.8,-8346.3,-5861.6,-7330.1,-5487.2,2,0
58.5,-7667,-7878.8,-8460.4,-8460.4,-7910.7,-5861.6,-6939.7,-5487.2,2,0
59,-7667,-7878.8,-8460.4,-8460.4,-7910.7,-5592.4,-6939.7,-5255.5,2,0
59.5,-7250.4,-7475.4,-8011.3,-8011.3,-7500.3,-5344.6,-6579.6,-5255.5,2,0
