Time_aligned_s,VOCs_Extracted_S1,VOCs_Extracted_S2,VOCs_Extracted_S3,VOCs_Extracted_S4,VOCs_Extracted_S5,VOCs_Extracted_S6,VOCs_Extracted_S7,VOCs_Extracted_S8,Stress_Type,Period
135.0,-2154.835409,-2451.074588,-2902.82737,-2902.82737,-2400.484312,-1500.521643,-1756.431499,-1052.752738,2,3
136.0,-2067.714907,-2371.713306,-2814.448913,-2814.448913,-2307.460612,-1425.286419,-1681.517602,-994.7850496,2,3
137.0,-1980.932188,-2293.187286,-2726.968303,-2726.968303,-2216.805794,-1351.387908,-1606.917176,-938.2263017,2,3
138.0,-1895.439883,-2213.781022,-2643.585643,-2643.585643,-2129.29094,-1278.901067,-1532.362852,-882.9603821,2,3
139.0,-1811.611902,-2134.474709,-2560.236887,-2560.236887,-2044.382955,-1208.847923,-1458.58864,-829.2857772,2,3
140.0,-1730.675813,-2054.236702,-2477.592584,-2477.592584,-1962.722278,-1140.520904,-1385.337491,-776.8545307,2,3
141.0,-1651.929579,-1975.383026,-2392.413131,-2392.413131,-1884.770273,-1074.401196,-1313.175816,-726.49671,2,3
142.0,-1576.081755,-1899.5086,-2306.218108,-2306.218108,-1808.565678,-1010.334338,-1242.023772,-678.0265556,2,3
143.0,-1504.115382,-1826.830347,-2218.291196,-2218.291196,-1735.209751,-948.7243378,-1172.840808,-630.2842454,2,3
144.0,-1434.647066,-1755.320782,-2129.50132,-2129.50132,-1663.369929,-889.526648,-1105.140823,-583.5196349,2,3
145.0,-1368.085785,-1686.557817,-2039.783386,-2039.783386,-1593.388583,-833.0898066,-1039.113163,-536.6005501,2,3
146.0,-1302.858052,-1618.338832,-1950.437683,-1950.437683,-1523.681018,-781.3006822,-974.3076448,-490.1621802,2,3
147.0,-1239.534488,-1552.005885,-1863.280859,-1863.280859,-1454.272705,-732.3600853,-911.0788208,-443.2608176,2,3
148.0,-1176.474643,-1485.508718,-1780.113835,-1780.113835,-1385.418919,-685.3553661,-850.1963417,-396.6646839,2,3
149.0,-1114.859294,-1420.503188,-1699.446229,-1699.446229,-1317.418314,-638.1686986,-790.4928859,-349.6266145,2,3
150.0,-1053.54081,-1354.932202,-1621.827536,-1621.827536,-1250.623977,-590.1588221,-732.5189552,-302.8086027,2,3
151.0,-992.5500244,-1290.961602,-1547.041093,-1547.041093,-1185.45647,-539.9107991,-675.0906696,-257.2627556,2,3
152.0,-932.5104247,-1227.825343,-1475.790809,-1475.790809,-1120.127851,-488.106895,-619.1948387,-212.7626183,2,3
153.0,-873.9568422,-1164.550648,-1408.797749,-1408.797749,-1056.257809,-433.979806,-563.8996225,-168.4144885,2,3
154.0,-815.1192961,-1100.70075,-1344.724993,-1344.724993,-991.9788192,-378.9092574,-509.6998513,-124.8092758,2,3
155.0,-757.106063,-1036.662727,-1283.861073,-1283.861073,-928.6066788,-324.4788566,-455.5578577,-80.73728886,2,3
