Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,-279.7,-589.2,-711.8,-711.8,-459.9,93.6,-109.6,50.4,1,9
0.5,-279.7,-486,-607.7,-607.7,-459.9,93.6,-109.6,50.4,1,9
1,-192,-381.9,-607.7,-607.7,-331.1,195.1,-13.7,146.8,1,9
1.5,-192,-381.9,-502.8,-502.8,-331.1,195.1,-13.7,146.8,1,9
2,-92.1,-281.1,-502.8,-502.8,-243.8,277,83.8,235.6,1,9
2.5,-92.1,-281.1,-398.8,-398.8,-243.8,277,83.8,235.6,1,9
3,6,-184.6,-398.8,-398.8,-143.5,379.6,171.7,323.4,1,9
3.5,6,-184.6,-297.2,-297.2,-143.5,379.6,265,323.4,1,9
4,109.8,-78.8,-297.2,-297.2,-44.9,468.1,265,408.2,1,9
4.5,109.8,-78.8,-199.5,-199.5,-44.9,558,350,408.2,1,9
5,199,13.9,-199.5,-199.5,55,558,350,493.3,1,9
5.5,199,13.9,-104.6,-104.6,55,649.2,441.2,493.3,1,9
6,294.6,103.1,-104.6,-104.6,158,649.2,441.2,573.5,1,9
6.5,389.1,103.1,-2,-2,158,733.9,527.1,573.5,1,9
7,389.1,194.2,-2,-2,251.1,733.9,527.1,661.2,1,9
7.5,483.3,194.2,86.1,86.1,251.1,820.4,608.2,661.2,1,9
8,483.3,278.2,169.6,169.6,349.4,820.4,608.2,743.9,1,9
8.5,564,278.2,169.6,169.6,349.4,905.2,689.5,743.9,1,9
9,564,365.9,259.8,259.8,439.5,905.2,689.5,813.1,1,9
9.5,644.9,365.9,259.8,259.8,439.5,995.4,776.3,813.1,1,9
10,644.9,449.8,346.8,346.8,524.7,995.4,776.3,901.7,1,9
10.5,742.7,449.8,346.8,346.8,524.7,1067.8,856,974.9,1,9
11,742.7,542.9,434,434,624.5,1067.8,856,974.9,1,9
11.5,827.5,542.9,434,434,624.5,1152.5,917,1076.5,1,9
12,827.5,626.9,518.6,518.6,710.4,1152.5,917,1076.5,1,9
12.5,908.4,705.4,518.6,518.6,710.4,1212.3,1011,1125.6,1,9
13,908.4,705.4,598.8,598.8,798.1,1212.3,1011,1125.6,1,9
13.5,988.2,782.6,598.8,598.8,881.9,1311.5,1080.6,1208.4,1,9
14,988.2,782.6,682.1,682.1,881.9,1311.5,1080.6,1208.4,1,9
14.5,1059.3,867.9,682.1,682.1,962.4,1381.1,1160.4,1274.5,1,9
15,1059.3,867.9,757.6,757.6,962.4,1381.1,1160.4,1274.5,1,9
15.5,1147.6,940.1,757.6,757.6,1042.5,1466.8,1232.4,1350.7,1,9
16,1147.6,940.1,837.1,837.1,1042.5,1466.8,1232.4,1350.7,1,9
16.5,1223.8,1027.9,837.1,837.1,1125.8,1545.2,1292.1,1405.9,1,9
17,1223.8,1027.9,907.9,907.9,1125.8,1545.2,1378.8,1405.9,1,9
17.5,1301.9,1094.5,907.9,907.9,1191,1653.7,1378.8,1489.6,1,9
18,1301.9,1094.5,986.5,986.5,1191,1694.8,1448.7,1489.6,1,9
18.5,1379.1,1164.6,986.5,986.5,1282.5,1694.8,1448.7,1563.6,1,9
19,1379.1,1164.6,1070.6,1070.6,1282.5,1769.3,1521.3,1563.6,1,9
19.5,1458.8,1254,1135.5,1135.5,1359.3,1769.3,1521.3,1630.5,1,9
20,1526.7,1254,1135.5,1135.5,1359.3,1841.4,1587.1,1630.5,1,9
20.5,1526.7,1311.2,1205.6,1205.6,1413.3,1841.4,1587.1,1702.7,1,9
21,1600.4,1311.2,1205.6,1205.6,1413.3,1913.4,1660.2,1702.7,1,9
21.5,1600.4,1383.3,1254.2,1254.2,1510.4,1913.4,1660.2,1768.4,1,9
22,1669,1383.3,1254.2,1254.2,1510.4,1985,1724.4,1768.4,1,9
22.5,1669,1451.8,1348.6,1348.6,1583.1,1985,1724.4,1835.7,1,9
23,1739.8,1451.8,1348.6,1348.6,1583.1,2055,1789.9,1835.7,1,9
23.5,1739.8,1523.4,1419.2,1419.2,1659.3,2055,1789.9,1891.8,1,9
24,1813.1,1523.4,1419.2,1419.2,1659.3,2131.5,1859.8,1976.9,1,9
24.5,1813.1,1597.1,1485,1485,1732.8,2131.5,1859.8,1976.9,1,9
25,1879.8,1597.1,1485,1485,1732.8,2192.1,1921.9,2032.1,1,9
25.5,1879.8,1656.9,1556.7,1556.7,1801.4,2192.1,1921.9,2032.1,1,9
26,1951.2,1721.2,1556.7,1556.7,1872.3,2266.2,1994.1,2094.5,1,9
26.5,1951.2,1721.2,1621.7,1621.7,1872.3,2266.2,1994.1,2094.5,1,9
27,2011.6,1798.8,1621.7,1621.7,1942.6,2335.1,2041.6,2148.9,1,9
27.5,2011.6,1798.8,1688.2,1688.2,1942.6,2335.1,2041.6,2148.9,1,9
28,2083.6,1854.4,1688.2,1688.2,2009.5,2401.5,2108.9,2226,1,9
28.5,2083.6,1854.4,1754.7,1754.7,2009.5,2401.5,2108.9,2226,1,9
29,2151.8,1916.4,1754.7,1754.7,2079,2466,2170.1,2287.2,1,9
29.5,2151.8,1916.4,1815.5,1815.5,2079,2466,2232,2287.2,1,9
30,2204.1,1976.6,1815.5,1815.5,2140.4,2534,2232,2346.4,1,9
30.5,2204.1,1976.6,1881.5,1881.5,2140.4,2595.1,2292.9,2346.4,1,9
31,2276.7,2046.3,1881.5,1881.5,2196.7,2595.1,2292.9,2408.6,1,9
31.5,2276.7,2046.3,1947,1947,2196.7,2657,2351.5,2408.6,1,9
32,2345.5,2105.8,1947,1947,2276.2,2657,2351.5,2466.7,1,9
32.5,2406.7,2105.8,2011.6,2011.6,2276.2,2714.9,2410.9,2466.7,1,9
33,2406.7,2171,2066.3,2066.3,2340.3,2714.9,2410.9,2525.1,1,9
33.5,2464.5,2171,2066.3,2066.3,2340.3,2786.4,2470.3,2525.1,1,9
34,2464.5,2232.4,2128.5,2128.5,2405.3,2786.4,2470.3,2589.9,1,9
34.5,2522.7,2232.4,2128.5,2128.5,2405.3,2849,2519.4,2589.9,1,9
35,2522.7,2291.3,2184.1,2184.1,2468.9,2849,2519.4,2648.3,1,9
35.5,2586.9,2291.3,2184.1,2184.1,2468.9,2912,2293.9,2648.3,1,9
36,2586.9,2348.2,2243.4,2243.4,2533.4,2912,2293.9,2697.6,1,9
36.5,2651.6,2348.2,2243.4,2243.4,2533.4,3017.1,2293.9,2697.6,1,9
37,2651.6,2410,2302.1,2302.1,2593.5,3017.1,2293.9,2697.6,1,9
37.5,2705.6,2410,2302.1,2302.1,2593.5,3017.1,2293.9,2697.6,1,9
38,2705.6,2469.9,2356.9,2356.9,2655.6,3017.1,-26657.6,2697.6,1,9
38.5,2859.2,2673,2356.9,2356.9,2712.7,3017.1,-26657.6,-4747.1,1,9
39,2859.2,2673,2416.2,2416.2,2712.7,-5140.3,-23913.4,-4747.1,1,9
39.5,2859.2,2673,2416.2,2416.2,2638.8,-5140.3,-23913.4,-5379.8,1,9
40,2859.2,2673,2472.1,2472.1,2638.8,-5798.7,-21503.2,-5379.8,1,9
