Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,1223.7,945,904,904,1126.3,1549.7,1305.5,1355.6,1,12
0.5,1223.7,1016.9,904,904,1126.3,1549.7,1305.5,1443.2,1,12
1,1300.3,1016.9,991.8,991.8,1205.4,1647.3,1378.6,1443.2,1,12
1.5,1300.3,1090.4,1077.5,1077.5,1205.4,1700.4,1378.6,1494.4,1,12
2,1378,1168,1077.5,1077.5,1283.4,1700.4,1448.8,1494.4,1,12
2.5,1378,1168,1137.9,1137.9,1283.4,1772.4,1448.8,1564.4,1,12
3,1472.7,1246.8,1137.9,1137.9,1359.2,1772.4,1519.8,1564.4,1,12
3.5,1472.7,1246.8,1210.4,1210.4,1359.2,1844.6,1519.8,1634.4,1,12
4,1524.8,1315,1210.4,1210.4,1438.5,1844.6,1590.6,1634.4,1,12
4.5,1524.8,1315,1270.8,1270.8,1438.5,1918.8,1590.6,1699.1,1,12
5,1598.7,1383.1,1270.8,1270.8,1508.1,1918.8,1657.3,1699.1,1,12
5.5,1598.7,1383.1,1351.5,1351.5,1586.5,1988.2,1657.3,1772.5,1,12
6,1670.5,1453.6,1351.5,1351.5,1586.5,1988.2,1725.2,1772.5,1,12
6.5,1670.5,1453.6,1420.1,1420.1,1659,2057.9,1796.8,1838.9,1,12
7,1738.6,1521.9,1420.1,1420.1,1659,2057.9,1796.8,1838.9,1,12
7.5,1738.6,1521.9,1490.2,1490.2,1731.5,2127,1848.8,1906.5,1,12
8,1809,1589.9,1490.2,1490.2,1731.5,2127,1848.8,1906.5,1,12
8.5,1809,1589.9,1558.8,1558.8,1805.6,2199.1,1918.4,1973.5,1,12
9,1881.1,1659.5,1558.8,1558.8,1805.6,2199.1,1918.4,1973.5,1,12
9.5,1881.1,1659.5,1625.1,1625.1,1870.2,2266.8,1975.6,2032.1,1,12
10,1941.3,1719,1625.1,1625.1,1870.2,2266.8,1975.6,2032.1,1,12
10.5,1941.3,1719,1691.4,1691.4,1936.3,2334.6,2039.8,2101.5,1,12
11,2016.9,1793.1,1691.4,1691.4,1936.3,2334.6,2039.8,2101.5,1,12
11.5,2087,1793.1,1746.2,1746.2,2000.2,2397.1,2110.6,2153.5,1,12
12,2087,1856.1,1746.2,1746.2,2000.2,2397.1,2110.6,2153.5,1,12
12.5,2138.6,1856.1,1820.1,1820.1,2071.5,2465.5,2170.1,2226.6,1,12
13,2138.6,1920.4,1820.1,1820.1,2071.5,2465.5,2170.1,2287.3,1,12
13.5,2197.8,1920.4,1882.6,1882.6,2154.7,2535,2233.7,2287.3,1,12
14,2197.8,1981.3,1953.8,1953.8,2154.7,2597.7,2233.7,2351.6,1,12
14.5,2277.9,2046.3,1953.8,1953.8,2195,2597.7,2295,2351.6,1,12
15,2277.9,2046.3,1998.9,1998.9,2195,2658.2,2295,2410.6,1,12
15.5,2349.4,2046.3,1998.9,1998.9,2273.3,2658.2,2350,2410.6,1,12
16,2349.4,2110.9,2065.1,2065.1,2273.3,2721.2,2350,2466.9,1,12
16.5,2406.2,2170.5,2065.1,2065.1,2341,2721.2,2408.7,2466.9,1,12
17,2406.2,2170.5,2135.9,2135.9,2341,2785.1,2408.7,2530.7,1,12
