Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,-376.7,-661.1,-914.9,-914.9,-534.4,-186.8,-399.9,1280,2,12
0.5,-376.7,-557.3,-794.2,-794.2,-429.8,-186.8,-399.9,1280,2,12
1,-283.2,-557.3,-794.2,-794.2,-429.8,-58.8,-275.7,1321,2,12
1.5,-283.2,-427,-691.5,-691.5,-336.7,-58.8,-174.2,1363.8,2,12
2,-165.2,-427,-691.5,-691.5,-336.7,39.6,-174.2,1363.8,2,12
2.5,-165.2,-353,-587.6,-587.6,-213.5,39.6,-76.9,1409.7,2,12
3,-63,-353,-587.6,-587.6,-213.5,167.7,-76.9,1409.7,2,12
3.5,-63,-251.5,-478.5,-478.5,-105.8,167.7,16.1,1450.3,2,12
4,37.2,-251.5,-478.5,-478.5,-105.8,315.5,16.1,1450.3,2,12
4.5,37.2,-153.8,-369.8,-369.8,-2.9,315.5,116,1494.6,2,12
5,143.4,-153.8,-369.8,-369.8,-2.9,463.2,116,1494.6,2,12
5.5,143.4,-52.1,-276.7,-276.7,87.2,463.2,206.4,1544.2,2,12
6,238.5,-52.1,-276.7,-276.7,87.2,596.5,206.4,1544.2,2,12
6.5,238.5,35.6,-177,-177,191.4,596.5,296.2,1586.6,2,12
7,327.2,35.6,-84.5,-84.5,287.2,724.8,296.2,1586.6,2,12
7.5,327.2,125.8,-84.5,-84.5,287.2,724.8,390.1,1632.9,2,12
8,419.9,218,8.3,8.3,379.5,853,390.1,1632.9,2,12
8.5,419.9,218,8.3,8.3,379.5,853,470.3,1671.4,2,12
9,507.9,311.8,99.6,99.6,477.4,970.5,470.3,1671.4,2,12
9.5,507.9,311.8,99.6,99.6,477.4,970.5,547,1718.3,2,12
10,594.7,397.4,189.3,189.3,564.6,1079.2,547,1718.3,2,12
10.5,594.7,397.4,189.3,189.3,564.6,1079.2,642,1761.4,2,12
11,674.2,472.5,281.1,281.1,647.2,1190.1,642,1761.4,2,12
11.5,768.9,472.5,281.1,281.1,647.2,1190.1,725.3,1803.9,2,12
12,768.9,568.6,369.9,369.9,741,1288.9,725.3,1803.9,2,12
12.5,848.8,568.6,369.9,369.9,741,1382.2,804.5,1854.7,2,12
13,848.8,642.1,461.9,461.9,831.1,1382.2,804.5,1854.7,2,12
13.5,934.7,642.1,461.9,461.9,831.1,1474.2,884.3,1900.4,2,12
14,934.7,728.2,538.7,538.7,913.2,1474.2,884.3,1900.4,2,12
14.5,1015.4,728.2,538.7,538.7,913.2,1562.7,978.2,1946.4,2,12
15,1015.4,807.5,619.9,619.9,993.8,1562.7,1042.3,1980.6,2,12
15.5,1133,807.5,619.9,619.9,993.8,1654.6,1042.3,1980.6,2,12
16,1133,911.3,699.2,699.2,1054.8,1654.6,1108,2040.4,2,12
16.5,1175,911.3,699.2,699.2,1054.8,1714.1,1108,2040.4,2,12
17,1175,962.5,777,777,1153.6,1714.1,1192.3,2086.4,2,12
17.5,1244.7,962.5,777,777,1153.6,1771.2,1192.3,2086.4,2,12
18,1244.7,1044.5,854.9,854.9,1234.4,1771.2,1262.7,2128.9,2,12
18.5,1327.1,1044.5,854.9,854.9,1234.4,1858.5,1262.7,2128.9,2,12
19,1327.1,1116.3,917.3,917.3,1312.9,1858.5,1339.1,2180.6,2,12
19.5,1404.4,1116.3,1009.2,1009.2,1389.7,1928.4,1339.1,2180.6,2,12
20,1404.4,1187.2,1009.2,1009.2,1389.7,1928.4,1409.5,2226.4,2,12
20.5,1494.8,1187.2,1094.8,1094.8,1501.1,1973.2,1409.5,2226.4,2,12
21,1494.8,1294,1094.8,1094.8,1501.1,1973.2,1479.9,2271.2,2,12
21.5,1552.1,1332.3,1155.8,1155.8,1537.5,2057.6,1479.9,2271.2,2,12
22,1552.1,1332.3,1155.8,1155.8,1537.5,2057.6,1551.2,2320.1,2,12
22.5,1623.3,1405,1225.4,1225.4,1614.2,2124.4,1551.2,2320.1,2,12
23,1623.3,1405,1225.4,1225.4,1614.2,2124.4,1614.4,2366.9,2,12
23.5,1695.4,1475.2,1272.9,1272.9,1689.3,2190.9,1614.4,2366.9,2,12
24,1695.4,1475.2,1272.9,1272.9,1689.3,2190.9,1682,2411.4,2,12
24.5,1768.6,1545.2,1367,1367,1762.7,2253.8,1682,2411.4,2,12
25,1835.6,1545.2,1367,1367,1762.7,2314.9,1750.1,2466.1,2,12
25.5,1835.6,1608,1438.6,1438.6,1833.1,2314.9,1750.1,2466.1,2,12
26,1906.4,1608,1438.6,1438.6,1833.1,2372,1817.3,2494.8,2,12
26.5,1906.4,1680.5,1511.8,1511.8,1900.2,2372,1817.3,2494.8,2,12
27,1984.2,1680.5,1511.8,1511.8,1900.2,2428.5,1885.8,2550.5,2,12
27.5,1984.2,1751.6,1575,1575,1965.7,2428.5,1885.8,2550.5,2,12
28,2038,1751.6,1575,1575,1965.7,2485.6,1945.4,2596.4,2,12
28.5,2038,1819.5,1637.9,1637.9,2032.9,2485.6,2003.1,2596.4,2,12
29,2108.1,1819.5,1637.9,1637.9,2032.9,2549.9,2003.1,2631.4,2,12
29.5,2108.1,1877.6,1707.9,1707.9,2107.6,2549.9,2064.3,2690.9,2,12
30,2184.8,1877.6,1707.9,1707.9,2107.6,2600.7,2064.3,2690.9,2,12
30.5,2184.8,1944,1776.4,1776.4,2175.7,2600.7,2132.8,2733.5,2,12
31,2227.3,1944,1776.4,1776.4,2175.7,2654.1,2132.8,2733.5,2,12
31.5,2227.3,2000.7,1833.5,1833.5,2226.2,2654.1,2195.5,2781.9,2,12
32,2302.8,2000.7,1833.5,1833.5,2226.2,2720,2195.5,2781.9,2,12
32.5,2302.8,2068,1899.3,1899.3,2302.6,2720,2256.6,2827.3,2,12
33,2374.2,2068,1961.2,1961.2,2302.6,2773.2,2256.6,2827.3,2,12
33.5,2374.2,2124,1961.2,1961.2,2368.5,2773.2,2319.2,2862.9,2,12
34,2432.2,2190.4,2020.6,2020.6,2435.2,2834.6,2319.2,2862.9,2,12
34.5,2432.2,2190.4,2020.6,2020.6,2435.2,2834.6,2383.3,2921.8,2,12
35,2495.6,2248.3,2086.2,2086.2,2501,2888.7,2383.3,2921.8,2,12
35.5,2495.6,2248.3,2086.2,2086.2,2501,2888.7,2434.9,2966.5,2,12
36,2550,2302.4,2136.6,2136.6,2560.9,2936.7,2434.9,2966.5,2,12
36.5,2550,2302.4,2136.6,2136.6,2560.9,2936.7,2494,3008.1,2,12
37,2612.9,2367.4,2204,2204,2620.3,2995.6,2494,3008.1,2,12
37.5,2675.6,2367.4,2204,2204,2620.3,3049.1,2551.6,3201.7,2,12
38,2675.6,2425.6,2263.7,2263.7,2681.5,3049.1,2551.6,3201.7,2,12
38.5,2735.1,2425.6,2263.7,2263.7,2681.5,3106.2,2665.5,3201.7,2,12
39,2735.1,2484.1,2318.9,2318.9,2744.7,3106.2,2665.5,3201.7,2,12
39.5,2580.8,2484.1,2318.9,2318.9,2744.7,3006.2,2665.5,3201.7,2,12
40,2580.8,2345.5,2376.1,2376.1,2960,3006.2,2665.5,-967,2,12
40.5,2580.8,2345.5,2376.1,2376.1,2960,3006.2,2665.5,-967,2,12
41,2580.8,2345.5,2433.1,2433.1,2960,3006.2,-31097.8,-993.4,2,12
41.5,2580.8,2345.5,2433.1,2433.1,2960,3006.2,-31097.8,-993.4,2,12
42,-32551,2345.5,2486,2486,2960,-1303.7,-26487.9,-1088.6,2,12
42.5,-32551,-30110.4,2486,2486,-33410.6,-1303.7,-26487.9,-1088.6,2,12
43,-32551,-30110.4,2503.3,2503.3,-33410.6,-1303.7,-23103.3,-1259.6,2,12
43.5,-27507,-26189.7,2503.3,2503.3,-28318.6,-1460.4,-23103.3,-1259.6,2,12
44,-27507,-26189.7,2503.3,2503.3,-28318.6,-1460.4,-20476.5,-1259.6,2,12
44.5,-23762.9,-22986.5,2503.3,2503.3,-24439.3,-1504.2,-20476.5,-1217.6,2,12
45,-23762.9,-22986.5,2503.3,2503.3,-24439.3,-1504.2,-18322,-1136.5,2,12
45.5,-20894.5,-22986.5,-28855.7,-28855.7,-21456.1,-1604.2,-18322,-1136.5,2,12
46,-20894.5,-20381.6,-28855.7,-28855.7,-21456.1,-1604.2,-16548.9,-1091,2,12
46.5,-18579.9,-20381.6,-25063.2,-25063.2,-21456.1,-1845.5,-16548.9,-1091,2,12
