Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,410.8,304.1,-164.1,-164.1,-18.2,782.6,386.3,648.1,0,3
0.5,497.6,391.9,-164.1,-164.1,-18.2,782.6,386.3,648.1,0,3
1,583,391.9,-62.8,-62.8,-18.2,873.9,467.1,717.3,0,3
1.5,583,466.9,-62.8,-62.8,-18.2,873.9,467.1,717.3,0,3
2,674.5,562.5,37.4,37.4,-18.2,955.8,560.7,808.2,0,3
2.5,674.5,562.5,37.4,37.4,-18.2,955.8,636.8,808.2,0,3
3,761.8,641.9,111.7,111.7,-18.2,1033.2,636.8,891.5,0,3
3.5,761.8,641.9,111.7,111.7,-18.2,1033.2,721.6,891.5,0,3
4,844.3,641.9,205,205,-18.2,1114,721.6,959.5,0,3
4.5,844.3,641.9,205,205,-18.2,1114,796.3,959.5,0,3
5,925.9,641.9,293.6,293.6,-18.2,1192.6,796.3,1035.2,0,3
5.5,925.9,641.9,293.6,293.6,-18.2,1192.6,875,1035.2,0,3
6,1004.2,878.4,375,375,-18.2,1246.6,875,1126.8,0,3
6.5,1004.2,878.4,375,375,-18.2,1246.6,1001.6,1126.8,0,3
7,1109.1,878.4,471.2,471.2,-18.2,1346.1,1001.6,1194.6,0,3
7.5,1109.1,878.4,471.2,471.2,-18.2,1346.1,1030.3,1194.6,0,3
8,1159.5,1023.5,548.1,548.1,-18.2,1413.2,1030.3,1268,0,3
8.5,1159.5,1023.5,548.1,548.1,-18.2,1413.2,1103,1346.5,0,3
9,1223.4,1023.5,625.8,625.8,-18.2,1498.6,1103,1346.5,0,3
9.5,1223.4,1023.5,625.8,625.8,-18.2,1575.8,1178.8,1421.4,0,3
10,1315.9,1179.7,714.2,714.2,1104.2,1575.8,1178.8,1421.4,0,3
10.5,1315.9,1179.7,714.2,714.2,1104.2,1662.3,1252.8,1472.9,0,3
11,1387.2,1288.7,785.3,785.3,1134.1,1662.3,1252.8,1472.9,0,3
11.5,1387.2,1288.7,859.4,859.4,1134.1,1721.2,1326.1,1569.6,0,3
12,1435.6,1325.1,859.4,859.4,1134.1,1721.2,1326.1,1569.6,0,3
12.5,1435.6,1325.1,927.6,927.6,1134.1,1791.6,1394.1,1643.4,0,3
13,1534.6,1393.7,927.6,927.6,1290.5,1791.6,1394.1,1643.4,0,3
13.5,1534.6,1393.7,1013.1,1013.1,1290.5,1860.2,1464,1718.3,0,3
14,1603.5,1463.6,1013.1,1013.1,1366.5,1860.2,1464,1718.3,0,3
14.5,1678.5,1463.6,1084.1,1084.1,1366.5,1932.1,1534.2,1794,0,3
15,1678.5,1530.4,1084.1,1084.1,1455.8,1932.1,1534.2,1794,0,3
15.5,1744.3,1597.7,1159.4,1159.4,1455.8,2006.2,1599.7,1867.4,0,3
16,1744.3,1597.7,1159.4,1159.4,1515.3,2006.2,1599.7,1867.4,0,3
16.5,1812.4,1665.9,1229.7,1229.7,1515.3,2073.1,1664,1943.7,0,3
17,1812.4,1665.9,1229.7,1229.7,1592.7,2073.1,1664,1943.7,0,3
17.5,1885.7,1733.4,1344.6,1344.6,1592.7,2138.9,1734.3,2010.2,0,3
18,1885.7,1733.4,1344.6,1344.6,1666.3,2138.9,1800.8,2010.2,0,3
18.5,1966.5,1802.8,1368.9,1368.9,1666.3,2208.1,1800.8,2090.8,0,3
19,1966.5,1802.8,1368.9,1368.9,1735,2208.1,1857.5,2090.8,0,3
19.5,2014.9,1860.7,1438.1,1438.1,1735,2271.9,1857.5,2170.1,0,3
20,2014.9,1860.7,1438.1,1438.1,1802.6,2271.9,1929.2,2170.1,0,3
20.5,2084.1,1919.7,1505.1,1505.1,1802.6,2337.9,1929.2,2229.7,0,3
21,2084.1,1919.7,1505.1,1505.1,1873.1,2337.9,1995.2,2229.7,0,3
21.5,2134.6,1974.7,1574.3,1574.3,1873.1,2395.5,1995.2,2293.8,0,3
22,2134.6,1974.7,1574.3,1574.3,1935.9,2395.5,2043.2,2293.8,0,3
22.5,2195.6,2047.5,1638.5,1638.5,2000.7,2470.6,2043.2,2365.7,0,3
23,2195.6,2047.5,1638.5,1638.5,2000.7,2470.6,2115.8,2435.2,0,3
23.5,2275.1,2114.4,1701.5,1701.5,2077.3,2538.8,2115.8,2435.2,0,3
24,2275.1,2114.4,1701.5,1701.5,2077.3,2598.9,2173.5,2502.2,0,3
24.5,2326.5,2170.5,1747.3,1747.3,2147.8,2598.9,2173.5,2502.2,0,3
