Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,579,476,-64,-64,364.2,891.4,559.3,752.7,0,9
0.5,687.8,560.6,18.5,18.5,364.2,975.9,559.3,823,0,9
1,687.8,560.6,18.5,18.5,458.9,975.9,632.4,823,0,9
1.5,756.5,651.6,113.5,113.5,458.9,1065.2,632.4,904.3,0,9
2,841.3,651.6,113.5,113.5,543.3,1065.2,708.5,904.3,0,9
2.5,841.3,720.1,201.5,201.5,543.3,1135.4,708.5,975.3,0,9
3,918.9,720.1,201.5,201.5,648,1135.4,796.8,1043,0,9
3.5,918.9,801.7,292,292,648,1209.6,872.5,1043,0,9
4,998.7,801.7,292,292,720.4,1209.6,872.5,1159.1,0,9
4.5,998.7,867.1,379.7,379.7,720.4,1317.8,952.1,1159.1,0,9
5,1109.4,867.1,379.7,379.7,809.2,1365.7,952.1,1191.3,0,9
5.5,1109.4,958.2,471.2,471.2,809.2,1365.7,1027.6,1191.3,0,9
6,1158.8,958.2,546.3,546.3,894.1,1430,1027.6,1250.4,0,9
6.5,1158.8,1041.3,546.3,546.3,894.1,1430,1098.3,1250.4,0,9
7,1231.3,1041.3,622.8,622.8,973.7,1509.7,1098.3,1330.2,0,9
7.5,1231.3,1107.2,622.8,622.8,973.7,1509.7,1177.8,1330.2,0,9
8,1307.9,1107.2,700.2,700.2,1026.5,1584.7,1177.8,1330.2,0,9
8.5,1307.9,1179,700.2,700.2,1026.5,1584.7,1250.5,1330.2,0,9
9,1385.7,1179,780,780,1135.2,1636.3,1250.5,1434.7,0,9
9.5,1385.7,1291.4,780,780,1213.2,1636.3,1316,1434.7,0,9
10,1423.5,1291.4,857.4,857.4,1213.2,1732.5,1316,1538.6,0,9
10.5,1423.5,1320.5,857.4,857.4,1288.2,1732.5,1394.2,1538.6,0,9
11,1531.1,1320.5,925,925,1288.2,1802,1394.2,1601.9,0,9
11.5,1531.1,1391.1,925,925,1364.3,1802,1464.2,1601.9,0,9
12,1602.8,1391.1,1008.9,1008.9,1364.3,1867.8,1464.2,1671.3,0,9
12.5,1602.8,1462.3,1008.9,1008.9,1450.4,1867.8,1533.2,1671.3,0,9
13,1673.3,1528.3,1077.3,1077.3,1450.4,1943.9,1533.2,1737.6,0,9
13.5,1673.3,1528.3,1077.3,1077.3,1511.9,1943.9,1601.4,1737.6,0,9
14,1741.7,1593.7,1154,1154,1511.9,2008,1601.4,1800.6,0,9
14.5,1741.7,1593.7,1154,1154,1588.4,2008,1662.5,1800.6,0,9
15,1819.1,1664.8,1228.6,1228.6,1588.4,2081.6,1662.5,1862.2,0,9
15.5,1819.1,1664.8,1228.6,1228.6,1657.9,2081.6,1731.4,1862.2,0,9
16,1878.4,1714.9,1278.4,1278.4,1657.9,2148.5,1731.4,1922.9,0,9
16.5,1948.1,1714.9,1278.4,1278.4,1657.9,2148.5,1795,1996.1,0,9
17,1948.1,1808.4,1368.4,1368.4,1657.9,2204.1,1795,1996.1,0,9
17.5,2009.2,1808.4,1368.4,1368.4,1800.3,2204.1,1856.9,2051.6,0,9
18,2009.2,1858.4,1436.9,1436.9,1800.3,2278.2,1927,2051.6,0,9
18.5,2075.5,1858.4,1436.9,1436.9,1800.3,2278.2,1927,2107.6,0,9
