Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,123.4,-167.2,-289.2,-289.2,-22.6,327.4,278.1,370.2,2,6
0.5,209.5,-71.3,-191.6,-191.6,-22.6,424.1,363.5,452.3,2,6
1,209.5,-71.3,-91.2,-91.2,76.6,424.1,363.5,452.3,2,6
1.5,309.4,20.2,-91.2,-91.2,76.6,512.5,451,534.6,2,6
2,309.4,20.2,-15.2,-15.2,168.5,512.5,451,534.6,2,6
2.5,402.2,115.5,-15.2,-15.2,272.1,599.9,544.3,618,2,6
3,402.2,115.5,94,94,272.1,599.9,544.3,618,2,6
3.5,487.6,206.2,94,94,366,685.2,622.5,704.6,2,6
4,487.6,206.2,181.1,181.1,366,685.2,622.5,704.6,2,6
4.5,580.6,290.7,181.1,181.1,459.1,774.4,705.3,775.6,2,6
5,580.6,290.7,271.4,271.4,459.1,774.4,790,775.6,2,6
5.5,674.1,382.2,271.4,271.4,550.9,860.7,790,848.4,2,6
6,674.1,382.2,358.2,358.2,550.9,860.7,865.5,848.4,2,6
6.5,751.8,466.2,358.2,358.2,630.3,940.5,865.5,927.5,2,6
7,751.8,466.2,431.8,431.8,630.3,940.5,991.3,927.5,2,6
7.5,837.5,554.8,431.8,431.8,721.4,1012.8,991.3,1006.2,2,6
8,837.5,554.8,527.3,527.3,721.4,1012.8,1024.9,1006.2,2,6
8.5,922.2,645.6,527.3,527.3,802.8,1096.9,1024.9,1073.6,2,6
9,1000.9,714.6,609.8,609.8,802.8,1096.9,1090.8,1073.6,2,6
9.5,1000.9,714.6,609.8,609.8,893.1,1181.5,1090.8,1156.7,2,6
10,1071.6,797.7,680.8,680.8,893.1,1181.5,1173.2,1156.7,2,6
10.5,1071.6,797.7,680.8,680.8,975.6,1232.3,1173.2,1219.8,2,6
11,1166,878.8,768.7,768.7,975.6,1339.4,1244.6,1219.8,2,6
11.5,1166,878.8,768.7,768.7,1099.9,1339.4,1244.6,1302.1,2,6
12,1235.1,951.8,846.1,846.1,1099.9,1416,1336.8,1302.1,2,6
12.5,1235.1,951.8,846.1,846.1,1136.9,1416,1336.8,1374.2,2,6
13,1315.2,1037.9,971.1,971.1,1136.9,1491.5,1391.6,1374.2,2,6
13.5,1315.2,1037.9,971.1,971.1,1220.5,1491.5,1391.6,1472.1,2,6
14,1388.3,1104.9,999.6,999.6,1220.5,1568.8,1461.8,1513,2,6
14.5,1388.3,1104.9,1078.7,1078.7,1296.9,1568.8,1461.8,1513,2,6
