Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,1225.8,917.7,683.8,683.8,891.6,1472.9,1389,1415.1,2,3
0.5,1225.8,917.7,683.8,683.8,891.6,1549.8,1457.3,1498.4,2,3
1,1312.2,917.7,842.6,842.6,1143.3,1649.8,1457.3,1498.4,2,3
1.5,1312.2,917.7,842.6,842.6,1143.3,1649.8,1528.5,1569,2,3
2,1390,1030.2,945.3,945.3,1143.3,1699.5,1528.5,1569,2,3
2.5,1390,1104.6,994.9,994.9,1143.3,1699.5,1597.5,1637.4,2,3
3,1437.3,1104.6,994.9,994.9,1297.4,1699.5,1597.5,1637.4,2,3
3.5,1437.3,1179.2,1081.9,1081.9,1297.4,1699.5,1665,1705.3,2,3
4,1535.7,1179.2,1081.9,1081.9,1374.2,1699.5,1665,1705.3,2,3
4.5,1535.7,1229.6,1145.2,1145.2,1374.2,1699.5,1731.9,1775.2,2,3
5,1608.2,1229.6,1145.2,1145.2,1471.6,1920.4,1731.9,1775.2,2,3
5.5,1608.2,1321.7,1217.2,1217.2,1471.6,1920.4,1731.9,1840.4,2,3
6,1681.9,1321.7,1217.2,1217.2,1524.4,1985.1,1731.9,1840.4,2,3
6.5,1681.9,1395.5,1328.9,1328.9,1524.4,1985.1,1731.9,1911.5,2,3
7,1751.6,1395.5,1328.9,1328.9,1597.7,2058.9,1731.9,1965.6,2,3
7.5,1751.6,1465.1,1357.7,1357.7,1597.7,2058.9,1927.6,1965.6,2,3
8,1824.6,1465.1,1357.7,1357.7,1672.7,2058.9,1927.6,2036.7,2,3
8.5,1824.6,1536.3,1429.4,1429.4,1672.7,2058.9,1996.5,2036.7,2,3
9,1891.7,1536.3,1429.4,1429.4,1742.1,2187.5,1996.5,2108.9,2,3
9.5,1891.7,1605.1,1501.4,1501.4,1742.1,2187.5,2046.1,2108.9,2,3
10,1962.7,1605.1,1501.4,1501.4,1814.4,2269.6,2046.1,2163.7,2,3
10.5,1962.7,1605.1,1562.3,1562.3,1814.4,2269.6,2046.1,2163.7,2,3
11,2030.7,1605.1,1562.3,1562.3,1882.6,2336.8,2046.1,2230,2,3
11.5,2097.2,1730.7,1626.8,1626.8,1882.6,2336.8,2046.1,2230,2,3
12,2097.2,1730.7,1626.8,1626.8,1947.7,2389.3,2239.8,2291.3,2,3
12.5,2159.7,1811.9,1698,1698,1947.7,2389.3,2239.8,2291.3,2,3
13,2159.7,1811.9,1698,1698,2011.1,2389.3,2239.8,2291.3,2,3
13.5,2211.5,1865.4,1756.7,1756.7,2088.2,2389.3,2239.8,2291.3,2,3
14,2211.5,1865.4,1756.7,1756.7,2088.2,2537.2,2239.8,2412.7,2,3
14.5,2292,1865.4,1824.2,1824.2,2088.2,2537.2,2239.8,2412.7,2,3
15,2292,1865.4,1824.2,1824.2,2163.2,2598.2,2417.6,2471.1,2,3
15.5,2352.3,1865.4,1888.5,1888.5,2214.8,2662.6,2417.6,2471.1,2,3
16,2352.3,1865.4,1888.5,1888.5,2214.8,2662.6,2475.4,2533.3,2,3
16.5,2416,2054.3,1948.4,1948.4,2284.1,2731.9,2475.4,2533.3,2,3
17,2416,2126.3,2003.4,2003.4,2284.1,2731.9,2529.1,2594.5,2,3
17.5,2482.8,2126.3,2003.4,2003.4,2352.2,2788.2,2529.1,2594.5,2,3
18,2482.8,2181.2,2073.7,2073.7,2352.2,2788.2,2439.8,2594.5,2,3
18.5,2545.4,2181.2,2073.7,2073.7,2415,2788.2,2439.8,2594.5,2,3
19,2545.4,2239.7,2133.7,2133.7,2415,2788.2,2439.8,2844,2,3
19.5,2598.8,2239.7,2133.7,2133.7,2482.3,2906.9,2439.8,2844,2,3
20,2598.8,2239.7,2133.7,2133.7,2482.3,2906.9,2439.8,2844,2,3
20.5,2661.7,2239.7,2133.7,2133.7,2544.7,3079,2439.8,2844,2,3
21,2661.7,2360,2133.7,2133.7,2544.7,3079,2439.8,2844,2,3
21.5,2721.7,2360,2133.7,2133.7,2605.7,3079,-26651.2,-4478.8,2,3
22,2721.7,2420.8,2133.7,2133.7,2605.7,3079,-26651.2,-4478.8,2,3
22.5,2925,2420.8,2133.7,2133.7,2665.3,3079,-23296.3,-4478.8,2,3
23,2925,2477.1,2133.7,2133.7,2665.3,3079,-23296.3,-4478.8,2,3
23.5,2925,2477.1,2133.7,2133.7,2721.2,3079,-20502.6,-5584.1,2,3
24,2925,2263.8,2133.7,2133.7,2721.2,-3169.1,-20502.6,-5584.1,2,3
24.5,2925,2263.8,2133.7,2133.7,2510.1,-3169.1,-20502.6,-6019.5,2,3
25,-33620.6,2263.8,2133.7,2133.7,2510.1,-3155.5,-18328.8,-6019.5,2,3
25.5,-33620.6,2263.8,2133.7,2133.7,2510.1,-3155.5,-18328.8,-6374.4,2,3
26,-28247.6,2263.8,2133.7,2133.7,2510.1,-3155.5,-18328.8,-6374.4,2,3
26.5,-28247.6,-32921.6,2133.7,2133.7,2510.1,-3031.8,-18328.8,-6741.7,2,3
