Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,1152.1,894.5,836.1,836.1,1081.9,1469.9,1236.8,1353.1,1,6
0.5,1212,942.7,953.6,953.6,1081.9,1544.6,1236.8,1459.5,1,6
1,1212,942.7,953.6,953.6,1124.4,1544.6,1293.3,1459.5,1,6
1.5,1302.2,1011.4,990.6,990.6,1195.8,1634.1,1293.3,1497.2,1,6
2,1302.2,1011.4,990.6,990.6,1195.8,1634.1,1380.8,1497.2,1,6
2.5,1377.3,1094.3,1071.9,1071.9,1282,1698.4,1448,1568.8,1,6
3,1377.3,1094.3,1071.9,1071.9,1282,1698.4,1448,1568.8,1,6
3.5,1454.9,1170.9,1138,1138,1361.1,1772.8,1522.9,1636.1,1,6
4,1454.9,1170.9,1207.4,1207.4,1361.1,1844,1522.9,1636.1,1,6
4.5,1526.4,1233.3,1207.4,1207.4,1434,1844,1588.3,1705.3,1,6
5,1526.4,1315.6,1325.3,1325.3,1434,1916.2,1588.3,1705.3,1,6
5.5,1599.1,1315.6,1325.3,1325.3,1515.2,1916.2,1657.8,1773.1,1,6
6,1599.1,1384.1,1351.2,1351.2,1515.2,1990.7,1657.8,1773.1,1,6
6.5,1674.7,1384.1,1351.2,1351.2,1585.9,1990.7,1723.3,1839.8,1,6
7,1744.6,1459.4,1421,1421,1585.9,2060.5,1723.3,1839.8,1,6
7.5,1744.6,1459.4,1421,1421,1655.7,2060.5,1784.6,1903.2,1,6
8,1813.6,1526.7,1490.9,1490.9,1655.7,2112.6,1784.6,1903.2,1,6
8.5,1813.6,1526.7,1490.9,1490.9,1729.4,2112.6,1853.2,1974.3,1,6
9,1882.1,1590.3,1558.3,1558.3,1729.4,2194.4,1853.2,2036.7,1,6
9.5,1882.1,1590.3,1558.3,1558.3,1801.3,2194.4,1921.2,2036.7,1,6
10,1947.6,1657.8,1623.5,1623.5,1801.3,2265.1,1921.2,2108.9,1,6
10.5,1947.6,1657.8,1623.5,1623.5,1872.1,2265.1,1976.8,2108.9,1,6
11,2018.7,1719.5,1692.4,1692.4,1872.1,2332.2,1976.8,2153.5,1,6
11.5,2018.7,1719.5,1692.4,1692.4,1935,2332.2,2037.5,2153.5,1,6
12,2085.2,1785.1,1754.6,1754.6,1935,2396,2037.5,2223.2,1,6
12.5,2085.2,1785.1,1754.6,1754.6,2011.6,2396,2109.5,2223.2,1,6
13,2158.6,1860.3,1812.4,1812.4,2011.6,2464.4,2109.5,2291.7,1,6
13.5,2158.6,1860.3,1812.4,1812.4,2078.9,2464.4,2169,2291.7,1,6
14,2199,1918.6,1883.8,1883.8,2142.1,2531.2,2169,2353.7,1,6
14.5,2199,1918.6,1883.8,1883.8,2142.1,2531.2,2233,2353.7,1,6
15,2283.6,1985.8,1942.1,1942.1,2198.4,2598.7,2233,2414.3,1,6
15.5,2283.6,1985.8,2002.9,2002.9,2198.4,2598.7,2291,2414.3,1,6
16,2339.4,2049.8,2002.9,2002.9,2273.9,2658.6,2348.8,2468.9,1,6
16.5,2339.4,2049.8,2069.1,2069.1,2273.9,2721.6,2348.8,2468.9,1,6
