Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,1606.8,1389.2,1162.7,1162.7,1427.8,1967.6,1539.6,1779.7,0,3
0.5,1606.8,1457.9,1232.9,1232.9,1427.8,1967.6,1539.6,1779.7,0,3
1,1677.1,1457.9,1232.9,1232.9,1517.1,2037.2,1605.7,1842.7,0,3
1.5,1677.1,1524.6,1346.3,1346.3,1517.1,2037.2,1605.7,1842.7,0,3
2,1745.2,1524.6,1346.3,1346.3,1587,2104.2,1671.7,1904.9,0,3
2.5,1745.2,1587,1372,1372,1587,2104.2,1671.7,1904.9,0,3
3,1812,1587,1439.2,1439.2,1659.4,2165.7,1736.4,1969.3,0,3
3.5,1812,1659.5,1439.2,1439.2,1659.4,2165.7,1736.4,1969.3,0,3
4,1879.3,1659.5,1508.6,1508.6,1732.4,2230.5,1807.3,2021.9,0,3
4.5,1879.3,1710.2,1508.6,1508.6,1732.4,2230.5,1807.3,2021.9,0,3
5,1931.4,1782.6,1576.6,1576.6,1801.8,2299.3,1858.6,2090.6,0,3
5.5,1931.4,1782.6,1576.6,1576.6,1870.6,2357.4,1858.6,2090.6,0,3
6,2007.5,1854.4,1638.6,1638.6,1870.6,2357.4,1927,2151.1,0,3
6.5,2007.5,1854.4,1638.6,1638.6,1946.9,2428.1,1927,2151.1,0,3
7,2077.2,1915.2,1703.1,1703.1,1946.9,2428.1,1996.3,2194.5,0,3
7.5,2077.2,1915.2,1703.1,1703.1,2007,2489.3,1996.3,2194.5,0,3
8,2138.6,1977.3,1755.7,1755.7,2007,2489.3,2049.5,2267.9,0,3
8.5,2138.6,1977.3,1755.7,1755.7,2071.5,2548.9,2049.5,2267.9,0,3
9,2187.6,2037.8,1834,1834,2071.5,2548.9,2112.3,2325.8,0,3
9.5,2187.6,2037.8,1834,1834,2149.6,2614.3,2112.3,2325.8,0,3
10,2267.8,2105.8,1892.3,1892.3,2149.6,2614.3,2175.2,2383.8,0,3
10.5,2267.8,2105.8,1892.3,1892.3,2194.4,2614.3,2175.2,2383.8,0,3
11,2322.6,2164.3,1949.7,1949.7,2194.4,2614.3,2232.7,2438.1,0,3
11.5,2322.6,2164.3,1949.7,1949.7,2266,2734.6,2232.7,2438.1,0,3
12,2391.6,2222.3,1949.7,1949.7,2266,2734.6,2291.6,2498.9,0,3
12.5,2391.6,2222.3,1949.7,1949.7,2328.5,2795.8,2291.6,2553.3,0,3
13,2454.2,2276.8,2070.8,2070.8,2328.5,2795.8,2357.7,2553.3,0,3
13.5,2508.3,2276.8,2070.8,2070.8,2394.2,2856.2,2408.9,2606.3,0,3
14,2508.3,2276.8,2119,2119,2394.2,2856.2,2408.9,2606.3,0,3
14.5,2566.9,2276.8,2119,2119,2457.2,2915.4,2468,2658.3,0,3
15,2566.9,2395.8,2188.3,2188.3,2457.2,2915.4,2468,2658.3,0,3
15.5,2629.3,2395.8,2188.3,2188.3,2517.8,2944.2,2523,2844.9,0,3
16,2629.3,2448.8,2245.8,2245.8,2517.8,2944.2,2523,2844.9,0,3
16.5,2685.4,2448.8,2245.8,2245.8,2575.2,2944.2,2523,2844.9,0,3
17,2685.4,2351.5,2302.8,2302.8,2575.2,2944.2,2523,2844.9,0,3
17.5,2880.7,2351.5,2356.7,2356.7,2638.6,2944.2,2523,2844.9,0,3
18,2880.7,2351.5,2356.7,2356.7,2638.6,-2807.4,2523,-2469.7,0,3
18.5,2880.7,2351.5,2412.8,2412.8,2695.5,-2807.4,2523,-2469.7,0,3
19,2880.7,2351.5,2412.8,2412.8,2695.5,-3206.2,-15684.2,-2469.7,0,3
19.5,2880.7,-15940.7,2467.8,2467.8,2873.6,-3206.2,-15684.2,-2804,0,3
20,-21409.3,-15940.7,2467.8,2467.8,2873.6,-3514.8,-15684.2,-2804,0,3
20.5,-21409.3,-15830.8,2170.8,2170.8,2873.6,-3514.8,-15582.1,-3142.9,0,3
21,-20034.2,-15830.8,2170.8,2170.8,2873.6,-3827.6,-15582.1,-3142.9,0,3
21.5,-20034.2,-15351.8,2170.8,2170.8,2873.6,-3827.6,-15138.4,-3360.1,0,3
22,-20034.2,-15351.8,2170.8,2170.8,-19039.1,-4129.3,-15138.4,-3360.1,0,3
22.5,-18591.3,-14680.8,2170.8,2170.8,-19039.1,-4129.3,-14499.9,-3734.9,0,3
23,-18591.3,-14680.8,-13401.1,-13401.1,-18355,-4439,-14499.9,-3734.9,0,3
23.5,-17121.2,-13934.4,-13401.1,-13401.1,-18355,-4439,-13765.6,-3854.8,0,3
24,-17121.2,-13934.4,-13401.1,-13401.1,-17419.5,-4542.7,-13765.6,-3854.8,0,3
24.5,-15792,-13185.6,-13592.7,-13592.7,-17419.5,-4542.7,-13007.6,-3951.8,0,3
25,-15792,-13185.6,-13592.7,-13592.7,-16313.2,-4720.4,-13007.6,-3951.8,0,3
25.5,-14549.2,-12497.3,-13454.2,-13454.2,-16313.2,-4720.4,-12312.8,-4165.6,0,3
26,-14549.2,-12497.3,-13454.2,-13454.2,-15244.6,-5017.7,-12312.8,-4165.6,0,3
26.5,-13474.7,-11902.2,-13056,-13056,-15244.6,-5017.7,-11764.3,-4461.2,0,3
27,-13474.7,-11902.2,-13056,-13056,-14194.7,-5087.9,-11764.3,-4461.2,0,3
27.5,-12712.9,-11482.1,-12572.9,-12572.9,-14194.7,-5087.9,-11322.9,-4397.4,0,3
28,-12712.9,-11482.1,-12572.9,-12572.9,-13247,-4994.4,-11322.9,-4397.4,0,3
28.5,-12126.8,-11190.6,-12050,-12050,-13247,-4994.4,-11064.2,-4345.6,0,3
29,-12126.8,-11190.6,-12050,-12050,-12504.7,-4911,-11064.2,-4287,0,3
29.5,-11692.4,-10772.8,-11613,-11613,-12504.7,-4911,-10678.1,-4287,0,3
30,-11191.9,-10772.8,-11613,-11613,-11987,-4811.8,-10678.1,-4202.4,0,3
30.5,-11191.9,-10554.4,-11205,-11205,-11987,-4811.8,-10477.2,-4202.4,0,3
