Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,1683.2,1394.6,1156.4,1156.4,1466.7,2077.1,1601.5,1652.5,1,3
0.5,1683.2,1461.2,1156.4,1156.4,1522.3,2169.8,1601.5,1720.7,1,3
1,1751.2,1461.2,1227.7,1227.7,1522.3,2169.8,1668.6,1720.7,1,3
1.5,1751.2,1528,1300.5,1300.5,1593.6,2267.6,1668.6,1785.3,1,3
2,1818.2,1528,1300.5,1300.5,1593.6,2267.6,1732.9,1785.3,1,3
2.5,1818.2,1603.3,1369.7,1369.7,1666.2,2367.9,1732.9,1852.5,1,3
3,1889.1,1603.3,1369.7,1369.7,1735.1,2367.9,1807.8,1852.5,1,3
3.5,1952.6,1666,1439.4,1439.4,1735.1,2453.6,1807.8,1910.2,1,3
4,1952.6,1666,1439.4,1439.4,1807.2,2453.6,1872.3,1910.2,1,3
4.5,2019.6,1728.7,1510.1,1510.1,1807.2,2537.2,1872.3,1973.6,1,3
5,2019.6,1728.7,1510.1,1510.1,1875.2,2537.2,1928.1,1973.6,1,3
5.5,2086.9,1805.9,1573.6,1573.6,1875.2,2632.4,1928.1,2044.2,1,3
6,2086.9,1805.9,1573.6,1573.6,1942.8,2632.4,1999.2,2044.2,1,3
6.5,2148.9,1861.9,1638.3,1638.3,1942.8,2716.7,1999.2,2106.5,1,3
7,2148.9,1861.9,1638.3,1638.3,2006.4,2716.7,2046.6,2106.5,1,3
7.5,2198.4,1918.6,1705.9,1705.9,2006.4,2778.7,2119.2,2156.9,1,3
8,2198.4,1918.6,1705.9,1705.9,2077.2,2778.7,2119.2,2156.9,1,3
8.5,2276.8,1973,1758.7,1758.7,2077.2,2860.5,2176.9,2232.3,1,3
9,2276.8,1973,1758.7,1758.7,2142.1,2860.5,2176.9,2232.3,1,3
9.5,2348.4,2049.2,1836.9,1836.9,2142.1,2947.8,2239.8,2293,1,3
10,2348.4,2049.2,1836.9,1836.9,2205.2,2947.8,2239.8,2293,1,3
10.5,2407.6,2104.7,1894.7,1894.7,2205.2,3012.1,2295.7,2355.6,1,3
11,2407.6,2104.7,1894.7,1894.7,2277.3,3012.1,2295.7,2355.6,1,3
11.5,2465.1,2169.4,1950,1950,2277.3,3077.3,2350.2,2413.8,1,3
12,2465.1,2169.4,1950,1950,2339.9,3077.3,2350.2,2413.8,1,3
12.5,2532.1,2225.1,2020.7,2020.7,2339.9,3137,2414,2469.9,1,3
13,2532.1,2295.7,2020.7,2020.7,2404.8,3137,2414,2469.9,1,3
13.5,2585.9,2295.7,2076,2076,2404.8,3204.6,2472.4,2532.3,1,3
14,2585.9,2345.1,2142.8,2142.8,2466.3,3204.6,2472.4,2588.3,1,3
14.5,2648,2345.1,2142.8,2142.8,2466.3,3274.3,2525,2588.3,1,3
15,2648,2406.8,2195,2195,2517.2,3338.2,2525,2642.4,1,3
15.5,2699.2,2406.8,2195,2195,2517.2,3338.2,2244,2642.4,1,3
16,2699.2,2458.3,2250.6,2250.6,2589.8,3400.2,2244,2678.9,1,3
16.5,2839.3,2458.3,2250.6,2250.6,2650.6,3400.2,2244,2678.9,1,3
17,2839.3,2144.1,2306.2,2306.2,2650.6,3400.2,2244,2678.9,1,3
17.5,2839.3,2144.1,2306.2,2306.2,2709.2,3400.2,2244,2678.9,1,3
18,2839.3,2144.1,2367.7,2367.7,2709.2,3400.2,-25984.8,2678.9,1,3
18.5,2839.3,2144.1,2367.7,2367.7,2533.3,-725.6,-25984.8,-4036.2,1,3
19,-28605.2,2144.1,2421.9,2421.9,2533.3,-725.6,-23291.9,-4036.2,1,3
19.5,-28605.2,-26100.6,2421.9,2421.9,2533.3,-725.6,-23291.9,-4603.7,1,3
20,-25060.2,-26100.6,2479.3,2479.3,2533.3,-766.3,-21026.2,-4603.7,1,3
20.5,-25060.2,-23445.7,2479.3,2479.3,2533.3,-766.3,-21026.2,-4603.7,1,3
21,-22146,-23445.7,2499.4,2499.4,-28028.5,-803.2,-18950.9,-5052.9,1,3
21.5,-22146,-23445.7,2499.4,2499.4,-28028.5,-803.2,-18950.9,-5052.9,1,3
22,-19675.2,-21158.2,2499.4,2499.4,-28028.5,-711.9,-18950.9,-5466.7,1,3
22.5,-19675.2,-21158.2,2499.4,2499.4,-24818.6,-711.9,-17203,-5466.7,1,3
23,-17687.8,-19078.9,2499.4,2499.4,-24818.6,-618.8,-17203,-5826.8,1,3
23.5,-17687.8,-19078.9,-24771.1,-24771.1,-22171.5,-618.8,-15690.5,-5826.8,1,3
24,-16009.9,-17335.5,-24771.1,-24771.1,-22171.5,-509.6,-14369.5,-6107.2,1,3
24.5,-16009.9,-17335.5,-22358.2,-22358.2,-19853.5,-509.6,-14369.5,-6107.2,1,3
25,-14593.8,-15816.8,-22358.2,-22358.2,-19853.5,-436.3,-13371.4,-6358.5,1,3
25.5,-14593.8,-15816.8,-20216.4,-20216.4,-17905.2,-436.3,-13371.4,-6358.5,1,3
26,-13520.7,-14513.1,-20216.4,-20216.4,-17905.2,-364.7,-12611.9,-6436.4,1,3
26.5,-13520.7,-14513.1,-20216.4,-20216.4,-16230.2,-364.7,-12611.9,-6436.4,1,3
27,-12740.2,-13480.8,-18322.1,-18322.1,-16230.2,-232.6,-12113.8,-6489.1,1,3
27.5,-12740.2,-13480.8,-18322.1,-18322.1,-14819.2,-232.6,-12113.8,-6489.1,1,3
28,-12231,-12773.7,-16679.4,-16679.4,-14819.2,-124.3,-11536.6,-6652.8,1,3
28.5,-12231,-12205,-16679.4,-16679.4,-13733.8,-124.3,-11536.6,-6652.8,1,3
29,-11625.1,-12205,-15267,-15267,-13733.8,-18.7,-11272.2,-6917.4,1,3
29.5,-11625.1,-11672.4,-15267,-15267,-12982.9,-18.7,-11272.2,-6842.1,1,3
30,-11358.5,-11672.4,-14044.5,-14044.5,-12982.9,45.6,-10936.5,-6842.1,1,3
30.5,-11358.5,-11321.6,-13056.7,-13056.7,-12343.3,103.7,-10936.5,-6658.8,1,3
31,-10968.3,-11321.6,-13056.7,-13056.7,-12343.3,103.7,-10441.4,-6658.8,1,3
31.5,-10968.3,-11035.5,-12376,-12376,-11839.4,164.2,-10441.4,-6467.9,1,3
32,-10428,-11035.5,-12376,-12376,-11445.8,164.2,-9919.5,-6467.9,1,3
32.5,-10428,-10553.3,-11896.6,-11896.6,-11445.8,216.2,-9919.5,-6273.4,1,3
33,-9897.5,-10553.3,-11896.6,-11896.6,-11147.3,216.2,-9391.6,-6273.4,1,3
33.5,-9897.5,-10038.7,-11363.5,-11363.5,-11147.3,273.5,-9391.6,-6079.8,1,3
34,-9366.8,-10038.7,-11363.5,-11363.5,-10660.4,273.5,-8907.5,-6079.8,1,3
34.5,-8870.3,-9499.6,-11101,-11101,-10660.4,322.7,-8907.5,-5876.2,1,3
35,-8870.3,-9499.6,-11101,-11101,-10135.2,322.7,-8445.6,-5876.2,1,3
35.5,-8394.4,-9036.8,-10751.8,-10751.8,-10135.2,372.7,-8445.6,-5669.3,1,3
36,-8394.4,-9036.8,-10751.8,-10751.8,-9628,372.7,-8013.3,-5669.3,1,3
36.5,-7950.6,-8562.5,-10216.4,-10216.4,-9628,414.7,-8013.3,-5463.9,1,3
37,-7950.6,-8562.5,-10216.4,-10216.4,-9105.1,414.7,-7578.3,-5463.9,1,3
37.5,-7511.9,-8124.2,-9699.1,-9699.1,-9105.1,478.8,-7187.6,-5258,1,3
38,-7511.9,-8124.2,-9699.1,-9699.1,-8630.2,478.8,-7187.6,-5258,1,3
38.5,-7099.5,-7700.5,-9197.2,-9197.2,-8630.2,486.9,-6817.3,-5004.6,1,3
39,-7099.5,-7700.5,-9197.2,-9197.2,-8176.4,486.9,-6817.3,-5004.6,1,3
39.5,-6738.1,-7313.3,-8702.2,-8702.2,-8176.4,563,-6463.5,-4869,1,3
40,-6738.1,-7313.3,-8702.2,-8702.2,-7754.7,563,-6463.5,-4869,1,3
40.5,-6389.4,-6927.8,-8244.1,-8244.1,-7754.7,608.5,-6127.4,-4677.1,1,3
41,-6389.4,-6927.8,-8244.1,-8244.1,-7353.8,608.5,-6127.4,-4677.1,1,3
41.5,-6044,-6575.8,-7807.8,-7807.8,-7353.8,650.2,-5815.3,-4479,1,3
42,-6044,-6575.8,-7807.8,-7807.8,-6955.9,650.2,-5815.3,-4479,1,3
42.5,-5723,-6234.3,-7399.8,-7399.8,-6955.9,696.4,-5491.9,-4292.3,1,3
43,-5723,-6234.3,-7399.8,-7399.8,-6596.4,696.4,-5491.9,-4292.3,1,3
43.5,-5403.2,-5914.6,-7004.8,-7004.8,-6596.4,735.7,-5218,-4105.9,1,3
44,-5403.2,-5595.1,-6649.3,-6649.3,-6250.8,789.2,-5218,-3933.2,1,3
44.5,-5122.7,-5595.1,-6649.3,-6649.3,-6250.8,789.2,-4949.7,-3933.2,1,3
45,-5122.7,-5323.7,-6307.1,-6307.1,-5919.5,829.3,-4949.7,-3751.1,1,3
45.5,-4838,-5323.7,-6307.1,-6307.1,-5919.5,829.3,-4685.4,-3751.1,1,3
46,-4838,-5047.9,-5975.1,-5975.1,-5599.3,872,-4685.4,-3576.6,1,3
46.5,-4589.9,-5047.9,-5975.1,-5975.1,-5317.6,872,-4432.9,-3576.6,1,3
47,-4589.9,-4782.2,-5662.5,-5662.5,-5317.6,913.3,-4432.9,-3407.6,1,3
47.5,-4334.8,-4782.2,-5662.5,-5662.5,-5025,913.3,-4200.9,-3407.6,1,3
48,-4334.8,-4531.5,-5374.6,-5374.6,-5025,950.9,-4200.9,-3242.9,1,3
48.5,-4098.4,-4531.5,-5374.6,-5374.6,-4763.4,950.9,-3972.9,-3242.9,1,3
49,-4098.4,-4294.1,-5087.5,-5087.5,-4763.4,990.4,-3972.9,-3089.8,1,3
49.5,-3866.7,-4294.1,-5087.5,-5087.5,-4506.4,990.4,-3746.3,-3089.8,1,3
50,-3647.4,-4066.3,-4816.6,-4816.6,-4506.4,1028.8,-3746.3,-2925.4,1,3
50.5,-3647.4,-4066.3,-4816.6,-4816.6,-4266.9,1028.8,-3539.5,-2925.4,1,3
51,-3439,-3848.5,-4562.4,-4562.4,-4266.9,1078.5,-3539.5,-2776.9,1,3
51.5,-3439,-3848.5,-4562.4,-4562.4,-4031.2,1078.5,-3340.7,-2776.9,1,3
