Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,1675.9,1385.8,1153.3,1153.3,1410.5,2120.3,1530.7,1679.4,0,12
0.5,1675.9,1454.6,1226.1,1226.1,1514.5,2197.6,1600.3,1744.3,0,12
1,1741.3,1454.6,1226.1,1226.1,1514.5,2197.6,1600.3,1744.3,0,12
1.5,1741.3,1525.3,1284.3,1284.3,1587.6,2271.5,1664.7,1812.4,0,12
2,1817.4,1525.3,1284.3,1284.3,1587.6,2271.5,1664.7,1812.4,0,12
2.5,1817.4,1589.4,1367.5,1367.5,1660.2,2346.2,1731.9,1873,0,12
3,1881.1,1589.4,1367.5,1367.5,1731,2346.2,1731.9,1873,0,12
3.5,1881.1,1659.7,1437.2,1437.2,1731,2415.4,1789.9,1937.5,0,12
4,1937.1,1659.7,1437.2,1437.2,1799.7,2415.4,1789.9,1937.5,0,12
4.5,1937.1,1709.7,1505.8,1505.8,1799.7,2475.3,1852.3,1988.5,0,12
5,2013.2,1709.7,1505.8,1505.8,1873.7,2475.3,1929.3,1988.5,0,12
5.5,2013.2,1788.4,1572.5,1572.5,1873.7,2543.1,1929.3,2057.4,0,12
6,2081.2,1788.4,1572.5,1572.5,1944.9,2543.1,1990.1,2057.4,0,12
6.5,2081.2,1853.3,1636.8,1636.8,1944.9,2601.3,1990.1,2128.4,0,12
7,2154,1914.7,1636.8,1636.8,2012.4,2601.3,2040.9,2128.4,0,12
7.5,2154,1914.7,1697.7,1697.7,2012.4,2656.7,2040.9,2169.4,0,12
8,2197.8,1972.6,1761.9,1761.9,2076,2656.7,2111.2,2169.4,0,12
8.5,2197.8,1972.6,1761.9,1761.9,2076,2722.1,2111.2,2247.6,0,12
9,2272.8,2040.6,1830.4,1830.4,2137,2722.1,2173.5,2247.6,0,12
9.5,2272.8,2040.6,1830.4,1830.4,2137,2772.9,2173.5,2304.3,0,12
10,2332.6,2093.4,1888.3,1888.3,2197.8,2772.9,2233,2363.4,0,12
10.5,2332.6,2093.4,1888.3,1888.3,2197.8,2834.8,2233,2363.4,0,12
11,2397.8,2160.9,1946.1,1946.1,2272.2,2834.8,2287.3,2421,0,12
11.5,2397.8,2160.9,1946.1,1946.1,2272.2,2889.1,2287.3,2421,0,12
12,2456.3,2216.2,2019.6,2019.6,2333.7,2948.6,2347.9,2482.8,0,12
12.5,2511.1,2216.2,2019.6,2019.6,2333.7,2948.6,2347.9,2482.8,0,12
13,2511.1,2278.4,2073.7,2073.7,2399.9,2998.3,2408.1,2536,0,12
13.5,2579.3,2278.4,2073.7,2073.7,2399.9,2998.3,2408.1,2536,0,12
14,2579.3,2336.1,2142.8,2142.8,2399.9,3051.7,2465.7,2593.3,0,12
14.5,2636.5,2336.1,2142.8,2142.8,2399.9,3051.7,2465.7,2593.3,0,12
15,2636.5,2392.9,2190.5,2190.5,2527.2,3102.6,2522.9,2649,0,12
15.5,2694.3,2392.9,2190.5,2190.5,2527.2,3102.6,2522.9,2649,0,12
16,2694.3,2451,2246.9,2246.9,2583.4,3233.2,2584.9,2629.8,0,12
16.5,2641.6,2451,2246.9,2246.9,2644.8,3233.2,2584.9,2629.8,0,12
17,2641.6,2182.7,2304,2304,2644.8,3233.2,2584.9,2629.8,0,12
17.5,2641.6,2182.7,2304,2304,2700.5,3233.2,2584.9,2629.8,0,12
18,2641.6,2182.7,2359.5,2359.5,2700.5,3233.2,2584.9,2629.8,0,12
18.5,2641.6,2182.7,2359.5,2359.5,2569.3,-1218.5,-16971,-3005.7,0,12
19,-25659.7,2182.7,2414.3,2414.3,2569.3,-1218.5,-16971,-3005.7,0,12
19.5,-25659.7,-16438.8,2414.3,2414.3,2569.3,-1297.9,-16507.5,-3403.8,0,12
20,-23082.8,-16438.8,2469.1,2469.1,2569.3,-1297.9,-16507.5,-3403.8,0,12
20.5,-23082.8,-16078.2,2469.1,2469.1,2569.3,-1297.9,-15771.3,-3758.3,0,12
21,-23082.8,-16078.2,2250.6,2250.6,-24518.1,-1361.2,-15771.3,-3758.3,0,12
21.5,-20771,-15483.7,2250.6,2250.6,-24518.1,-1361.2,-14928.7,-4163.3,0,12
22,-20771,-15483.7,2250.6,2250.6,-24518.1,-1493.8,-14928.7,-4163.3,0,12
22.5,-18748.3,-14739.3,2250.6,2250.6,-22462.9,-1493.8,-14057.9,-4163.3,0,12
23,-18748.3,-14739.3,-20146.4,-20146.4,-22462.9,-1724,-14057.9,-4364.5,0,12
23.5,-16996.1,-13929.1,-20146.4,-20146.4,-20456.2,-1724,-13221.4,-4364.5,0,12
24,-16996.1,-13929.1,-20146.4,-20146.4,-20456.2,-1681.8,-13221.4,-4468.1,0,12
24.5,-15497.9,-13123.6,-19061.2,-19061.2,-18638,-1681.8,-12398.4,-4205.3,0,12
25,-15497.9,-13123.6,-19061.2,-19061.2,-18638,-1617.6,-12398.4,-4205.3,0,12
25.5,-14193.2,-12434.6,-17834.3,-17834.3,-17014.4,-1617.6,-11826,-4159.7,0,12
26,-14193.2,-12434.6,-17834.3,-17834.3,-17014.4,-1533.3,-11826,-4159.7,0,12
26.5,-13215.8,-11844.5,-16560.8,-16560.8,-15575.1,-1533.3,-11347.2,-4140.4,0,12
27,-13215.8,-11844.5,-16560.8,-16560.8,-15575.1,-1405.6,-11347.2,-4140.4,0,12
27.5,-12532.2,-11401.6,-15347.6,-15347.6,-14327.3,-1312,-11089.1,-3637.2,0,12
28,-12041.7,-11401.6,-15347.6,-15347.6,-14327.3,-1312,-11089.1,-3637.2,0,12
28.5,-12041.7,-11109,-14241.4,-14241.4,-13361,-1245.4,-10671.4,-2443.6,0,12
29,-11465.5,-11109,-14241.4,-14241.4,-13361,-1245.4,-10671.4,-2443.6,0,12
29.5,-11465.5,-10689.1,-13290,-13290,-12701.2,-1198.5,-10453.9,-1143.2,0,12
30,-11196.7,-10689.1,-13290,-13290,-12701.2,-1198.5,-10453.9,-1143.2,0,12
30.5,-11196.7,-10471.7,-12499.7,-12499.7,-12123,-1151.2,-10227.9,-538.4,0,12
31,-10836.2,-10471.7,-12499.7,-12499.7,-12123,-1151.2,-10227.9,-538.4,0,12
31.5,-10836.2,-10269.5,-11878.2,-11878.2,-11641.9,-1105.3,-9800.4,-329.9,0,12
32,-10318,-10269.5,-11878.2,-11878.2,-11641.9,-1105.3,-9800.4,-329.9,0,12
32.5,-10318,-9873.2,-11515,-11515,-11263.5,-1059.6,-9322.5,-256.6,0,12
33,-9795.7,-9873.2,-11515,-11515,-11263.5,-1059.6,-9322.5,-256.6,0,12
33.5,-9795.7,-9398.1,-11044.3,-11044.3,-10994,-1030.2,-8873.2,-203.6,0,12
34,-9280.7,-9398.1,-11044.3,-11044.3,-10544,-1030.2,-8873.2,-203.6,0,12
34.5,-9280.7,-8951.3,-10816.5,-10816.5,-10544,-969.7,-8406.6,-126.2,0,12
35,-8783.3,-8951.3,-10816.5,-10816.5,-10023.8,-969.7,-7990.6,-126.2,0,12
