Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,2723.5,2429.6,2315.1,2315.1,2671.5,2859.3,2658.1,2574.1,2,6
0.5,2723.5,2429.6,2315.1,2315.1,2671.5,2925.1,2658.1,2574.1,2,6
1,2727.4,2486.7,2370.9,2370.9,2734.6,2925.1,-31387.1,2574.1,2,6
1.5,2727.4,2486.7,2370.9,2370.9,2734.6,2791.5,-31387.1,-5036.5,2,6
2,2727.4,2364.5,2429.4,2429.4,2590.4,2791.5,-26920.6,-5036.5,2,6
2.5,2727.4,2364.5,2429.4,2429.4,2590.4,2791.5,-26920.6,-5036.5,2,6
3,2727.4,2364.5,2478.3,2478.3,2590.4,2791.5,-26920.6,-5688.1,2,6
3.5,-31987.9,2364.5,2478.3,2478.3,2590.4,2791.5,-23530.8,-5688.1,2,6
4,-31987.9,2364.5,2511.6,2511.6,2590.4,-5623.1,-23530.8,-6182.9,2,6
4.5,-27257.3,-31638.4,2511.6,2511.6,-32482.5,-5623.1,-20724.6,-6182.9,2,6
5,-27257.3,-31638.4,2511.6,2511.6,-32482.5,-6296,-20724.6,-6624.5,2,6
5.5,-23607.4,-31638.4,2511.6,2511.6,-27879.1,-6296,-18506.1,-6624.5,2,6
6,-23607.4,-27091.2,2511.6,2511.6,-27879.1,-6296,-18506.1,-6979.6,2,6
6.5,-20767.7,-27091.2,-30564.4,-30564.4,-27879.1,-6834.9,-16684.5,-6979.6,2,6
7,-20767.7,-23611.2,-30564.4,-30564.4,-24236.9,-6834.9,-16684.5,-7261.1,2,6
7.5,-18485.6,-23611.2,-26181.1,-26181.1,-24236.9,-7231.5,-15119.4,-7261.1,2,6
8,-18485.6,-20860.4,-26181.1,-26181.1,-21310.2,-7231.5,-15119.4,-7423.4,2,6
8.5,-16612.5,-20860.4,-26181.1,-26181.1,-21310.2,-7558.3,-13885.2,-7423.4,2,6
9,-16612.5,-18648.9,-22899.9,-22899.9,-18951.4,-7558.3,-13081.5,-7566.9,2,6
9.5,-15055.3,-18648.9,-22899.9,-22899.9,-18951.4,-7799.2,-13081.5,-7566.9,2,6
10,-15055.3,-16826.2,-20203.9,-20203.9,-17050.3,-7799.2,-12458.2,-7566.5,2,6
10.5,-13876.1,-16826.2,-20203.9,-20203.9,-17050.3,-7989.4,-12458.2,-7566.5,2,6
11,-13876.1,-15321.9,-18080.3,-18080.3,-15472.7,-7989.4,-11847.3,-7577.9,2,6
11.5,-13038.2,-15321.9,-18080.3,-18080.3,-15472.7,-8102.2,-11847.3,-7577.9,2,6
12,-13038.2,-14031.6,-16366,-16366,-14188,-8102.2,-11547.3,-7709.7,2,6
12.5,-12450.6,-14031.6,-16366,-16366,-14188,-8112.2,-11547.3,-7709.7,2,6
13,-12450.6,-13206.1,-14876,-14876,-13278.6,-8032.6,-11169.9,-7839.2,2,6
13.5,-11791.6,-13206.1,-14876,-14876,-12599.9,-8032.6,-11169.9,-7611.4,2,6
14,-11791.6,-12527.2,-13726.9,-13726.9,-12599.9,-8098.4,-10653.6,-7611.4,2,6
14.5,-11547.7,-11995.8,-12806.5,-12806.5,-12111.5,-8098.4,-10653.6,-7351.9,2,6
15,-11547.7,-11995.8,-12806.5,-12806.5,-12111.5,-8182.8,-10123.3,-7351.9,2,6
15.5,-11132.7,-11615.4,-12293.7,-12293.7,-11676.8,-8182.8,-10123.3,-7106.6,2,6
16,-11132.7,-11615.4,-12293.7,-12293.7,-11676.8,-7960.6,-9561,-7106.6,2,6
16.5,-10597.4,-11281.2,-11689.6,-11689.6,-11356.5,-7960.6,-9561,-6866.1,2,6
17,-10597.4,-11281.2,-11689.6,-11689.6,-11356.5,-7677.6,-9090,-6866.1,2,6
17.5,-10061.3,-10771.6,-11435.7,-11435.7,-10845.7,-7677.6,-9090,-6593,2,6
18,-10061.3,-10771.6,-11435.7,-11435.7,-10845.7,-7391,-8605.4,-6593,2,6
18.5,-9510.5,-10254.4,-11037.8,-11037.8,-10319.7,-7391,-8605.4,-6337.5,2,6
19,-9510.5,-10254.4,-11037.8,-11037.8,-10319.7,-7129.9,-8149.9,-6337.5,2,6
19.5,-9020.2,-9745.7,-10494.2,-10494.2,-9806,-7129.9,-8149.9,-6094.8,2,6
20,-9020.2,-9745.7,-10494.2,-10494.2,-9806,-6827,-7711.4,-6094.8,2,6
20.5,-8529.8,-9221,-9962.3,-9962.3,-9276.1,-6827,-7711.4,-5845.5,2,6
21,-8529.8,-9221,-9962.3,-9962.3,-9276.1,-6546.2,-7319.8,-5845.5,2,6
21.5,-8075.9,-8739.3,-9425,-9425,-8782.6,-6546.2,-7319.8,-5594.8,2,6
22,-7636.9,-8739.3,-9425,-9425,-8782.6,-6280.4,-6923.3,-5594.8,2,6
22.5,-7636.9,-8286.9,-8938.5,-8938.5,-8321.4,-6280.4,-6568.9,-5370.1,2,6
23,-7266.4,-8286.9,-8938.5,-8938.5,-8321.4,-6001.5,-6568.9,-5370.1,2,6
23.5,-7266.4,-7850.9,-8453,-8453,-7880,-6001.5,-6217.3,-5149.4,2,6
24,-6841.8,-7850.9,-8453,-8453,-7880,-5764.4,-6217.3,-5149.4,2,6
24.5,-6841.8,-7454,-8004.1,-8004.1,-7496.2,-5764.4,-5900.7,-4925,2,6
25,-6489.9,-7454,-8004.1,-8004.1,-7496.2,-5498.2,-5900.7,-4925,2,6
25.5,-6489.9,-7051.5,-7581.8,-7581.8,-7067.5,-5498.2,-5583.1,-4708.4,2,6
26,-6138.1,-7051.5,-7581.8,-7581.8,-7067.5,-5261.2,-5583.1,-4708.4,2,6
26.5,-6138.1,-6692.1,-7161.5,-7161.5,-6700.7,-5017.5,-5293.6,-4506.5,2,6
27,-5813.1,-6692.1,-6800,-6800,-6353.7,-5017.5,-5293.6,-4506.5,2,6
27.5,-5813.1,-6339.3,-6800,-6800,-6353.7,-4790.3,-5007.2,-4290.3,2,6
28,-5505.4,-6014.9,-6446.4,-6446.4,-6013.4,-4790.3,-5007.2,-4086.2,2,6
28.5,-5505.4,-6014.9,-6446.4,-6446.4,-6013.4,-4567.3,-4745.7,-4086.2,2,6
29,-5209.8,-5723.2,-6106.7,-6106.7,-5674.5,-4567.3,-4745.7,-3857.8,2,6
29.5,-5209.8,-5723.2,-6106.7,-6106.7,-5674.5,-4345.4,-4489.1,-3857.8,2,6
30,-4920.1,-5407.6,-5784,-5784,-5392.2,-4345.4,-4489.1,-3530.3,2,6
30.5,-4920.1,-5407.6,-5784,-5784,-5392.2,-4143.4,-4253.1,-3530.3,2,6
31,-4662.8,-5129,-5490.8,-5490.8,-5115.2,-4143.4,-4253.1,-3202,2,6
31.5,-4662.8,-5129,-5490.8,-5490.8,-5115.2,-3928.6,-4016.9,-3202,2,6
32,-4406.8,-4855.5,-5195.8,-5195.8,-4831.4,-3928.6,-4016.9,-2916.7,2,6
32.5,-4406.8,-4855.5,-5195.8,-5195.8,-4831.4,-3730.3,-3795.8,-2916.7,2,6
33,-4167.3,-4598,-4917.1,-4917.1,-4570.7,-3730.3,-3795.8,-2619.4,2,6
33.5,-4167.3,-4598,-4917.1,-4917.1,-4570.7,-3538.7,-3583.7,-2619.4,2,6
34,-3933.6,-4357.6,-4661.1,-4661.1,-4324.5,-3538.7,-3583.7,-2311.5,2,6
34.5,-3933.6,-4357.6,-4661.1,-4661.1,-4324.5,-3347.9,-3378.1,-2311.5,2,6
35,-3707.8,-4124.9,-4410.4,-4410.4,-4091.4,-3347.9,-3378.1,-1992.3,2,6
35.5,-3498.2,-4124.9,-4410.4,-4410.4,-4091.4,-3175.9,-3151.5,-1992.3,2,6
36,-3498.2,-3904.1,-4171,-4171,-3860.8,-3175.9,-3151.5,-1599.7,2,6
36.5,-3289.8,-3904.1,-4171,-4171,-3860.8,-2996.8,-2995.1,-1599.7,2,6
37,-3289.8,-3685.6,-3944.4,-3944.4,-3640.3,-2996.8,-2995.1,-1311.6,2,6
37.5,-3081.8,-3685.6,-3944.4,-3944.4,-3640.3,-2830.9,-2812,-1311.6,2,6
38,-3081.8,-3480.5,-3731.7,-3731.7,-3433.5,-2830.9,-2635.6,-944.9,2,6
38.5,-2903.9,-3480.5,-3731.7,-3731.7,-3433.5,-2677.9,-2635.6,-944.9,2,6
39,-2903.9,-3259.9,-3518.1,-3518.1,-3264.8,-2677.9,-2461.7,-568.6,2,6
39.5,-2719.6,-3259.9,-3518.1,-3518.1,-3264.8,-2492.4,-2461.7,-568.6,2,6
40,-2719.6,-3094,-3318.5,-3318.5,-3038.4,-2323.5,-2306.3,-38.4,2,6
40.5,-2544.1,-3094,-3318.5,-3318.5,-3038.4,-2323.5,-2306.3,-38.4,2,6
41,-2544.1,-2910.9,-3084.4,-3084.4,-2846.4,-2161.5,-2147.5,1017.9,2,6
41.5,-2376.3,-2736.9,-2940.8,-2940.8,-2667,-2161.5,-2147.5,1723.7,2,6
42,-2376.3,-2736.9,-2940.8,-2940.8,-2667,-1992.6,-1997,1723.7,2,6
42.5,-2216.2,-2564.1,-2762.1,-2762.1,-2491.5,-1992.6,-1997,1897.7,2,6
43,-2216.2,-2564.1,-2762.1,-2762.1,-2491.5,-1836.2,-1862,1897.7,2,6
43.5,-2052.8,-2405.3,-2591.7,-2591.7,-2319,-1836.2,-1862,1886.2,2,6
44,-2052.8,-2405.3,-2591.7,-2591.7,-2319,-1665,-1705.4,1886.2,2,6
44.5,-1904.1,-2240.1,-2426,-2426,-2161,-1665,-1705.4,1820.2,2,6
45,-1904.1,-2240.1,-2426,-2426,-2161,-1496.9,-1546.6,1820.2,2,6
45.5,-1752.5,-2087.2,-2260.4,-2260.4,-2003.8,-1496.9,-1546.6,1876,2,6
46,-1752.5,-2087.2,-2260.4,-2260.4,-2003.8,-1331.1,-1432.5,1876,2,6
46.5,-1608.1,-1941.9,-2111,-2111,-1858.5,-1331.1,-1432.5,1823.7,2,6
47,-1608.1,-1941.9,-2111,-2111,-1858.5,-1166.9,-1298.7,1823.7,2,6
47.5,-1381,-1794.4,-1963.1,-1963.1,-1703.4,-1166.9,-1298.7,1903.4,2,6
48,-1341.3,-1794.4,-1963.1,-1963.1,-1703.4,-904.7,-1177.3,1903.4,2,6
48.5,-1341.3,-1703.5,-1828.9,-1828.9,-1512,-904.7,-1177.3,1977.3,2,6
49,-1212.7,-1703.5,-1828.9,-1828.9,-1512,-823.6,-1056.4,1977.3,2,6
49.5,-1212.7,-1523.1,-1680.5,-1680.5,-1420.8,-823.6,-1056.4,2044.6,2,6
50,-1080.3,-1523.1,-1680.5,-1680.5,-1420.8,-548.4,-931.2,2044.6,2,6
50.5,-1080.3,-1392.7,-1456,-1456,-1283.2,-548.4,-931.2,2065.2,2,6
51,-956.4,-1392.7,-1456,-1456,-1283.2,-26.7,-819.1,2065.2,2,6
51.5,-956.4,-1266.3,-1409,-1409,-1155,-26.7,-707.1,2085.3,2,6
52,-842,-1266.3,-1409,-1409,-1155,477.9,-707.1,2085.3,2,6
52.5,-842,-1141,-1285.9,-1285.9,-1029.7,477.9,-596.8,2114.2,2,6
53,-713,-1141,-1285.9,-1285.9,-1029.7,709.1,-596.8,2114.2,2,6
53.5,-713,-1019.2,-1162,-1162,-899.4,810.1,-490.1,2144.2,2,6
54,-604.4,-1019.2,-1162,-1162,-899.4,810.1,-490.1,2144.2,2,6
54.5,-604.4,-907.2,-1042.3,-1042.3,-780.2,906.6,-403.1,2160.3,2,6
55,-491.8,-907.2,-926.5,-926.5,-668.4,906.6,-403.1,2160.3,2,6
55.5,-491.8,-789.6,-926.5,-926.5,-668.4,1063.2,-284.4,2172.9,2,6
56,-386.6,-685.7,-806.5,-806.5,-548.6,1063.2,-284.4,2213.6,2,6
56.5,-386.6,-685.7,-806.5,-806.5,-548.6,1255.8,-182.8,2213.6,2,6
57,-266.9,-575.6,-698.4,-698.4,-442.4,1255.8,-182.8,2238.2,2,6
57.5,-266.9,-575.6,-698.4,-698.4,-442.4,1404.9,-86.8,2238.2,2,6
58,-176.2,-481.7,-589.2,-589.2,-313.3,1404.9,-86.8,2260.8,2,6
58.5,-176.2,-481.7,-589.2,-589.2,-313.3,1528.6,14.5,2260.8,2,6
59,-72.4,-367.8,-487.3,-487.3,-227.6,1528.6,14.5,2286.8,2,6
59.5,-72.4,-367.8,-487.3,-487.3,-227.6,1615.5,113.3,2286.8,2,6
60,25.4,-264.5,-346.8,-346.8,-119.6,1615.5,113.3,2311.2,2,6
60.5,25.4,-264.5,-346.8,-346.8,-119.6,1689.5,196.5,2311.2,2,6
61,126.3,-165.6,-287.7,-287.7,-19.8,1689.5,196.5,2343.3,2,6
61.5,126.3,-165.6,-287.7,-287.7,-19.8,1777,286.4,2343.3,2,6
62,216.1,-80.5,-188.4,-188.4,68,1777,286.4,2369.6,2,6
62.5,310.7,-80.5,-188.4,-188.4,68,1855.4,372.9,2369.6,2,6
63,310.7,21.7,-94,-94,177.5,1855.4,372.9,2399.4,2,6
63.5,402.9,21.7,-94,-94,177.5,1913.9,459.8,2399.4,2,6
64,402.9,114.5,12.1,12.1,269.4,1913.9,557.2,2432.4,2,6
64.5,488.2,114.5,12.1,12.1,269.4,1973.9,557.2,2432.4,2,6
65,488.2,208.5,96.5,96.5,365.4,1973.9,634.4,2466.1,2,6
65.5,580.3,208.5,96.5,96.5,365.4,2034.7,634.4,2466.1,2,6
66,580.3,294.9,185.3,185.3,464.7,2034.7,713.4,2494.2,2,6
66.5,679.9,294.9,185.3,185.3,464.7,2097,713.4,2494.2,2,6
67,679.9,386.8,274.1,274.1,548.7,2156.4,798.1,2532.3,2,6
67.5,754.8,386.8,354.4,354.4,548.7,2156.4,798.1,2532.3,2,6
68,754.8,458.8,354.4,354.4,642.7,2201.6,877.5,2559.6,2,6
68.5,842.8,458.8,455.6,455.6,728,2201.6,877.5,2594.9,2,6
69,842.8,551.3,455.6,455.6,728,2251.1,953.8,2594.9,2,6
69.5,921.2,551.3,528.1,528.1,816.4,2251.1,953.8,2636.6,2,6
70,921.2,637.1,528.1,528.1,816.4,2300.5,1028.5,2636.6,2,6
70.5,1000.5,722.2,609.9,609.9,892.6,2300.5,1028.5,2661.2,2,6
71,1000.5,722.2,609.9,609.9,892.6,2344.3,1028.5,2661.2,2,6
71.5,1141.2,797.9,684,684,979.5,2344.3,1028.5,2681.6,2,6
72,1141.2,797.9,684,684,979.5,2415,1181.2,2681.6,2,6
72.5,1164.8,890.1,769.4,769.4,1105.5,2415,1181.2,2726.9,2,6
73,1164.8,890.1,769.4,769.4,1105.5,2440.9,1256.1,2726.9,2,6
73.5,1231.1,949.2,847.1,847.1,1141.9,2440.9,1256.1,2759.8,2,6
74,1231.1,949.2,847.1,847.1,1141.9,2480,1333.9,2759.8,2,6
74.5,1316.3,1032.7,942.8,942.8,1221.1,2480,1333.9,2777.3,2,6
75,1316.3,1032.7,942.8,942.8,1221.1,2532,1398.3,2777.3,2,6
75.5,1393.2,1107.6,1000.8,1000.8,1299.4,2532,1398.3,2827.2,2,6
76,1468.5,1107.6,1000.8,1000.8,1299.4,2577.7,1471.6,2827.2,2,6
76.5,1468.5,1178.2,1086.6,1086.6,1376.7,2577.7,1471.6,2865.3,2,6
77,1539.8,1178.2,1086.6,1086.6,1376.7,2626.7,1538.2,2865.3,2,6
77.5,1539.8,1267.4,1147.2,1147.2,1414.8,2626.7,1608.1,2900.6,2,6
78,1611.3,1267.4,1147.2,1147.2,1414.8,2667.2,1608.1,2900.6,2,6
