Time_aligned_s,Chan.1 - Raw (mV),Chan.2 - Raw (mV),Chan.3 - Raw (mV),Chan.4 - Raw (mV),Chan.5 - Raw (mV),Chan.6 - Raw (mV),Chan.7 - Raw (mV),Chan.8 - Raw (mV),Stress_Type,Period
0,136,-50.5,-279.4,-279.4,-14.8,270.1,197.2,316,2,12
0.5,136,-50.5,-279.4,-279.4,87.6,270.1,197.2,405.4,2,12
1,228.7,36.1,-179.4,-179.4,87.6,378.3,289.9,489.5,2,12
1.5,228.7,36.1,-179.4,-179.4,177.4,378.3,289.9,489.5,2,12
2,321.4,126.6,-86.5,-86.5,177.4,467,375.3,578,2,12
2.5,412.4,126.6,-86.5,-86.5,275.4,467,375.3,578,2,12
3,412.4,219.3,8.7,8.7,275.4,561.1,468.6,664.7,2,12
3.5,502.6,219.3,8.7,8.7,371.1,561.1,468.6,664.7,2,12
4,502.6,303.5,104.1,104.1,371.1,645.9,549,741.1,2,12
4.5,596.2,303.5,104.1,104.1,470.3,645.9,633.1,741.1,2,12
5,596.2,393.7,188.6,188.6,470.3,731.7,633.1,829.9,2,12
5.5,683.9,393.7,188.6,188.6,554.9,829,720.8,829.9,2,12
6,683.9,471.2,279.5,279.5,554.9,829,720.8,908.9,2,12
6.5,765.9,471.2,279.5,279.5,654.5,910.5,797.5,908.9,2,12
7,765.9,569.3,361.2,361.2,654.5,910.5,797.5,980.4,2,12
7.5,850.5,569.3,361.2,361.2,731.7,985.1,877.5,980.4,2,12
8,850.5,651,446.8,446.8,731.7,985.1,877.5,1078.1,2,12
8.5,934.4,651,446.8,446.8,810.4,1072.8,1004.2,1078.1,2,12
9,934.4,737,532.1,532.1,810.4,1072.8,1004.2,1135.7,2,12
9.5,1013.6,737,617.9,617.9,903.6,1161.5,1033.7,1135.7,2,12
10,1013.6,808.5,617.9,617.9,903.6,1161.5,1033.7,1199,2,12
10.5,1131,886.9,694.5,694.5,982.9,1244.1,1102.1,1199,2,12
11,1131,886.9,694.5,694.5,1036.3,1244.1,1102.1,1283.7,2,12
11.5,1165.9,964.4,774.7,774.7,1036.3,1320.9,1186.9,1283.7,2,12
12,1165.9,964.4,774.7,774.7,1147.5,1320.9,1186.9,1354.5,2,12
12.5,1244.5,1047.3,853.4,853.4,1147.5,1404.4,1259.9,1354.5,2,12
13,1244.5,1047.3,853.4,853.4,1227.8,1404.4,1259.9,1418.4,2,12
13.5,1325.7,1117.1,938.5,938.5,1227.8,1480.3,1335.8,1418.4,2,12
14,1325.7,1117.1,938.5,938.5,1305.4,1480.3,1335.8,1498.5,2,12
14.5,1400.3,1192.3,1010.1,1010.1,1305.4,1557.4,1404,1575.4,2,12
15,1400.3,1192.3,1010.1,1010.1,1381.9,1557.4,1404,1575.4,2,12
15.5,1491.9,1281.2,1088.3,1088.3,1381.9,1642.1,1471.3,1642.8,2,12
16,1550.7,1281.2,1088.3,1088.3,1419.3,1642.1,1471.3,1642.8,2,12
16.5,1550.7,1334.7,1152.3,1152.3,1419.3,1708.8,1547,1711,2,12
17,1620.8,1334.7,1152.3,1152.3,1534.2,1708.8,1611.3,1711,2,12
17.5,1620.8,1408.1,1225.6,1225.6,1534.2,1779.5,1611.3,1780.6,2,12
18,1698.8,1408.1,1225.6,1225.6,1605.3,1779.5,1676.7,1780.6,2,12
18.5,1698.8,1480.2,1322.9,1322.9,1605.3,1859.1,1676.7,1845.7,2,12
19,1768.9,1480.2,1322.9,1322.9,1679.3,1929.2,1745.1,1845.7,2,12
19.5,1768.9,1545.2,1368.6,1368.6,1679.3,1929.2,1745.1,1911.4,2,12
20,1840.6,1545.2,1368.6,1368.6,1750.4,2001.1,1803.4,1911.4,2,12
20.5,1840.6,1619.1,1438.1,1438.1,1750.4,2001.1,1803.4,1984.2,2,12
21,1907,1619.1,1438.1,1438.1,1826.7,2073.7,1885.8,1984.2,2,12
21.5,1907,1684.4,1504.6,1504.6,1826.7,2073.7,1885.8,2045.9,2,12
22,1983.4,1684.4,1504.6,1504.6,1891.3,2130.5,1943.1,2045.9,2,12
22.5,1983.4,1758,1573.6,1573.6,1891.3,2130.5,1943.1,2116.9,2,12
23,2045.2,1758,1640.4,1640.4,1960.3,2205.8,2017,2116.9,2,12
23.5,2045.2,1806.6,1640.4,1640.4,1960.3,2205.8,2017,2170.6,2,12
24,2107,1882.7,1707.3,1707.3,2033.9,2282.8,2060.3,2170.6,2,12
24.5,2107,1882.7,1707.3,1707.3,2100.7,2282.8,2060.3,2240.2,2,12
25,2174,1947.1,1771.1,1771.1,2100.7,2351,2131.1,2240.2,2,12
25.5,2174,1947.1,1771.1,1771.1,2159.2,2351,2131.1,2304.2,2,12
26,2231.3,2011,1830.5,1830.5,2159.2,2420.1,2194.9,2304.2,2,12
26.5,2231.3,2011,1830.5,1830.5,2225,2420.1,2194.9,2363.4,2,12
27,2306.7,2073.7,1900.6,1900.6,2225,2481.3,2253.2,2363.4,2,12
27.5,2306.7,2073.7,1900.6,1900.6,2295.4,2481.3,2253.2,2428.9,2,12
28,2365.2,2124.6,1955.9,1955.9,2295.4,2541.9,2309.1,2486.8,2,12
28.5,2431.9,2124.6,1955.9,1955.9,2363.5,2541.9,2309.1,2486.8,2,12
29,2431.9,2194.8,2029.9,2029.9,2363.5,2613.3,2376.6,2544.1,2,12
29.5,2492.7,2194.8,2029.9,2029.9,2428.8,2613.3,2376.6,2544.1,2,12
30,2492.7,2253.4,2083.9,2083.9,2428.8,2679.1,2432.1,2604.4,2,12
30.5,2550.3,2253.4,2083.9,2083.9,2492.8,2679.1,2432.1,2604.4,2,12
31,2550.3,2318.8,2144.5,2144.5,2492.8,2746.8,2487.9,2663.9,2,12
31.5,2615.4,2318.8,2144.5,2144.5,2554,2746.8,2547,2663.9,2,12
32,2615.4,2373.1,2201.1,2201.1,2554,2802.2,2547,2403.5,2,12
32.5,2675.9,2373.1,2201.1,2201.1,2612.3,2862.3,2722,2403.5,2,12
33,2675.9,2432.2,2262.1,2262.1,2612.3,2862.3,2722,2403.5,2,12
33.5,2733.6,2432.2,2262.1,2262.1,2677.3,2928.3,2722,2403.5,2,12
34,2733.6,2483.3,2320.1,2320.1,2677.3,2928.3,2722,2403.5,2,12
34.5,2793.9,2483.3,2320.1,2320.1,2732.5,2996.3,2722,-5857.5,2,12
35,2793.9,2196.1,2375.5,2375.5,2732.5,2996.3,-31479.8,-5857.5,2,12
35.5,2793.9,2196.1,2375.5,2375.5,2924.9,2996.3,-31479.8,-6551,2,12
36,2793.9,2196.1,2433.5,2433.5,2924.9,2996.3,-31479.8,-6551,2,12
36.5,2793.9,2196.1,2487.2,2487.2,2924.9,2996.3,-27085,-6551,2,12
37,-31989.8,2196.1,2487.2,2487.2,2924.9,-6767,-27085,-6632.8,2,12
37.5,-31989.8,-31764.4,2407.2,2407.2,2924.9,-6767,-23623.2,-6632.8,2,12
38,-27155.5,-31764.4,2407.2,2407.2,-32419.7,-6767,-23623.2,-6224.9,2,12
38.5,-27155.5,-27133.3,2407.2,2407.2,-32419.7,-7413.1,-20762.5,-6224.9,2,12
39,-23598.1,-27133.3,2407.2,2407.2,-27716.6,-7413.1,-20762.5,-5739.9,2,12
39.5,-23598.1,-23665.9,2407.2,2407.2,-27716.6,-7950.4,-18529.7,-5739.9,2,12
40,-23598.1,-23665.9,-30177,-30177,-24088.2,-7950.4,-18529.7,-5331.8,2,12
40.5,-20717.4,-20862.3,-30177,-30177,-24088.2,-8266.6,-16720.1,-5331.8,2,12
