      Energy(eV)          TDOS
      3.37990000       0.00000000
      3.42990000       0.00020000
      3.47990000       0.04500000
      3.52990000       1.97480000
      3.57990000      14.40910000
      3.62990000      19.20100000
      3.67990000      12.29890000
      3.72990000      35.15900000
      3.77990000      31.22500000
      3.82990000       5.50860000
      3.87990000       0.17750000
      3.92990000       0.00320000
      3.97990000       0.36090000
      4.02990000       9.42630000
      4.07990000      49.52230000
      4.12990000      69.32340000
      4.17990000      28.61350000
      4.22990000       6.67800000
      4.27990000      42.90660000
      4.32990000      95.65080000
      4.37990000      71.19710000
      4.42990000      47.02390000
      4.47990000      17.58180000
      4.52990000       1.68360000
      4.57990000       0.16280000
      4.62990000       3.74710000
      4.67990000      17.95760000
      4.72990000      15.64390000
      4.77990000       3.00450000
      4.82990000      12.98020000
      4.87990000      63.93670000
      4.92990000     100.84130000
      4.97990000     125.65600000
      5.02990000     105.56860000
      5.07990000      33.93260000
      5.12990000      33.60610000
      5.17990000      35.52400000
      5.22990000       7.21790000
      5.27990000       0.24900000
      5.32990000       0.00130000
      5.37990000       0.00000000
      5.42990000       0.00030000
      5.47990000       0.09190000
      5.52990000       4.27990000
      5.57990000      39.39540000
      5.62990000      78.67600000
      5.67990000      34.71320000
      5.72990000       8.65000000
      5.77990000      19.86700000
      5.82990000      14.08890000
      5.87990000      19.17800000
      5.92990000      57.34130000
      5.97990000      54.93310000
      6.02990000      33.43760000
      6.07990000      56.62370000
      6.12990000      73.91370000
      6.17990000      31.89960000
      6.22990000      39.25500000
      6.27990000      49.38020000
      6.32990000      37.65340000
      6.37990000      42.91010000
      6.42990000      46.69350000
      6.47990000      80.83520000
      6.52990000      84.49490000
      6.57990000      43.07120000
      6.62990000      20.79730000
      6.67990000      20.88540000
      6.72990000       6.89490000
      6.77990000      10.15060000
      6.82990000      52.40560000
      6.87990000      70.70200000
      6.92990000      71.19550000
      6.97990000      85.82270000
      7.02990000     103.22570000
      7.07990000      59.54830000
      7.12990000      22.84940000
      7.17990000       3.99670000
      7.22990000       0.14230000
      7.27990000       0.00080000
      7.32990000       0.00000000
      7.37990000       0.00000000
      7.42990000       0.00000000
      7.47990000       0.00000000
      7.52990000       0.00000000
      7.57990000       0.00000000
      7.62990000       0.00000000
      7.67990000       0.00000000
      7.72990000       0.00000000
      7.77990000       0.00000000
      7.82990000       0.00000000
      7.87990000       0.00000000
      7.92990000       0.00000000
      7.97990000       0.00000000
      8.02990000       0.00000000
      8.07990000       0.00000000
      8.12990000       0.00000000
      8.17990000       0.00000000
      8.22990000       0.00000000
      8.27990000       0.00000000
      8.32990000       0.00000000
      8.37990000       0.00000000
      8.42990000       0.00000000
      8.47990000       0.00000000
      8.52990000       0.00000000
      8.57990000       0.00000000
      8.62990000       0.00000000
      8.67990000       0.00000000
      8.72990000       0.00000000
      8.77990000       0.00000000
      8.82990000       0.00000000
      8.87990000       0.00000000
      8.92990000       0.00000000
      8.97990000       0.00000000
      9.02990000       0.00000000
      9.07990000       0.00000000
      9.12990000       0.00000000
      9.17990000       0.00000000
      9.22990000       0.00000000
      9.27990000       0.00000000
      9.32990000       0.00000000
      9.37990000       0.00000000
      9.42990000       0.00000000
      9.47990000       0.00000000
      9.52990000       0.00000000
      9.57990000       0.00000000
      9.62990000       0.00000000
      9.67990000       0.00000000
      9.72990000       0.00000000
      9.77990000       0.00000000
      9.82990000       0.00000000
      9.87990000       0.00000000
      9.92990000       0.00000000
      9.97990000       0.00000000
     10.02990000       0.00000000
     10.07990000       0.00000000
     10.12990000       0.00000000
     10.17990000       0.00000000
     10.22990000       0.00000000
     10.27990000       0.00000000
     10.32990000       0.00000000
     10.37990000       0.00000000
     10.42990000       0.00000000
     10.47990000       0.00000000
     10.52990000       0.00000000
     10.57990000       0.00000000
     10.62990000       0.00000000
     10.67990000       0.00000000
     10.72990000       0.00000000
     10.77990000       0.00000000
     10.82990000       0.00000000
     10.87990000       0.00000000
     10.92990000       0.00000000
     10.97990000       0.00000000
     11.02990000       0.00000000
     11.07990000       0.00000000
     11.12990000       0.00000000
     11.17990000       0.00000000
     11.22990000       0.00000000
     11.27990000       0.00000000
     11.32990000       0.00000000
     11.37990000       0.00000000
     11.42990000       0.00000000
     11.47990000       0.00000000
     11.52990000       0.00000000
     11.57990000       0.00000000
     11.62990000       0.00000000
     11.67990000       0.00000000
     11.72990000       0.00000000
     11.77990000       0.00000000
     11.82990000       0.00000000
     11.87990000       0.00000000
     11.92990000       0.00000000
     11.97990000       0.00000000
     12.02990000       0.00000000
     12.07990000       0.00000000
     12.12990000       0.00000000
     12.17990000       0.00000000
     12.22990000       0.00000000
     12.27990000       0.00000000
     12.32990000       0.00000000
     12.37990000       0.00000000
     12.42990000       0.00000000
     12.47990000       0.00000000
     12.52990000       0.00000000
     12.57990000       0.00000000
     12.62990000       0.00000000
     12.67990000       0.00000000
     12.72990000       0.00000000
     12.77990000       0.00000000
