Time (s),Chan.4 - Raw (mV),Chan.8 - Raw (mV)
63.5,-4167.6,445.2
64,-4167.6,507.4
64.5,-3945.1,507.4
65,-3945.1,555.4
65.5,-3730.3,598.7
66,-3730.3,598.7
66.5,-3533.1,679.6
67,-3533.1,679.6
67.5,-3334.8,751.8
68,-3334.8,751.8
68.5,-3143.5,819.8
69,-3143.5,819.8
69.5,-2948.3,891.2
70,-2948.3,891.2
70.5,-2791.5,953.8
71,-2791.5,953.8
71.5,-2619.4,1028.4
72,-2461.6,1028.4
72.5,-2461.6,1095.6
73,-2296.6,1095.6
73.5,-2296.6,1162
74,-2153.3,1162
74.5,-2153.3,1230.3
75,-1997.1,1291
75.5,-1997.1,1291
76,-1853.7,1358.6
76.5,-1853.7,1358.6
77,-1703.8,1412.6
77.5,-1703.8,1412.6
78,-1581.8,1485.7
78.5,-1581.8,1485.7
79,-1355.4,1544.5
79.5,-1355.4,1544.5
80,-1326.2,1600.4
80.5,-1326.2,1600.4
81,-1326.2,1663.3
81.5,-1326.2,1663.3
82,-1081.2,1724.3
82.5,-962.4,1724.3
83,-962.4,1778.4
83.5,-962.4,1778.4
84,-962.4,1836.5
84.5,-740.1,1836.5
85,-740.1,1938.6
85.5,-635.9,1938.6
86,-635.9,1952.9
86.5,-525.8,2013
87,-525.8,2013
87.5,-429.4,2071.1
88,-429.4,2071.1
88.5,-345.4,2126
89,-345.4,2126
89.5,-230.4,2185.4
90,-230.4,2185.4
90.5,-136.9,2242.7
91,-136.9,2242.7
91.5,-39.2,2313.2
92,-39.2,2313.2
92.5,35.9,2354.6
93,35.9,2354.6
93.5,35.9,2416.7
94,228.2,2416.7
94.5,228.2,2479.3
95,312.9,2479.3
95.5,312.9,2521.6
96,400.9,2521.6
96.5,400.9,2584
97,400.9,2644.8
97.5,400.9,2644.8
98,400.9,2701.1
98.5,400.9,2701.1
99,644,2756.3
99.5,644,2756.3
100,719.4,2816.1
100.5,719.4,2816.1
101,800.1,2867.5
101.5,800.1,2867.5
102,876.8,2922.6
102.5,876.8,2922.6
103,983.4,2976.8
103.5,1026.2,2976.8
104,1026.2,2983.6
104.5,1093.1,2983.6
105,1093.1,2983.6
105.5,1170.4,2983.6
106,1170.4,2983.6
106.5,1242.1,-1636.2
107,1242.1,-1636.2
107.5,1297.6,-1784.6
108,1297.6,-1784.6
108.5,1378.7,-1984.7
109,1378.7,-1984.7
109.5,1443.5,-2072.9
110,1443.5,-2072.9
110.5,1515.2,-2225.5
111,1515.2,-2225.5
111.5,1577.3,-2519.7
112,1577.3,-2519.7
112.5,1643.3,-2577.4
113,1643.3,-2577.4
113.5,1708.5,-2484.8
114,1708.5,-2484.8
114.5,1708.5,-2343.2
115,1840,-2343.2
115.5,1840,-2239.3
116,1896.4,-2239.3
116.5,1896.4,-2177.7
117,1954.8,-2104.8
117.5,2020.1,-2104.8
118,2020.1,-2058.8
118.5,2079.4,-2058.8
119,2079.4,-1998.4
119.5,2139.4,-1998.4
120,2139.4,-1948.9
120.5,2192.2,-1948.9
121,2192.2,-1904.4
121.5,2253.6,-1904.4
122,2253.6,-1840.3
122.5,2309.3,-1840.3
123,2309.3,-1790.6
123.5,2365,-1735.8
124,2365,-1735.8
124.5,2421.1,-1667.2
125,2421.1,-1667.2
125.5,2480.5,-1645
126,2480.5,-1645
126.5,2163.5,-1561.9
127,2163.5,-1561.9
127.5,2163.5,-1505.1
128,2163.5,-1505.1
128.5,-15516.2,-1444.1
129,-15516.2,-1444.1
129.5,-15516.2,-1386.8
130,-15382.8,-1386.8
130.5,-15382.8,-1334
131,-14933.3,-1334
131.5,-14933.3,-1266.6
132,-14277.6,-1266.6
132.5,-14277.6,-1266.6
133,-13536.8,-1266.6
133.5,-13536.8,-1131.4
134,-12806.7,-1068.8
134.5,-12806.7,-1068.8
135,-12180.7,-1006.8
135.5,-12180.7,-1006.8
136,-11661.5,-937.1
136.5,-11661.5,-937.1
137,-11204.4,-876.9
137.5,-11204.4,-876.9
138,-10899.7,-808.9
138.5,-10899.7,-808.9
139,-10547.6,-742.4
139.5,-10367.3,-742.4
140,-10367.3,-646.1
140.5,-10099.5,-646.1
141,-10099.5,-606.6
141.5,-9611.1,-606.6
142,-9611.1,-536.6
142.5,-9140.2,-536.6
143,-9140.2,-468.2
143.5,-8651.6,-468.2
144,-8651.6,-397.3
144.5,-8240.9,-326.1
145,-8240.9,-326.1
145.5,-7832.5,-270.8
146,-7832.5,-270.8
146.5,-7438.7,-216.3
147,-7438.7,-216.3
147.5,-7053.4,-171.6
148,-7053.4,-171.6
148.5,-6691.3,-105.4
149,-6691.3,-105.4
149.5,-6363.3,-171.8
150,-6050.8,-171.8
150.5,-6050.8,16
151,-5742.6,16
151.5,-5742.6,77.9
152,-5450.5,77.9
152.5,-5450.5,145.1
153,-5173.3,145.1
153.5,-5173.3,215.5
154,-4903.5,215.5
154.5,-4903.5,286.4
155,-4652.9,345.3
155.5,-4652.9,345.3
156,-4407.8,419.2
156.5,-4407.8,419.2
157,-4170.9,483.8
157.5,-4170.9,483.8
158,-3948.9,551.9
158.5,-3948.9,551.9
159,-3735.6,641.6
159.5,-3735.6,641.6
160,-3538.8,682.4
160.5,-3335.1,682.4
161,-3335.1,682.4
161.5,-3145.1,682.4
162,-3145.1,805.8
162.5,-2974.6,805.8
163,-2974.6,878.5
163.5,-2792.1,878.5
164,-2792.1,936.2
164.5,-2621.8,936.2
165,-2621.8,1000.7
165.5,-2621.8,1000.7
166,-2621.8,1067.9
166.5,-2303.5,1130.3
167,-2303.5,1130.3
167.5,-2147.4,1194
168,-2147.4,1194
168.5,-1997.4,1264.1
169,-1997.4,1264.1
169.5,-1858.4,1330.3
170,-1858.4,1330.3
170.5,-1725.8,1390.2
171,-1725.8,1390.2
171.5,-1583,1460.4
172,-1337.8,1460.4
172.5,-1337.8,1516.5
173,-1327.5,1516.5
173.5,-1327.5,1581.2
174,-1196.4,1581.2
174.5,-1196.4,1638.9
175,-1083.2,1638.9
175.5,-1083.2,1696.7
176,-967.1,1696.7
176.5,-967.1,1761.5
177,-853.1,1761.5
177.5,-853.1,1820.9
178,-732.4,1896.4
178.5,-732.4,1896.4
179,-633.7,1944.2
179.5,-633.7,1944.2
180,-529.9,2005
180.5,-529.9,2005
181,-426.1,2065.6
181.5,-426.1,2065.6
182,-297.3,2124.4
182.5,-297.3,2124.4
183,-231.6,2182
183.5,-136.9,2182
184,-136.9,2245.7
184.5,-40.3,2245.7
185,-40.3,2309.7
185.5,53.4,2309.7
186,53.4,2366
186.5,140.4,2366
187,140.4,2421.8
187.5,226.8,2421.8
188,226.8,2479.8
188.5,311.6,2479.8
189,311.6,2521.9
189.5,393.8,2521.9
190,393.8,2596.9
190.5,469.7,2651.3
191,469.7,2651.3
191.5,566.2,2703.9
192,566.2,2703.9
192.5,644,2756.9
193,644,2756.9
193.5,726.3,2804.5
194,798.8,2804.5
194.5,798.8,2866.6
195,874.5,2866.6
195.5,874.5,2921.2
196,991.4,2921.2
196.5,991.4,2974.1
197,1022.5,2974.1
197.5,1022.5,3206.3
198,1098.1,3206.3
198.5,1098.1,3206.3
199,1167.6,3206.3
199.5,1167.6,3206.3
200,1240.9,-1567.8
200.5,1240.9,-1567.8
201,1291.8,-1734.1
201.5,1291.8,-1734.1
202,1378.2,-1894.5
202.5,1378.2,-1894.5
203,1445.5,-1972
203.5,1445.5,-1972
204,1510.6,-2149.6
204.5,1510.6,-2149.6
205,1576,-2458.6
205.5,1643.6,-2458.6
206,1643.6,-2470.2
206.5,1708.7,-2470.2
207,1708.7,-2369.6
207.5,1760.9,-2369.6
208,1760.9,-2243.5
208.5,1760.9,-2243.5
209,1760.9,-2152.2
209.5,1896.2,-2152.2
210,1896.2,-2101.1
210.5,1954.6,-2101.1
211,1954.6,-2064.6
211.5,2024.7,-2064.6
212,2024.7,-2007.7
212.5,2076,-1956
213,2076,-1956
213.5,2134.3,-1910.5
214,2134.3,-1910.5
214.5,2193.2,-1860.8
215,2253,-1860.8
215.5,2253,-1807.9
216,2307.4,-1807.9
216.5,2307.4,-1759.5
217,2366.7,-1759.5
217.5,2366.7,-1704.6
218,2420.5,-1704.6
218.5,2420.5,-1649
219,2476.6,-1649
219.5,2476.6,-1536.2
220,2566.1,-1536.2
220.5,2566.1,-1541.3
221,2566.1,-1541.3
221.5,2566.1,-1486.7
222,2566.1,-1486.7
222.5,-15593.9,-1431
223,-15593.9,-1377.6
223.5,-15445.8,-1377.6
224,-15445.8,-1310.8
224.5,-14977.1,-1310.8
225,-14977.1,-1273.1
225.5,-14311.4,-1273.1
226,-14311.4,-1216
226.5,-14311.4,-1216
227,-13569.4,-1178.8
227.5,-13569.4,-1178.8
228,-12842.8,-1127.6
228.5,-12191.9,-1127.6
229,-12191.9,-1070.4
229.5,-11686.6,-1070.4
230,-11686.6,-1024.2
230.5,-11217.3,-1024.2
231,-11217.3,-964.8
231.5,-10911.9,-964.8
232,-10911.9,-901.9
232.5,-10556.6,-901.9
233,-10556.6,-837.2
233.5,-10556.6,-743.6
234,-10556.6,-743.6
234.5,-10556.6,-692.7
235,-10556.6,-692.7
235.5,-9621.8,-692.7
236,-9621.8,-692.7
236.5,-9148.3,-552.5
237,-8678.5,-552.5
237.5,-8678.5,-472.3
238,-8249.4,-472.3
238.5,-8249.4,-401
239,-7839.9,-401
239.5,-7839.9,-323.8
240,-7446.4,-323.8
240.5,-7446.4,-254.6
241,-7069.5,-254.6
241.5,-7069.5,-167.9
242,-6648.6,-167.9
242.5,-6648.6,-111.8
243,-6369.5,-111.8
243.5,-6369.5,63
244,-6053.9,27.9
244.5,-6053.9,27.9
245,-5743.5,102.9
245.5,-5743.5,102.9
246,-5448.2,168.8
246.5,-5448.2,168.8
247,-5157.1,238.4
247.5,-4909.6,238.4
248,-4909.6,311.1
248.5,-4661.8,311.1
249,-4661.8,390.1
249.5,-4410.2,390.1
250,-4410.2,448.7
250.5,-4174,448.7
251,-4174,512.2
251.5,-3958.5,512.2
252,-3958.5,579.9
252.5,-3741.4,579.9
253,-3741.4,645.8
253.5,-3540.5,645.8
254,-3540.5,706.6
254.5,-3338.7,765.3
255,-3338.7,765.3
255.5,-3154.4,823.7
256,-3154.4,823.7
256.5,-3006.8,875.8
257,-3006.8,875.8
257.5,-2797,945.7
258,-2623.9,945.7
258.5,-2623.9,1011.7
259,-2466.9,1011.7
259.5,-2466.9,1076
260,-2305.9,1076
260.5,-2305.9,1139.3
261,-2149.2,1139.3
261.5,-2149.2,1206.5
262,-2001.5,1206.5
262.5,-2001.5,1272.9
263,-1861.3,1272.9
263.5,-1861.3,1332.1
264,-1711.8,1332.1
264.5,-1711.8,1390.5
265,-1586.6,1457.6
265.5,-1586.6,1457.6
266,-1380.3,1520.1
266.5,-1380.3,1520.1
267,-1327.4,1609.8
267.5,-1327.4,1609.8
268,-1209,1644.5
268.5,-1084.1,1644.5
269,-1084.1,1692.4
269.5,-970,1692.4
270,-970,1763.5
270.5,-857.3,1763.5
271,-857.3,1825.4
271.5,-758.5,1825.4
272,-758.5,1864.9
272.5,-758.5,1864.9
273,-758.5,1949.5
273.5,-532.7,1949.5
274,-532.7,2008.9
274.5,-431.7,2008.9
275,-431.7,2068.5
275.5,-353.2,2068.5
276,-353.2,2130
276.5,-234.3,2189.4
277,-234.3,2189.4
277.5,-138.5,2247.3
278,-138.5,2247.3
278.5,-48.6,2318.3
279,53.1,2318.3
279.5,53.1,2369.4
280,134.2,2369.4
280.5,134.2,2425.8
281,226,2425.8
281.5,226,2486.1
282,311.5,2486.1
282.5,311.5,2523.1
283,394.2,2523.1
283.5,394.2,2594
284,476.5,2594
284.5,476.5,2654.3
285,553.7,2654.3
285.5,553.7,2654.3
286,640.6,2654.3
286.5,640.6,2761.9
287,715.6,2811.2
287.5,715.6,2811.2
288,795,2871.6
288.5,795,2871.6
289,870,2927.1
289.5,961.6,2927.1
290,961.6,2976.5
290.5,1023.4,2976.5
291,1023.4,2822.3
291.5,1088.3,2822.3
292,1088.3,2822.3
292.5,1164,2822.3
293,1164,2822.3
293.5,1237.2,-1549.9
294,1237.2,-1549.9
294.5,1298.4,-1716.9
295,1298.4,-1716.9
295.5,1379.1,-1862.4
296,1379.1,-1862.4
296.5,1444.6,-1951.8
297,1444.6,-1951.8
297.5,1513.6,-1951.8
298,1513.6,-2130.8
298.5,1577.5,-2130.8
299,1577.5,-2449.8
299.5,1642.6,-2436
300,1705.1,-2436
300.5,1705.1,-2329.4
301,1774.7,-2329.4
301.5,1774.7,-2201.9
302,1826.8,-2201.9
302.5,1826.8,-2123.9
303,1892.3,-2123.9
303.5,1892.3,-2078.2
304,1953.8,-2078.2
304.5,1953.8,-2033.1
305,2013.2,-2033.1
305.5,2013.2,-2000
306,2076,-2000
306.5,2076,-1974.9
307,2141,-1974.9
307.5,2141,-1938.6
308,2192.8,-1938.6
308.5,2192.8,-1910.1
309,2250.2,-1910.1
309.5,2250.2,-1860.5
310,2311.5,-1817.8
310.5,2363.3,-1817.8
311,2363.3,-1781.2
311.5,2419.1,-1781.2
312,2419.1,-1714.4
312.5,2472.2,-1714.4
313,2472.2,-1660.9
313.5,2327.5,-1660.9
314,2327.5,-1624.4
314.5,2327.5,-1624.4
315,2327.5,-1577.3
315.5,2327.5,-1577.3
316,2327.5,-1522.5
316.5,2327.5,-1522.5
317,-15484.7,-1474.8
317.5,-15484.7,-1474.8
318,-15006.6,-1398.8
318.5,-15006.6,-1398.8
319,-15006.6,-1352.6
319.5,-14329.6,-1352.6
320,-14329.6,-1288.6
320.5,-13597.1,-1214.8
321,-13597.1,-1214.8
321.5,-12845.1,-1141
322,-12197.4,-1141
322.5,-12197.4,-1071.4
323,-11693.6,-1071.4
323.5,-11693.6,-1006.6
324,-11226,-1006.6
324.5,-11226,-937.5
325,-10910.9,-937.5
325.5,-10910.9,-867.9
326,-10570.6,-867.9
326.5,-10570.6,-807.7
327,-10391.3,-807.7
327.5,-10391.3,-716.2
328,-10118.6,-716.2
328.5,-10118.6,-681.4
329,-9624.3,-681.4
329.5,-9624.3,-615
330,-9153.9,-615
330.5,-9153.9,-540.6
331,-8687.4,-472.3
331.5,-8687.4,-472.3
332,-8253.8,-392.8
332.5,-7845.2,-392.8
333,-7845.2,-319.3
333.5,-7451.3,-319.3
334,-7451.3,-244.7
334.5,-7076.1,-244.7
335,-7076.1,-181.1
335.5,-6700.4,-181.1
336,-6700.4,-98.9
336.5,-6700.4,-98.9
337,-6700.4,31.4
337.5,-6060.4,31.4
338,-6060.4,48.1
338.5,-5745.7,48.1
339,-5745.7,115.5
339.5,-5456.5,115.5
340,-5456.5,183
340.5,-5184.5,183
341,-5184.5,256.9
341.5,-4910.1,324.9
342,-4665.1,324.9
342.5,-4665.1,389.7
343,-4416.2,389.7
343.5,-4416.2,457
344,-4174.9,457
344.5,-4174.9,522
345,-4174.9,522
345.5,-4174.9,590.5
346,-3742.2,590.5
346.5,-3742.2,685.8
347,-3547.4,685.8
347.5,-3547.4,723.7
348,-3340.7,723.7
348.5,-3340.7,788.9
349,-3153.8,788.9
349.5,-3153.8,850.7
350,-2983.9,850.7
350.5,-2983.9,910.8
351,-2795.9,977.4
351.5,-2795.9,977.4
352,-2625.7,1043.3
352.5,-2458.6,1043.3
353,-2458.6,1106.9
353.5,-2310.3,1106.9
354,-2310.3,1171.3
354.5,-2154,1171.3
355,-2154,1227.1
355.5,-2006.7,1227.1
356,-2006.7,1291.9
356.5,-1864.2,1291.9
357,-1864.2,1361.1
357.5,-1720.4,1361.1
358,-1720.4,1428.7
358.5,-1585.7,1428.7
359,-1585.7,1477.7
359.5,-1331.8,1477.7
360,-1331.8,1542.5
360.5,-1330.2,1542.5
361,-1330.2,1621.8
361.5,-1210.7,1668.2
362,-1210.7,1668.2
362.5,-1086.6,1720.3
363,-967.4,1720.3
363.5,-967.4,1787.2
364,-860.7,1787.2
364.5,-860.7,1848.5
365,-756.8,1848.5
365.5,-756.8,1943.2
366,-640.3,1943.2
366.5,-640.3,1967.7
367,-530.7,1967.7
367.5,-530.7,2026.1
368,-433,2026.1
368.5,-433,2082.3
369,-348.5,2082.3
369.5,-348.5,2140.1
370,-235.1,2140.1
370.5,-235.1,2200.5
371,-139.2,2200.5
371.5,-139.2,2252.6
372,-49,2252.6
372.5,47.8,2319.9
373,47.8,2366
373.5,137.2,2366
374,137.2,2419.5
374.5,222.7,2419.5
375,222.7,2478.2
375.5,310.9,2478.2
376,310.9,2519.1
376.5,310.9,2519.1
377,310.9,2592.3
377.5,488,2592.3
378,488,2648.6
378.5,554,2648.6
379,554,2704.6
379.5,638.6,2704.6
380,638.6,2763.2
380.5,724,2763.2
381,724,2812
381.5,796,2812
382,796,2868.6
382.5,869.2,2927.1
383,972.5,2927.1
383.5,972.5,2977.9
384,1019.7,2977.9
384.5,1019.7,2912.1
385,1110.4,2912.1
385.5,1110.4,2912.1
386,1165.7,2912.1
386.5,1165.7,2912.1
387,1236.1,-1585.1
387.5,1236.1,-1585.1
388,1282.1,-1741.4
388.5,1282.1,-1741.4
389,1375.7,-1741.4
389.5,1375.7,-1909.2
390,1442.9,-1909.2
390.5,1442.9,-1993.9
391,1511.8,-1993.9
391.5,1511.8,-2152.1
392,1574.2,-2152.1
392.5,1574.2,-2465
393,1638,-2465
393.5,1703.8,-2451
394,1703.8,-2451
394.5,1775.7,-2365.9
395,1775.7,-2226.8
395.5,1827.6,-2226.8
396,1827.6,-2144.1
396.5,1892.3,-2144.1
397,1892.3,-2100.9
397.5,1952,-2100.9
398,1952,-2067.2
398.5,2006.9,-2067.2
399,2006.9,-2015.1
399.5,2073.1,-2015.1
400,2073.1,-1967.7
400.5,2130.3,-1967.7
401,2130.3,-1921.2
401.5,2192.2,-1921.2
402,2192.2,-1878.1
402.5,2249,-1878.1
403,2249,-1814.8
403.5,2306.9,-1814.8
404,2306.9,-1767.7
404.5,2360.5,-1767.7
405,2417.6,-1714.4
405.5,2417.6,-1714.4
406,2472.3,-1653.5
406.5,2472.3,-1552.3
407,2129,-1552.3
407.5,2129,-1545.2
408,2129,-1545.2
408.5,2129,-1487.8
409,2129,-1487.8
409.5,-15674.3,-1425.3
410,-15674.3,-1425.3
410.5,-15523,-1370.1
411,-15523,-1370.1
411.5,-15523,-1298.9
412,-15042.3,-1298.9
412.5,-15042.3,-1252.7
413,-14364.8,-1252.7
413.5,-14364.8,-1186.5
414,-13608.8,-1186.5
414.5,-13608.8,-1126.3
415,-12854.5,-1126.3
415.5,-12854.5,-1064.2
416,-12212.3,-1064.2
416.5,-12212.3,-999.7
417,-11693,-999.7
417.5,-11232.8,-935.5
418,-11232.8,-873.6
418.5,-10922.7,-873.6
419,-10922.7,-873.6
419.5,-10578.8,-873.6
420,-10578.8,-735.6
420.5,-10390.4,-735.6
421,-10390.4,-645.1
421.5,-10123.9,-645.1
422,-10123.9,-600.6
422.5,-10123.9,-600.6
423,-10123.9,-527.4
423.5,-9158.6,-527.4
424,-9158.6,-467.9
424.5,-8681.5,-467.9
425,-8681.5,-467.9
425.5,-8262.8,-467.9
426,-8262.8,-333.6
426.5,-7843.9,-333.6
427,-7843.9,-260.4
427.5,-7452.9,-260.4
428,-7452.9,-189.3
428.5,-7066.5,-189.3
429,-6664.3,-133.2
429.5,-6664.3,-54.1
430,-6375.4,-54.1
430.5,-6375.4,-122.2
431,-6062,-122.2
431.5,-6062,81.6
432,-5753,81.6
432.5,-5753,152.1
433,-5459.7,152.1
433.5,-5459.7,211
434,-5177.7,211
434.5,-5177.7,279.3
435,-4910.6,279.3
435.5,-4910.6,347.3
436,-4652.8,347.3
436.5,-4652.8,409.8
437,-4415.6,409.8
437.5,-4415.6,479.8
438,-4182.2,479.8
438.5,-4182.2,550
439,-3961.3,550
439.5,-3750.5,606.9
440,-3750.5,664.1
440.5,-3750.5,664.1
441,-3750.5,737.4
441.5,-3344.5,737.4
442,-3344.5,803.2
442.5,-3157.6,803.2
443,-3157.6,863.7
443.5,-2991.1,863.7
444,-2991.1,934.1
444.5,-2798.7,934.1
445,-2798.7,995.6
445.5,-2626.2,995.6
446,-2626.2,1055.3
446.5,-2473.4,1055.3
447,-2473.4,1121.2
447.5,-2310.5,1121.2
448,-2310.5,1183.1
448.5,-2161.5,1183.1
449,-2161.5,1242.1
449.5,-2006.3,1242.1
450,-2006.3,1311.7
450.5,-1863.2,1311.7
451,-1729.6,1370.2
451.5,-1729.6,1429.9
452,-1587.3,1429.9
452.5,-1587.3,1484.5
453,-1326.2,1484.5
453.5,-1326.2,1544.7
454,-1333.8,1544.7
454.5,-1333.8,1597.7
455,-1203.5,1597.7
455.5,-1203.5,1660
456,-1087.9,1660
456.5,-1087.9,1700.2
457,-968.2,1700.2
457.5,-968.2,1774.9
458,-861.1,1774.9
458.5,-861.1,1837.3
459,-861.1,1837.3
459.5,-861.1,1837.3
460,-861.1,1837.3
460.5,-861.1,1837.3
461,-538.4,1957.9
461.5,-538.4,2016.2
462,-436,2016.2
462.5,-436,2078.5
463,-357.1,2078.5
463.5,-236.6,2138.1
464,-236.6,2138.1
464.5,-236.6,2195.8
465,-236.6,2257.2
465.5,-41.9,2257.2
466,-41.9,2315
466.5,46,2315
467,46,2368.9
467.5,124.3,2368.9
468,124.3,2429.7
468.5,224,2429.7
469,224,2494.6
469.5,308.2,2494.6
470,308.2,2529.9
470.5,392.9,2529.9
471,392.9,2600.5
471.5,468.3,2600.5
472,468.3,2656.7
472.5,468.3,2656.7
473,468.3,2711.1
473.5,638.1,2711.1
474,638.1,2763.8
474.5,723.8,2763.8
475,723.8,2820.8
475.5,793,2820.8
476,793,2871
476.5,870.2,2871
477,959.6,2926.5
477.5,959.6,2926.5
478,1018.7,2973.8
478.5,1018.7,2973.8
479,1095.4,3090.7
479.5,1095.4,3090.7
480,1164.3,3090.7
480.5,1164.3,3090.7
481,1236.8,3090.7
481.5,1236.8,3090.7
482,1293.2,3090.7
482.5,1293.2,-1738.5
483,1376.8,-1738.5
483.5,1376.8,-1893.5
484,1439.8,-1893.5
484.5,1439.8,-1982.5
485,1439.8,-1982.5
485.5,1439.8,-2138.2
486,1439.8,-2138.2
486.5,1439.8,-2464
487,1638.7,-2464
487.5,1638.7,-2447.6
488,1701.5,-2447.6
488.5,1701.5,-2335.2
489,1749.6,-2335.2
489.5,1831.9,-2195.1
490,1831.9,-2195.1
490.5,1890.5,-2100.4
491,1890.5,-2100.4
491.5,1952.4,-2056.8
492,1952.4,-2006.7
492.5,2016.1,-2006.7
493,2016.1,-1953.1
493.5,2069.7,-1953.1
494,2069.7,-1906.8
494.5,2121.8,-1906.8
495,2121.8,-1859.2
495.5,2191.6,-1859.2
496,2191.6,-1816.4
496.5,2249.2,-1816.4
497,2249.2,-1759.5
497.5,2306.9,-1759.5
498,2306.9,-1711.5
498.5,2362,-1711.5
499,2418.3,-1664.6
499.5,2418.3,-1664.6
500,2472.1,-1630.9
500.5,2472.1,-1630.9
501,2382.6,-1582.2
501.5,2382.6,-1582.2
502,2382.6,-1527
502.5,2382.6,-1527
503,2382.6,-1486.2
503.5,-15699.8,-1443.4
504,-15699.8,-1443.4
504.5,-15699.8,-1398.3
505,-15531,-1398.3
505.5,-15531,-1326.6
506,-15054.2,-1326.6
506.5,-15054.2,-1283
507,-14372.1,-1283
507.5,-14372.1,-1231.8
508,-13613.8,-1231.8
508.5,-13613.8,-1153.9
509,-12874.8,-1153.9
509.5,-12874.8,-1153.9
510,-12244.4,-1153.9
510.5,-12244.4,-1020.8
511,-12244.4,-1020.8
511.5,-12244.4,-954.2
512,-11234.9,-954.2
512.5,-10928.9,-886.1
513,-10928.9,-886.1
513.5,-10574.8,-814.3
514,-10574.8,-814.3
514.5,-10385.2,-741
515,-10385.2,-661.9
515.5,-10131.3,-661.9
516,-10131.3,-600.1
516.5,-9639.3,-600.1
517,-9639.3,-535.1
517.5,-9164.2,-535.1
518,-9164.2,-472.9
518.5,-8702,-472.9
519,-8702,-394
519.5,-8271.5,-394
520,-8271.5,-328.1
520.5,-7851.6,-328.1
521,-7851.6,-258.4
521.5,-7459.5,-258.4
522,-7459.5,-190.2
522.5,-7071.9,-190.2
523,-6713,-125.2
523.5,-6713,-125.2
524,-6382.9,-53.4
524.5,-6382.9,-53.4
525,-6065.8,56.8
525.5,-6065.8,81.1
526,-5754.7,81.1
526.5,-5754.7,152.6
