Time (s),high-1,high-2
0,2224.8,-11394.1
0.5,2287,-10955.1
1,2287,-10955.1
1.5,2351.7,-10716.8
2,2351.7,-10716.8
2.5,2410.3,-10497.6
3,2410.3,-10497.6
3.5,2463.3,-10092.1
4,2463.3,-10092.1
4.5,2527.9,-9613.1
5,2527.9,-9613.1
5.5,2589.7,-9157.8
6,2589.7,-9157.8
6.5,2648.6,-8685.5
7,2648.6,-8685.5
7.5,2441.9,-8260.8
8,2441.9,-8260.8
8.5,2441.9,-7850.4
9,2441.9,-7850.4
9.5,2441.9,-7454.9
10,-20660.3,-7454.9
10.5,-20660.3,-7079.1
11,-19633.1,-7079.1
11.5,-19633.1,-6735.7
12,-18377.4,-6735.7
12.5,-18377.4,-6406.9
13,-17094,-6080.4
13.5,-17094,-6080.4
14,-15838.9,-5779.7
14.5,-15838.9,-5779.7
15,-14611.3,-5489.6
15.5,-14611.3,-5489.6
16,-13568.9,-5219.7
16.5,-13568.9,-5219.7
17,-12825.6,-4953.8
17.5,-12825.6,-4953.8
18,-12236.9,-4698.8
18.5,-12236.9,-4698.8
19,-11797.1,-4454.2
19.5,-11797.1,-4454.2
20,-11316.5,-4235.4
20.5,-11316.5,-4235.4
21,-11010.7,-4006.5
21.5,-11010.7,-4006.5
22,-10766,-3799.1
22.5,-10766,-3799.1
23,-10338.9,-3590.7
23.5,-10338.9,-3590.7
24,-9833.7,-3395.8
24.5,-9833.7,-3395.8
25,-9340.8,-3195.4
25.5,-8863.1,-3195.4
26,-8863.1,-3023.3
26.5,-8408.6,-2846.4
27,-8408.6,-2846.4
27.5,-7981,-2680.4
28,-7981,-2680.4
28.5,-7576.7,-2512.6
29,-7576.7,-2512.6
29.5,-7187,-2357
30,-7187,-2357
30.5,-6814.1,-2202
31,-6814.1,-2202
31.5,-6470.4,-2054.8
32,-6470.4,-2054.8
32.5,-6140.5,-1906.8
33,-6140.5,-1906.8
33.5,-5822.6,-1770.6
34,-5822.6,-1770.6
34.5,-5524.6,-1538.4
35,-5524.6,-1538.4
35.5,-5234.5,-1501.4
36,-5234.5,-1501.4
36.5,-4972.7,-1376
37,-4972.7,-1376
37.5,-4705.9,-1252.4
38,-4705.9,-1252.4
38.5,-4454.2,-1127.9
39,-4454.2,-1127.9
39.5,-4224.5,-1015.6
40,-3990,-1015.6
40.5,-3990,-898.2
41,-3770.8,-898.2
41.5,-3770.8,-787.3
42,-3559.3,-787.3
42.5,-3559.3,-678.8
43,-3354,-575.2
43.5,-3354,-575.2
44,-3137.4,-444.7
44.5,-3137.4,-444.7
45,-2967.7,-371.4
45.5,-2967.7,-371.4
46,-2788.4,-269.3
46.5,-2788.4,-269.3
47,-2611.6,-180.2
