Time (s),Chan.4 - Raw (mV),Chan.8 - Raw (mV)
164,118.9,-1551
164.5,205.7,-1592.7
165,205.7,-1592.7
165.5,291.9,-1592.7
166,291.9,-1702.9
166.5,374.9,-1702.9
167,374.9,-1910.3
167.5,464.3,-1910.3
168,464.3,-2073.9
168.5,535.7,-2073.9
169,535.7,-2026.8
169.5,622.8,-1944.7
170,622.8,-1944.7
170.5,704.4,-1821.6
171,704.4,-1821.6
171.5,779.7,-1731.8
172,779.7,-1731.8
172.5,851.4,-1664.2
173,851.4,-1664.2
173.5,928.7,-1664.2
174,928.7,-1664.2
174.5,1000.9,-1575.7
175,1000.9,-1575.7
175.5,1075.9,-1530.1
176,1147.9,-1530.1
176.5,1147.9,-1488.1
177,1215.4,-1488.1
177.5,1215.4,-1409.8
178,1322.6,-1409.8
178.5,1322.6,-1391.9
179,1355,-1391.9
179.5,1355,-1349.5
180,1424.8,-1302.8
180.5,1424.8,-1302.8
181,1490.9,-1257.5
181.5,1490.9,-1257.5
182,1553.9,-1231.2
182.5,1553.9,-1231.2
183,1623.5,-1156
183.5,1623.5,-1156
184,1687.5,-1115.9
184.5,1687.5,-1115.9
185,1752,-1058.2
185.5,1752,-1058.2
186,1814.7,-1005.4
186.5,1874.3,-1005.4
187,1874.3,-957.2
187.5,1929.9,-957.2
188,1929.9,-911.2
188.5,1999.6,-911.2
189,1999.6,-851.2
189.5,2053.7,-851.2
190,2053.7,-799.6
190.5,2116.7,-743.8
191,2116.7,-743.8
191.5,2174,-695.5
192,2174,-695.5
192.5,2231.6,-634.5
193,2231.6,-634.5
193.5,2288.8,-575.2
194,2288.8,-575.2
194.5,2346,-522.8
195,2346,-522.8
195.5,2403.6,-468.8
196,2457.1,-468.8
196.5,2457.1,-424.9
197,2110.3,-424.9
197.5,2110.3,-351
198,2110.3,-351
198.5,2110.3,-291.6
199,2110.3,-291.6
199.5,-11286.8,-237
200,-11286.8,-237
200.5,-11286.8,-174.3
201,-11705,-174.3
201.5,-11705,-107.3
202,-11837,-52
202.5,-11837,-52
203,-11706.8,7.6
203.5,-11706.8,7.6
204,-11449.8,72.6
204.5,-11449.8,72.6
205,-11190.4,128.8
205.5,-11190.4,128.8
206,-10901.1,182.8
206.5,-10901.1,182.8
207,-10604.5,254
207.5,-10361.9,254
208,-10361.9,308.4
208.5,-10122.9,308.4
209,-10122.9,367.2
209.5,-9911.4,367.2
210,-9911.4,431.6
210.5,-9801.6,431.6
211,-9801.6,497.1
211.5,-9619.5,545.8
212,-9619.5,545.8
212.5,-9177.6,613.4
213,-9177.6,613.4
213.5,-8760.4,675.9
214,-8760.4,675.9
214.5,-8351.9,732.9
215,-8351.9,732.9
215.5,-7952.4,806.3
216,-7952.4,806.3
216.5,-7570.9,850.4
217,-7570.9,850.4
217.5,-7210.1,912.1
218,-6856.5,912.1
218.5,-6856.5,975.4
219,-6481.9,975.4
219.5,-6481.9,1027.6
220,-6215.2,1027.6
220.5,-6215.2,1090.3
221,-5917.3,1090.3
221.5,-5917.3,1151.5
222,-5622.2,1211.8
222.5,-5622.2,1211.8
223,-5351.4,1267.4
223.5,-5351.4,1267.4
224,-5082.4,1323.9
224.5,-5082.4,1323.9
225,-4835.4,1384
225.5,-4835.4,1384
226,-4602.4,1448.7
226.5,-4602.4,1448.7
227,-4354.4,1510
227.5,-4354.4,1510
228,-4126.2,1561.8
228.5,-4126.2,1561.8
229,-3913.7,1620.6
229.5,-3707.1,1620.6
230,-3707.1,1672.6
230.5,-3515.4,1672.6
231,-3515.4,1739
231.5,-3318.5,1739
232,-3318.5,1794.5
232.5,-3318.5,1794.5
233,-3318.5,1852.9
233.5,-2981.6,1910.7
234,-2981.6,1910.7
234.5,-2784.3,1997.1
235,-2784.3,1997.1
235.5,-2619.4,2024.7
236,-2619.4,2024.7
236.5,-2457.4,2080.8
237,-2457.4,2080.8
237.5,-2304.3,2136.6
238,-2304.3,2136.6
238.5,-2161,2192.3
239,-2161,2192.3
239.5,-2005.9,2248.9
240,-1867.7,2248.9
240.5,-1867.7,2301.3
241,-1733.6,2301.3
241.5,-1733.6,2358.4
242,-1595.8,2358.4
242.5,-1595.8,2410.5
243,-1386.3,2410.5
243.5,-1386.3,2471.7
244,-1338.8,2532.5
244.5,-1338.8,2532.5
245,-1219.1,2566.5
245.5,-1219.1,2566.5
246,-1099.5,2637.1
246.5,-1099.5,2637.1
247,-984.5,2687.7
247.5,-984.5,2687.7
248,-876.5,2744.7
248.5,-876.5,2744.7
249,-759.3,2800.2
249.5,-654.9,2800.2
250,-654.9,2856.3
250.5,-551.2,2856.3
251,-551.2,2901.3
251.5,-448,2901.3
252,-448,2956.9
252.5,-318.3,2956.9
253,-318.3,3009.5
253.5,-252,3229.7
254,-252,3229.7
254.5,-156.6,3229.7
255,-156.6,3229.7
255.5,-61.6,3229.7
256,-61.6,-1350.1
256.5,33.1,-1350.1
257,33.1,-1350.1
257.5,119.8,-1537.7
258,119.8,-1537.7
258.5,201.9,-1580.4
259,201.9,-1580.4
259.5,290.3,-1684.2
260,372.3,-1684.2
260.5,372.3,-1902.8
261,462.1,-1902.8
261.5,462.1,-2081.3
262,538.3,-2081.3
262.5,538.3,-2016.7
263,619.4,-2016.7
263.5,619.4,-1939.4
264,619.4,-1939.4
264.5,619.4,-1827.6
265,775,-1827.6
265.5,775,-1737.2
266,851.4,-1678.9
266.5,851.4,-1678.9
267,940.7,-1636
267.5,940.7,-1636
268,1003.6,-1602.3
268.5,1003.6,-1602.3
269,1071.5,-1564.2
269.5,1144.3,-1564.2
270,1144.3,-1518.7
270.5,1215.8,-1518.7
271,1215.8,-1454.7
271.5,1264.2,-1454.7
272,1264.2,-1435.3
272.5,1355.7,-1435.3
273,1355.7,-1390.8
273.5,1420.6,-1390.8
274,1420.6,-1338.2
274.5,1488,-1338.2
275,1488,-1290.4
275.5,1553.6,-1290.4
276,1553.6,-1276.5
276.5,1621,-1203.3
277,1621,-1203.3
277.5,1685.6,-1159.8
278,1685.6,-1159.8
278.5,1752,-1109.1
279,1752,-1109.1
279.5,1815.5,-1056.3
280,1815.5,-1056.3
280.5,1876.1,-991.7
281,1939.9,-991.7
281.5,1939.9,-959.7
282,1983.4,-959.7
282.5,1983.4,-896.8
283,2058.3,-896.8
283.5,2058.3,-851.3
284,2127.4,-851.3
284.5,2127.4,-796.2
285,2175.7,-796.2
285.5,2175.7,-743.5
286,2233.8,-743.5
286.5,2233.8,-681.6
287,2287.8,-681.6
287.5,2287.8,-681.6
288,2345.2,-566.3
288.5,2345.2,-566.3
289,2402.7,-507.2
289.5,2402.7,-507.2
290,2458,-475
290.5,2458,-475
291,2217,-385.8
291.5,2217,-385.8
292,2217,-324.9
292.5,2217,-324.9
293,2217,-263.7
293.5,-11378.6,-263.7
294,-11378.6,-199.3
294.5,-11793,-199.3
295,-11793,-143.5
295.5,-11907.4,-143.5
296,-11907.4,-76.4
296.5,-11777,-76.4
297,-11777,-16
297.5,-11511.7,-16
298,-11511.7,43
298.5,-11236.3,43
299,-11236.3,111.1
299.5,-10939.4,202.6
300,-10939.4,202.6
300.5,-10641.3,234.7
301,-10641.3,234.7
301.5,-10395.6,289.3
302,-10395.6,289.3
302.5,-10157.3,355.8
303,-9933.8,355.8
303.5,-9933.8,419
304,-9828,419
304.5,-9828,478.6
305,-9637.9,478.6
305.5,-9637.9,544.1
306,-9195,544.1
306.5,-9195,604.8
307,-8773.8,604.8
307.5,-8773.8,666.7
308,-8381.9,666.7
308.5,-8381.9,666.7
309,-7959.4,795.1
309.5,-7959.4,795.1
310,-7578.3,842
310.5,-7578.3,842
311,-7223.3,904.5
311.5,-7223.3,904.5
312,-6873.1,969.1
312.5,-6873.1,969.1
313,-6528.7,1029.4
313.5,-6528.7,1029.4
314,-6222.8,1090
314.5,-5923.7,1090
315,-5923.7,1146
315.5,-5633.9,1146
316,-5633.9,1205.7
316.5,-5361.7,1205.7
317,-5361.7,1262.9
317.5,-5095,1262.9
318,-5095,1327.6
318.5,-4836.9,1327.6
319,-4836.9,1376.1
319.5,-4587.6,1442.6
320,-4587.6,1442.6
320.5,-4358.6,1500.7
321,-4358.6,1500.7
321.5,-4134,1563.3
322,-4134,1563.3
322.5,-3918.9,1616.3
323,-3918.9,1616.3
323.5,-3714.4,1676.8
324,-3714.4,1676.8
324.5,-3521.6,1732.7
325,-3320.7,1732.7
325.5,-3320.7,1785.9
326,-3140.4,1785.9
326.5,-3140.4,1846.6
327,-2971.8,1846.6
327.5,-2971.8,1901.7
328,-2790.9,1901.7
328.5,-2790.9,1995.4
329,-2624,1995.4
329.5,-2624,2019.4
330,-2470.1,2019.4
330.5,-2470.1,2075.4
331,-2300.9,2130.5
331.5,-2300.9,2130.5
332,-2152.2,2184.9
332.5,-2152.2,2184.9
333,-2012.9,2247.9
333.5,-2012.9,2247.9
334,-2012.9,2300.8
334.5,-2012.9,2300.8
335,-1718.6,2350.7
335.5,-1598.5,2350.7
336,-1598.5,2416.2
336.5,-1372.7,2416.2
337,-1372.7,2465.5
337.5,-1340.9,2465.5
338,-1340.9,2522.9
338.5,-1222.1,2522.9
339,-1222.1,2563
339.5,-1100.5,2563
340,-1100.5,2631.9
340.5,-982,2631.9
341,-982,2685.1
341.5,-876.2,2685.1
342,-876.2,2741.6
342.5,-774.4,2797.7
343,-774.4,2797.7
343.5,-656.8,2850.5
344,-656.8,2850.5
344.5,-554.2,2900
345,-554.2,2900
345.5,-451.5,2953.9
346,-451.5,2953.9
346.5,-369.1,3010.8
347,-252.4,3010.8
347.5,-252.4,3131.5
348,-159.3,3131.5
348.5,-159.3,3131.5
349,-64.8,3131.5
349.5,-64.8,3131.5
350,20.7,-1349.3
350.5,20.7,-1349.3
351,117.2,-1548.3
351.5,117.2,-1548.3
352,202.4,-1587.5
352.5,202.4,-1587.5
353,289.5,-1690.9
353.5,289.5,-1690.9
354,373.3,-1690.9
354.5,373.3,-1908.4
355,458.7,-2091.9
355.5,458.7,-2091.9
356,533.7,-2017
356.5,533.7,-2017
357,617.5,-1938.2
357.5,699.3,-1938.2
358,699.3,-1830.4
358.5,774.7,-1830.4
359,774.7,-1727.6
359.5,848.9,-1727.6
360,848.9,-1671.7
360.5,953.9,-1671.7
361,953.9,-1620.8
361.5,1001.1,-1620.8
362,1001.1,-1620.8
362.5,1080.2,-1620.8
363,1080.2,-1535.5
363.5,1145.1,-1535.5
364,1145.1,-1496.3
364.5,1214.3,-1496.3
365,1214.3,-1435.6
365.5,1281.8,-1435.6
366,1281.8,-1407.8
366.5,1356,-1407.8
367,1356,-1356.7
367.5,1421.3,-1313.9
368,1421.3,-1313.9
368.5,1489.4,-1257.1
369,1557,-1257.1
369.5,1557,-1241.6
370,1621.1,-1241.6
370.5,1621.1,-1165.3
371,1682.1,-1165.3
371.5,1682.1,-1121
372,1736.3,-1121
372.5,1736.3,-1064
373,1811.2,-1064
373.5,1811.2,-1017.1
374,1873.3,-1017.1
374.5,1873.3,-957.8
375,1927,-957.8
375.5,1927,-910.4
376,1979.9,-910.4
376.5,1979.9,-854.5
377,2055.4,-854.5
377.5,2055.4,-802.6
378,2118.9,-742.3
378.5,2118.9,-742.3
379,2175.2,-691.1
379.5,2175.2,-691.1
380,2233.2,-637.9
380.5,2287.6,-637.9
381,2287.6,-579.5
381.5,2344.2,-579.5
382,2344.2,-524.5
382.5,2403.7,-524.5
383,2403.7,-463.9
383.5,2455.2,-463.9
384,2455.2,-425.3
384.5,2283.5,-425.3
385,2283.5,-348.8
385.5,2283.5,-348.8
386,2283.5,-289.6
386.5,2283.5,-289.6
387,-11506.3,-228.7
387.5,-11506.3,-228.7
388,-11918.8,-168.6
388.5,-11918.8,-168.6
389,-12016.5,-110.4
389.5,-12016.5,-110.4
390,-12016.5,-50.6
390.5,-11881.7,8
391,-11881.7,8
391.5,-11583,74.3
392,-11583,74.3
392.5,-11309.4,129.1
393,-11309.4,129.1
393.5,-10994.4,81.1
394,-10699.4,81.1
394.5,-10699.4,252.7
395,-10425.4,252.7
395.5,-10425.4,319.2
396,-10189.5,319.2
396.5,-10189.5,372.3
397,-9956.7,372.3
397.5,-9956.7,433.9
398,-9850.9,433.9
398.5,-9850.9,497.1
399,-9659,497.1
399.5,-9659,560.6
400,-9220.1,560.6
400.5,-9220.1,616.6
401,-8792,673.8
401.5,-8792,673.8
402,-8386.6,734
402.5,-8386.6,734
403,-7978.7,795.6
403.5,-7593.6,795.6
404,-7593.6,852.3
404.5,-7235,852.3
405,-7235,911.4
405.5,-6887.1,911.4
406,-6887.1,968.2
406.5,-6575,968.2
407,-6575,1024.8
407.5,-6234.8,1024.8
408,-6234.8,1080
408.5,-5937.4,1080
409,-5937.4,1148
409.5,-5644.2,1148
410,-5644.2,1207.5
410.5,-5370.1,1207.5
411,-5370.1,1267.6
411.5,-5088.2,1267.6
412,-5088.2,1316.1
412.5,-4848.9,1378.5
413,-4848.9,1378.5
413.5,-4607.4,1444.1
414,-4607.4,1444.1
414.5,-4366.3,1504
415,-4366.3,1504
415.5,-4141,1560.4
416,-3922.6,1560.4
416.5,-3922.6,1617.4
417,-3713.8,1617.4
417.5,-3713.8,1660.6
418,-3523.7,1660.6
418.5,-3523.7,1734.5
419,-3326,1734.5
419.5,-3326,1773.2
420,-3141.4,1773.2
420.5,-3141.4,1851.5
421,-2947.3,1851.5
421.5,-2947.3,1907.5
422,-2793.2,1907.5
422.5,-2793.2,1981.5
423,-2627.3,1981.5
423.5,-2627.3,2021
424,-2461.5,2079.7
424.5,-2461.5,2079.7
425,-2311.4,2134.5
425.5,-2311.4,2134.5
426,-2159.4,2194.1
426.5,-2010.8,2194.1
427,-2010.8,2247.2
427.5,-1869.7,2247.2
428,-1869.7,2304.3
428.5,-1726.6,2304.3
429,-1726.6,2358.9
429.5,-1598,2358.9
430,-1598,2416.7
430.5,-1339.4,2416.7
431,-1339.4,2472.4
431.5,-1347.8,2472.4
432,-1347.8,2528.5
432.5,-1223.1,2528.5
433,-1223.1,2563.2
433.5,-1103.8,2563.2
434,-1103.8,2634.1
434.5,-985.9,2634.1
435,-985.9,2689.5
435.5,-869.4,2744.3
436,-869.4,2744.3
436.5,-750.2,2797.3
437,-657.6,2797.3
437.5,-657.6,2850.8
438,-549,2850.8
438.5,-549,2905.2
439,-451.3,2905.2
439.5,-451.3,2954.4
440,-373.8,2954.4
440.5,-373.8,3006.5
441,-257.2,3006.5
441.5,-257.2,3231
442,-158.2,3231
442.5,-158.2,3231
443,-67.1,3231
443.5,-67.1,3231
444,29.1,-1346.1
444.5,29.1,-1346.1
445,114.9,-1536.1
445.5,114.9,-1536.1
446,202,-1568.3
446.5,202,-1568.3
447,287.8,-1679.8
447.5,287.8,-1679.8
448,372.3,-1906.1
448.5,456.8,-1906.1
449,456.8,-2044.9
449.5,537.5,-2044.9
450,537.5,-1998.8
450.5,620,-1998.8
451,620,-1915.8
451.5,702.4,-1915.8
452,702.4,-1795.2
452.5,776.5,-1795.2
453,776.5,-1697.2
453.5,849.4,-1697.2
454,849.4,-1633.2
454.5,969.1,-1633.2
455,969.1,-1598.6
455.5,998,-1598.6
456,998,-1543.7
456.5,1085.9,-1543.7
457,1085.9,-1501.2
457.5,1147.2,-1501.2
458,1147.2,-1453.6
458.5,1216.8,-1370.9
459,1216.8,-1370.9
459.5,1216.8,-1366.1
460,1353.4,-1366.1
460.5,1353.4,-1315.7
461,1424.3,-1315.7
461.5,1424.3,-1266.3
462,1491.4,-1266.3
462.5,1491.4,-1222.6
463,1555.7,-1222.6
463.5,1555.7,-1188.9
464,1621.6,-1188.9
464.5,1621.6,-1125.4
465,1684.3,-1125.4
465.5,1684.3,-1085.9
466,1732.7,-1085.9
466.5,1732.7,-1032.4
467,1811.1,-1032.4
467.5,1811.1,-983.2
468,1874.4,-983.2
468.5,1938.1,-933
469,1938.1,-873.3
469.5,1994.4,-873.3
470,1994.4,-820.4
470.5,2054.9,-820.4
471,2054.9,-769.7
471.5,2104.8,-769.7
472,2104.8,-717.4
472.5,2175.8,-717.4
473,2175.8,-663.6
473.5,2231.1,-663.6
474,2231.1,-605.7
474.5,2283.2,-605.7
475,2283.2,-552.4
475.5,2344.1,-552.4
476,2344.1,-499.6
476.5,2401.4,-499.6
477,2401.4,-439.5
477.5,2457.9,-439.5
478,2457.9,-363.1
478.5,2395.7,-363.1
479,2395.7,-326.6
479.5,2395.7,-268.3
480,2395.7,-268.3
480.5,-11657.6,-213.6
481,-11657.6,-213.6
481.5,-11657.6,-150.4
482,-12049.5,-150.4
482.5,-12049.5,-86
483,-12145.2,-86
483.5,-12145.2,-27.8
484,-11975.2,-27.8
484.5,-11975.2,27.7
485,-11676.4,27.7
485.5,-11676.4,87.6
486,-11370.7,87.6
486.5,-11370.7,144.6
487,-11039.4,144.6
487.5,-11039.4,54.9
488,-10746.3,54.9
488.5,-10746.3,263.2
489,-10464.7,263.2
489.5,-10464.7,327.4
490,-10233.6,383.7
490.5,-10233.6,383.7
491,-9982.1,445.7
491.5,-9867.8,445.7
492,-9867.8,498.7
492.5,-9685.5,498.7
493,-9685.5,555.9
493.5,-9241.9,555.9
494,-9241.9,621.7
494.5,-8817.3,621.7
495,-8817.3,682.5
495.5,-8394.9,682.5
496,-8394.9,742.1
496.5,-8000.7,742.1
497,-8000.7,804.2
497.5,-7617.7,804.2
498,-7617.7,859.4
498.5,-7249.6,859.4
499,-7249.6,919.8
499.5,-6896.8,919.8
500,-6896.8,981.8
500.5,-6532.9,1031.8
501,-6532.9,1031.8
501.5,-6247.8,1097.3
502,-5947.9,1097.3
502.5,-5947.9,1158.5
503,-5652.2,1158.5
503.5,-5652.2,1218.1
504,-5372.9,1218.1
504.5,-5372.9,1279.4
505,-5097.5,1279.4
505.5,-5097.5,1342.5
506,-4854.8,1342.5
506.5,-4854.8,1388.8
507,-4601.3,1388.8
507.5,-4601.3,1452.8
508,-4371.7,1452.8
508.5,-4371.7,1504.6
509,-4145.2,1504.6
509.5,-4145.2,1566.1
510,-3930,1566.1
510.5,-3930,1623.6
511,-3722.9,1661.1
511.5,-3722.9,1661.1
512,-3532.9,1741.6
512.5,-3332.2,1741.6
513,-3332.2,1800.4
513.5,-3144.5,1800.4
514,-3144.5,1859.3
514.5,-2971.4,1859.3
515,-2971.4,1913
515.5,-2794.8,1913
516,-2794.8,1990.9
516.5,-2629.1,1990.9
517,-2629.1,2027.4
517.5,-2468.4,2027.4
518,-2468.4,2083.3
518.5,-2308.8,2083.3
519,-2308.8,2142.4
519.5,-2164.1,2142.4
520,-2164.1,2194.5
520.5,-2010.9,2194.5
521,-2010.9,2250.6
521.5,-1872,2250.6
522,-1872,2307.2
522.5,-1747.8,2364
523,-1601.9,2364
523.5,-1601.9,2423
524,-1347.8,2423
524.5,-1347.8,2476.3
525,-1343,2476.3
525.5,-1343,2521.3
526,-1227.3,2521.3
526.5,-1227.3,2579
527,-1103.8,2579
527.5,-1103.8,2639.9
528,-985.6,2639.9
528.5,-985.6,2685.5
529,-876.4,2685.5
529.5,-876.4,2745.7
530,-771.1,2745.7
530.5,-771.1,2799.7
531,-661.4,2799.7
531.5,-661.4,2851.2
532,-558.1,2851.2
532.5,-558.1,2907.1
533,-455.2,2907.1
