Time (s),high-1,high-2
133.5,-5473.7,1826
134,-5181.7,1826
134.5,-5181.7,1883.9
135,-4918.1,1883.9
135.5,-4918.1,1935.7
136,-4661.4,1935.7
136.5,-4661.4,2009.8
137,-4412,2009.8
137.5,-4412,2070.6
138,-4175.2,2070.6
138.5,-4175.2,2132.6
139,-3952.9,2132.6
139.5,-3952.9,2192.5
140,-3731.9,2192.5
140.5,-3524.5,2239.1
141,-3524.5,2239.1
141.5,-3326.1,2307.3
142,-3326.1,2307.3
142.5,-3090.7,2365.1
143,-3090.7,2365.1
143.5,-2945.2,2417.2
144,-2945.2,2417.2
144.5,-2760.1,2373.2
145,-2760.1,2373.2
145.5,-2587.6,2373.2
146,-2587.6,2373.2
146.5,-2422.6,-15987.3
147,-2422.6,-15987.3
147.5,-2258.7,-15987.3
148,-2258.7,-15857.8
148.5,-2108.3,-15857.8
149,-2108.3,-15413.1
149.5,-1953.2,-15413.1
150,-1953.2,-14728.3
150.5,-1805.4,-14728.3
151,-1664.3,-14002.3
151.5,-1664.3,-14002.3
152,-1423.6,-13231.1
152.5,-1423.6,-13231.1
153,-1391.3,-12575.2
153.5,-1391.3,-12575.2
154,-1269.2,-11960.5
154.5,-1269.2,-11960.5
155,-1136.3,-11515.9
155.5,-1136.3,-11515.9
156,-1013.7,-11214
156.5,-1013.7,-11214
157,-900.6,-10804.1
157.5,-900.6,-10570.9
158,-779,-10570.9
158.5,-779,-10371.9
159,-664.6,-10371.9
159.5,-664.6,-9981.1
160,-546.8,-9981.1
160.5,-546.8,-9506.7
161,-445.7,-9506.7
161.5,-445.7,-9055.9
162,-356.5,-9055.9
162.5,-232.9,-8595.8
163,-232.9,-8595.8
163.5,-130.2,-8179.7
164,-130.2,-8179.7
164.5,-35.4,-7779.8
165,-35.4,-7779.8
165.5,62.1,-7392.8
166,62.1,-7392.8
166.5,166.6,-7019.3
167,166.6,-7019.3
167.5,254.8,-6682.1
168,254.8,-6355.8
168.5,348.2,-6355.8
169,348.2,-6045.4
169.5,436.7,-6045.4
170,436.7,-5741.6
170.5,528.8,-5741.6
171,528.8,-5436.8
171.5,620.6,-5436.8
172,701.4,-5184.1
172.5,701.4,-5184.1
173,786.6,-4922.2
173.5,786.6,-4922.2
174,868.1,-4669.9
174.5,868.1,-4669.9
175,947.3,-4430.2
175.5,947.3,-4430.2
176,1008.4,-4202
176.5,1008.4,-4202
177,1108.9,-3981.2
177.5,1108.9,-3981.2
178,1187.8,-3775.2
178.5,1187.8,-3572.1
179,1262.6,-3572.1
179.5,1262.6,-3377.4
180,1337.4,-3377.4
180.5,1337.4,-3189.1
181,1441.3,-3189.1
181.5,1441.3,-3006.3
182,1484.2,-3006.3
182.5,1558.8,-2831.9
183,1558.8,-2831.9
183.5,1632.5,-2667.4
184,1632.5,-2667.4
184.5,1701.8,-2498.3
185,1701.8,-2498.3
185.5,1768.7,-2339.6
186,1768.7,-2339.6
186.5,1839.3,-2191.6
187,1839.3,-2191.6
187.5,1908.2,-2044.6
188,1908.2,-2044.6
188.5,1966,-1900.2
189,1966,-1757.7
189.5,2037.6,-1757.7
190,2037.6,-1515.4
190.5,2094.2,-1515.4
191,2094.2,-1494.1
191.5,2150.1,-1494.1
192,2150.1,-1368.3
192.5,2228.7,-1368.3
193,2288.7,-1243.2
193.5,2288.7,-1243.2
194,2349.4,-1123.7
194.5,2349.4,-1123.7
195,2412.8,-1012.2
195.5,2412.8,-1012.2
196,2473.4,-900.1
196.5,2473.4,-900.1
197,2531.3,-784
197.5,2531.3,-784
198,2589.8,-671.6
198.5,2589.8,-671.6
199,2646.2,-569
199.5,2646.2,-569
200,2746.7,-438.2
200.5,2746.7,-364
201,2746.7,-364
201.5,2746.7,-263.8
202,2746.7,-263.8
202.5,-18018.7,-169.6
203,-18018.7,-169.6
203.5,-17538.2,-75.9
204,-17538.2,-75.9
204.5,-16775.1,16.1
205,-16775.1,16.1
205.5,-15835,109.8
206,-15835,109.8
206.5,-14822.6,193.8
207,-14822.6,193.8
207.5,-13875.3,279.5
208,-13875.3,279.5
208.5,-13001.6,370.5
209,-13001.6,370.5
209.5,-12352.1,451.3
210,-12352.1,451.3
210.5,-11865.1,533.8
211,-11865.1,622.8
211.5,-11490.5,622.8
212,-11490.5,699.7
212.5,-11035,699.7
213,-11035,774.3
213.5,-10780.7,774.3
214,-10780.7,828.1
214.5,-10561.4,828.1
215,-10561.4,929.9
215.5,-10154.5,929.9
216,-9664.6,1015.3
216.5,-9664.6,1015.3
217,-9177.9,1076.9
217.5,-9177.9,1076.9
218,-8717.2,1151.3
218.5,-8717.2,1151.3
219,-8275.3,1235
219.5,-8275.3,1235
220,-7862.6,1294
220.5,-7862.6,1294
221,-7464.7,1360.8
221.5,-7464.7,1360.8
222,-7089.6,1432.5
222.5,-7089.6,1499.3
223,-6726.3,1499.3
223.5,-6726.3,1565.6
224,-6385.6,1565.6
224.5,-6385.6,1632.5
225,-6056,1632.5
225.5,-6056,1702.4
226,-5752.2,1702.4
226.5,-5454.9,1767.9
227,-5454.9,1767.9
227.5,-5178.2,1825.8
228,-5178.2,1825.8
228.5,-4908.4,1886.4
229,-4908.4,1886.4
229.5,-4654.5,1938
230,-4654.5,1938
230.5,-4411,2010.4
231,-4411,2010.4
231.5,-4176.1,2063.8
232,-4176.1,2063.8
232.5,-3954.6,2132.1
233,-3954.6,2194.7
233.5,-3733,2194.7
234,-3733,2243.8
234.5,-3526,2243.8
235,-3526,2306.9
235.5,-3324.6,2306.9
236,-3324.6,2365.4
236.5,-3120.7,2365.4
237,-3120.7,2421.4
237.5,-2944.7,2421.4
238,-2760,2096
238.5,-2760,2096
239,-2588.9,2096
239.5,-2588.9,2096
240,-2427.9,2096
240.5,-2427.9,-15682.9
241,-2256.2,-15682.9
241.5,-2256.2,-15620.3
242,-2101.3,-15620.3
242.5,-2101.3,-15205.5
243,-1953.2,-15205.5
243.5,-1953.2,-14571.5
244,-1796.7,-14571.5
244.5,-1796.7,-14571.5
245,-1663.3,-13858.9
245.5,-1663.3,-13129.6
246,-1445.3,-13129.6
246.5,-1445.3,-12487.7
247,-1388.4,-12487.7
247.5,-1388.4,-11890.7
248,-1259.6,-11890.7
248.5,-1259.6,-11469.6
249,-1138.5,-11469.6
249.5,-1138.5,-11168.2
250,-1014,-11168.2
250.5,-896.3,-10766.2
251,-896.3,-10766.2
251.5,-793.4,-10549.3
252,-793.4,-10549.3
252.5,-667.7,-10341.3
253,-667.7,-10341.3
253.5,-553.4,-9954.3
254,-553.4,-9954.3
254.5,-446.4,-9485.5
255,-446.4,-9485.5
255.5,-366.1,-9028.4
256,-366.1,-9028.4
256.5,-232.9,-8578.3
257,-232.9,-8578.3
257.5,-133.3,-8160.9
258,-133.3,-7765.2
258.5,-33.9,-7765.2
259,-33.9,-7377.7
259.5,69.8,-7377.7
260,69.8,-7001.9
260.5,157.5,-7001.9
261,157.5,-6670.7
261.5,254.8,-6670.7
262,348.6,-6346.2
262.5,348.6,-6346.2
263,442,-6027.4
263.5,442,-6027.4
264,528.9,-5735.5
264.5,528.9,-5735.5
265,600.7,-5451.5
265.5,600.7,-5451.5
266,702,-5177
266.5,702,-5177
267,790.1,-4920.5
267.5,790.1,-4920.5
268,865.8,-4665.7
268.5,865.8,-4665.7
269,949.7,-4426
269.5,949.7,-4426
270,1071,-4202
270.5,1071,-3982.4
271,1108,-3982.4
271.5,1108,-3768
272,1174.6,-3768
272.5,1263.4,-3568.4
273,1263.4,-3568.4
273.5,1336.7,-3372.1
274,1336.7,-3372.1
274.5,1388,-3176.9
275,1388,-3176.9
275.5,1484.9,-3005.2
276,1484.9,-3005.2
276.5,1560.2,-2828.1
277,1560.2,-2828.1
277.5,1632.2,-2658.7
278,1632.2,-2658.7
278.5,1702,-2499.2
279,1702,-2499.2
279.5,1771.4,-2344.4
280,1771.4,-2344.4
280.5,1839,-2185.7
281,1839,-2042.7
281.5,1909.1,-2042.7
282,1909.1,-1906.2
282.5,1969.5,-1906.2
283,2037,-1760.7
283.5,2037,-1760.7
284,2109.6,-1640.8
284.5,2109.6,-1640.8
285,2155.8,-1492.1
285.5,2155.8,-1492.1
286,2226.5,-1369
286.5,2226.5,-1369
287,2290.4,-1242.5
287.5,2290.4,-1242.5
288,2351.2,-1121.7
288.5,2351.2,-1121.7
289,2418.5,-1006
289.5,2418.5,-1006
290,2476.9,-896.2
290.5,2476.9,-896.2
291,2531.4,-784.8
291.5,2531.4,-784.8
292,2593.2,-675.5
292.5,2593.2,-568.1
293,2648.8,-568.1
293.5,2398.6,-458.1
294,2398.6,-458.1
294.5,2398.6,-367.5
295,2398.6,-367.5
295.5,2398.6,-265.8
296,-17853.1,-265.8
296.5,-17853.1,-166.8
297,-17853.1,-166.8
297.5,-17415.5,-64.9
298,-17415.5,-64.9
298.5,-16668,14.5
299,-16668,14.5
299.5,-15743.4,104.2
300,-15743.4,104.2
300.5,-14787.3,196.5
301,-14787.3,196.5
301.5,-13826,284.2
302,-13826,284.2
302.5,-12959.1,373.3
303,-12959.1,373.3
303.5,-12317,455.6
304,-12317,534.4
304.5,-11839,534.4
305,-11839,607.8
305.5,-11468.7,607.8
306,-11009.4,692.9
306.5,-11009.4,692.9
307,-10772.2,772.1
307.5,-10772.2,772.1
308,-10545.6,870
308.5,-10545.6,870
309,-10140.4,927.4
309.5,-10140.4,927.4
310,-9651.2,998.8
310.5,-9651.2,998.8
311,-9186.2,1077.3
311.5,-9186.2,1077.3
312,-8702.5,1150.8
312.5,-8702.5,1150.8
313,-8271.1,1229.5
313.5,-8271.1,1229.5
314,-7854.9,1293.5
314.5,-7854.9,1361.5
315,-7455.3,1361.5
315.5,-7455.3,1433
316,-7060.2,1433
316.5,-7060.2,1497.6
317,-6721.1,1497.6
317.5,-6721.1,1565.1
318,-6381.2,1565.1
318.5,-6052.9,1631.2
319,-6052.9,1631.2
319.5,-5747.6,1704.9
320,-5747.6,1704.9
320.5,-5450.3,1769.5
321,-5450.3,1769.5
321.5,-5173.5,1823.6
322,-5173.5,1823.6
322.5,-4905.5,1882.3
323,-4905.5,1882.3
323.5,-4653.3,1934.5
324,-4653.3,1934.5
324.5,-4409.6,2011.5
325,-4409.6,2074
325.5,-4171.6,2074
326,-4171.6,2074
326.5,-3955.4,2134.3
327,-3955.4,2189.6
327.5,-3730.6,2189.6
328,-3730.6,2248.1
328.5,-3522.1,2248.1
329,-3320.8,2307.9
329.5,-3320.8,2307.9
330,-3098.9,2364
330.5,-3098.9,2364
331,-2941.4,2422.5
331.5,-2941.4,2422.5
332,-2760.5,2569.9
332.5,-2760.5,2569.9
333,-2589.2,2569.9
333.5,-2589.2,2569.9
334,-2425.3,2569.9
334.5,-2425.3,-15464.6
335,-2254.6,-15464.6
335.5,-2254.6,-15413.8
336,-2099.9,-15413.8
336.5,-2099.9,-15037.4
337,-1951.1,-15037.4
337.5,-1951.1,-14464.6
338,-1794.8,-14464.6
338.5,-1794.8,-13760.8
339,-1665.9,-13760.8
339.5,-1553,-13056.3
340,-1553,-13056.3
340.5,-1390.1,-12429
341,-1390.1,-12429
341.5,-1265.3,-11844.3
342,-1265.3,-11844.3
342.5,-1135,-11407.2
343,-1135,-11407.2
343.5,-1013.8,-11140.6
344,-1013.8,-11140.6
344.5,-899.4,-10734.8
345,-899.4,-10734.8
345.5,-773.3,-10522.2
346,-773.3,-10522.2
346.5,-664.6,-10320
347,-664.6,-10320
347.5,-550,-9935.4
348,-550,-9935.4
348.5,-442.3,-9466.5
349,-442.3,-9466.5
349.5,-349.9,-9018
350,-349.9,-8570.4
350.5,-233.3,-8570.4
351,-131.8,-8149.3
351.5,-131.8,-8149.3
352,-32.3,-7752.5
352.5,-32.3,-7752.5
353,65.3,-7372.1
353.5,65.3,-7372.1
354,164.4,-7011.9
354.5,164.4,-7011.9
355,252.6,-6664.1
355.5,252.6,-6664.1
356,348.7,-6338
356.5,348.7,-6338
357,436.1,-6024.7
357.5,436.1,-6024.7
358,523.1,-5728.1
358.5,523.1,-5728.1
359,622.8,-5447.9
359.5,622.8,-5447.9
360,703.4,-5173.4
360.5,703.4,-5173.4
361,791.7,-4915.2
361.5,861.1,-4662.2
362,861.1,-4662.2
362.5,947,-4420.5
363,947,-4420.5
363.5,1018.4,-4194.7
364,1018.4,-4194.7
364.5,1109.4,-3974.3
365,1109.4,-3974.3
365.5,1178.4,-3771
366,1178.4,-3771
366.5,1263.5,-3562.8
367,1263.5,-3562.8
367.5,1335.3,-3371.6
368,1335.3,-3371.6
368.5,1376.9,-3199.6
369,1376.9,-3199.6
369.5,1488.3,-3006.3
370,1488.3,-3006.3
370.5,1557.6,-2826.3
371,1557.6,-2826.3
371.5,1630.8,-2663.2
372,1700.1,-2495.1
372.5,1700.1,-2495.1
373,1769.2,-2340.2
373.5,1769.2,-2340.2
374,1838.3,-2183.7
374.5,1838.3,-2183.7
375,1904.5,-2040.6
375.5,1904.5,-2040.6
376,1977.3,-1896.2
376.5,1977.3,-1896.2
377,2039.3,-1757.7
377.5,2039.3,-1757.7
378,2113.6,-1586
378.5,2113.6,-1586
379,2152.3,-1492.3
379.5,2152.3,-1492.3
380,2231.5,-1364.3
380.5,2231.5,-1364.3
381,2288.7,-1246.5
381.5,2288.7,-1246.5
382,2353.2,-1120.2
382.5,2353.2,-1120.2
383,2410.9,-1005.4
383.5,2410.9,-898.8
384,2475.5,-898.8
384.5,2532.9,-784.1
385,2532.9,-784.1
385.5,2590.6,-675.1
386,2590.6,-675.1
386.5,2645.8,-568.4
387,2645.8,-568.4
387.5,2625.6,-471.3
388,2625.6,-471.3
388.5,2625.6,-363.6
389,2625.6,-363.6
389.5,2625.6,-264.2
390,-17655.3,-264.2
390.5,-17655.3,-175.1
391,-17253.8,-175.1
391.5,-17253.8,-79.4
392,-16542.9,-79.4
392.5,-16542.9,15.3
393,-15656.8,15.3
393.5,-15656.8,104.5
394,-15656.8,104.5
394.5,-14711.6,194.9
395,-14711.6,281.8
395.5,-13775.2,281.8
396,-12897.5,371.7
396.5,-12897.5,371.7
397,-12302.7,450.3
397.5,-12302.7,450.3
398,-11823.1,536.1
398.5,-11823.1,536.1
399,-11442.6,618.6
399.5,-11442.6,618.6
400,-10994,695.9
400.5,-10994,695.9
401,-10751.6,776.6
401.5,-10751.6,776.6
402,-10528.2,854.9
402.5,-10528.2,854.9
403,-10126.6,928.9
403.5,-10126.6,928.9
404,-9640.5,1003.5
404.5,-9640.5,1003.5
405,-9156.9,1075.1
405.5,-9156.9,1075.1
406,-8695,1150.8
406.5,-8253.3,1214.2
407,-8253.3,1214.2
407.5,-7847.1,1290.8
408,-7847.1,1290.8
408.5,-7447.1,1363.9
409,-7447.1,1363.9
409.5,-7056.2,1430.6
410,-7056.2,1430.6
410.5,-6713.8,1496.8
411,-6713.8,1496.8
411.5,-6377.8,1559.7
412,-6377.8,1559.7
412.5,-6050.6,1631.5
413,-6050.6,1631.5
413.5,-5746.3,1691
414,-5746.3,1691
414.5,-5459.1,1755.5
415,-5459.1,1755.5
415.5,-5172.5,1823
416,-5172.5,1823
416.5,-4893.9,1890.4
417,-4893.9,1890.4
417.5,-4648.7,1940.4
418,-4404,2012.7
418.5,-4404,2012.7
419,-4179.6,2066.6
419.5,-4179.6,2066.6
420,-3936.1,2133.2
420.5,-3936.1,2133.2
421,-3732.7,2191.4
421.5,-3732.7,2191.4
422,-3520.1,2252.5
422.5,-3520.1,2252.5
423,-3321,2307.9
423.5,-3321,2307.9
424,-3117.9,2365.7
424.5,-3117.9,2365.7
425,-2941.3,2421.4
425.5,-2941.3,2421.4
426,-2757.3,2403.9
426.5,-2757.3,2403.9
427,-2583.9,2403.9
427.5,-2412.8,2403.9
428,-2412.8,-15240.1
428.5,-2266.2,-15240.1
429,-2266.2,-15240.1
429.5,-2103.6,-15234.7
430,-2103.6,-15234.7
430.5,-1949.1,-14899.9
431,-1949.1,-14899.9
431.5,-1813.7,-14323.7
432,-1813.7,-14323.7
432.5,-1661.3,-13672.9
433,-1661.3,-13672.9
433.5,-1415.2,-12963.9
434,-1415.2,-12963.9
434.5,-1391,-12337.9
435,-1391,-12337.9
435.5,-1266.5,-11784.5
436,-1266.5,-11784.5
436.5,-1139,-11377.5
437,-1139,-11377.5
437.5,-1013.1,-11097.7
438,-1013.1,-11097.7
438.5,-894.9,-10705.3
439,-776.1,-10497.2
439.5,-776.1,-10497.2
440,-666.6,-10304.1
440.5,-666.6,-10304.1
441,-549.2,-9909
441.5,-549.2,-9909
442,-445.1,-9450.6
442.5,-445.1,-9450.6
443,-359.8,-9005.6
443.5,-359.8,-9005.6
444,-235.3,-8554.2
444.5,-235.3,-8554.2
445,-132.5,-8135.7
445.5,-132.5,-8135.7
446,-27.2,-7743.6
446.5,-27.2,-7743.6
447,75.3,-7364
447.5,75.3,-7364
448,156.7,-6994
448.5,257.9,-6994
449,257.9,-6653.2
449.5,350.6,-6333.3
450,350.6,-6333.3
450.5,437.7,-6014.9
451,437.7,-6014.9
451.5,522.7,-5722.3
452,522.7,-5722.3
452.5,627.5,-5439.5
453,627.5,-5439.5
453.5,698.1,-5167.2
454,698.1,-5167.2
454.5,792.3,-4902.1
455,792.3,-4902.1
455.5,867.6,-4655.4
456,867.6,-4655.4
456.5,947.8,-4417.3
457,947.8,-4417.3
457.5,1078.4,-4195.7
458,1078.4,-4195.7
458.5,1105.9,-3970
459,1105.9,-3970
459.5,1192.3,-3766
460,1262,-3766
460.5,1262,-3561
461,1338.8,-3561
461.5,1338.8,-3367.2
462,1427.6,-3190.9
462.5,1427.6,-3190.9
463,1484,-3001.4
463.5,1484,-3001.4
464,1560.4,-2827.4
464.5,1560.4,-2827.4
465,1627.8,-2659.3
465.5,1627.8,-2659.3
466,1700.2,-2494.6
466.5,1700.2,-2494.6
467,1768.4,-2342.4
467.5,1768.4,-2342.4
468,1837.5,-2184
468.5,1837.5,-2184
469,1903.2,-2037.5
469.5,1903.2,-2037.5
470,1962.5,-1899.4
470.5,2037,-1899.4
471,2037,-1756.8
471.5,2106.1,-1756.8
472,2106.1,-1644.7
472.5,2151.8,-1490.2
473,2151.8,-1490.2
473.5,2228.7,-1364.9
474,2228.7,-1364.9
474.5,2290.9,-1240.5
475,2290.9,-1240.5
475.5,2349.5,-1121
476,2349.5,-1121
476.5,2406.8,-1004.5
477,2406.8,-1004.5
477.5,2478,-891
478,2478,-891
478.5,2533,-784.5
479,2533,-784.5
479.5,2591,-678
480,2591,-678
480.5,2650.7,-567.8
481,2650.7,-567.8
481.5,2521.3,-436.6
482,2521.3,-436.6
482.5,2521.3,-365.2
483,2521.3,-365.2
483.5,-17521.3,-266.1
484,-17521.3,-167.6
484.5,-17521.3,-167.6
485,-17163.6,-88.4
485.5,-17163.6,-88.4
486,-16464.5,13.3
486.5,-16464.5,13.3
487,-15558,105.7
487.5,-15558,105.7
488,-14659.4,195
488.5,-14659.4,195
489,-13736.3,276.8
489.5,-13736.3,276.8
490,-12885.7,372.1
490.5,-12885.7,372.1
491,-12271.5,457.4
491.5,-12271.5,457.4
492,-11797.5,534
492.5,-11797.5,534
493,-11429.8,608.9
493.5,-10987.8,608.9
494,-10987.8,690.9
494.5,-10738.9,774.6
495,-10738.9,774.6
495.5,-10515,851.3
496,-10515,851.3
496.5,-10112.6,924.8
497,-10112.6,924.8
497.5,-9627.7,1013.3
498,-9627.7,1013.3
498.5,-9143.4,1078.4
499,-9143.4,1078.4
499.5,-8691.2,1149.2
500,-8691.2,1149.2
500.5,-8246,1211.9
501,-8246,1211.9
501.5,-7839.4,1292.1
502,-7839.4,1292.1
502.5,-7443.2,1361.1
503,-7443.2,1361.1
503.5,-7044.9,1430.7
504,-6708.2,1430.7
504.5,-6708.2,1500.5
505,-6371.1,1569.8
505.5,-6371.1,1569.8
506,-6044.8,1633
506.5,-6044.8,1633
507,-5742.6,1687.4
507.5,-5742.6,1687.4
508,-5453.3,1756.2
508.5,-5453.3,1756.2
509,-5167.4,1822.4
509.5,-5167.4,1822.4
510,-4905.9,1884.5
510.5,-4905.9,1884.5
511,-4644.8,1945.7
511.5,-4644.8,1945.7
512,-4401.4,2010.9
512.5,-4401.4,2010.9
513,-4161.8,2079.7
513.5,-4161.8,2079.7
514,-3946.2,2132.1
514.5,-3724.7,2132.1
515,-3724.7,2188.5
515.5,-3517.3,2188.5
516,-3517.3,2249.6
516.5,-3320.3,2306.2
517,-3320.3,2306.2
517.5,-3121.5,2364.3
518,-3121.5,2364.3
518.5,-2940.2,2423.4
519,-2940.2,2423.4
519.5,-2757.7,2074.2
520,-2757.7,2074.2
520.5,-2585.6,2074.2
521,-2585.6,2074.2
521.5,-2413.3,2074.2
522,-2413.3,-15020
522.5,-2259.2,-15020
