Time (s),high-1,high-2
95.5,-5831.1,-9873.6
96,-5831.1,-9497.5
96.5,-5545.2,-9497.5
97,-5545.2,-9068.3
97.5,-5248.8,-9068.3
98,-5248.8,-8614
98.5,-5004.7,-8614
99,-5004.7,-8240.7
99.5,-4763.4,-8240.7
100,-4763.4,-7849.4
100.5,-4509,-7849.4
101,-4509,-7478.3
101.5,-4275.8,-7478.3
102,-4047.3,-7125.9
102.5,-4047.3,-6726.9
103,-3836.2,-6726.9
103.5,-3836.2,-6452.8
104,-3624.1,-6452.8
104.5,-3624.1,-6143.8
105,-3425.7,-6143.8
105.5,-3425.7,-5848.9
106,-3232.6,-5848.9
106.5,-3232.6,-5567.6
107,-3021.2,-5567.6
107.5,-3021.2,-5274.5
108,-2869.1,-5274.5
108.5,-2869.1,-5033.6
109,-2689.1,-5033.6
109.5,-2689.1,-4779.1
110,-2522.8,-4779.1
110.5,-2522.8,-4542.7
111,-2354.2,-4542.7
111.5,-2354.2,-4306.9
112,-2205.2,-4306.9
112.5,-2047,-4084.7
113,-2047,-3880.3
113.5,-1904.9,-3880.3
114,-1904.9,-3673.5
114.5,-1753.6,-3673.5
115,-1753.6,-3478.3
115.5,-1620,-3478.3
116,-1620,-3289.9
116.5,-1362.8,-3289.9
117,-1362.8,-3082.1
117.5,-1354.6,-3082.1
118,-1354.6,-2930.3
118.5,-1220.1,-2930.3
119,-1220.1,-2761.5
119.5,-1101.5,-2761.5
120,-1101.5,-2600.1
120.5,-979.6,-2600.1
121,-979.6,-2438.2
121.5,-868.3,-2438.2
122,-868.3,-2280.6
122.5,-742.6,-2280.6
123,-631.6,-2131.3
123.5,-631.6,-2131.3
124,-524.8,-1986.9
124.5,-524.8,-1986.9
125,-419.9,-1853.6
125.5,-419.9,-1709.3
126,-284.6,-1709.3
126.5,-284.6,-1583
127,-211.3,-1583
127.5,-211.3,-1449.1
128,-106.2,-1449.1
128.5,-106.2,-1325.9
129,-8.7,-1325.9
129.5,-8.7,-1202.3
130,-8.7,-1202.3
130.5,-8.7,-1085
131,178.3,-1085
131.5,178.3,-972.5
132,274.4,-972.5
132.5,274.4,-860.5
133,364.9,-860.5
133.5,454.1,-744.1
134,454.1,-643
134.5,543,-643
135,543,-540.7
135.5,639.6,-540.7
136,639.6,-452.6
136.5,713.4,-452.6
137,713.4,-336.4
137.5,807.3,-336.4
138,807.3,-236.6
138.5,885.9,-236.6
139,885.9,-144
139.5,961.2,-144
140,961.2,-37.6
140.5,1037.7,-37.6
141,1037.7,44.5
141.5,1120,44.5
142,1120,128.8
142.5,1191.5,128.8
143,1191.5,219.9
143.5,1272.7,219.9
144,1347.9,301.3
144.5,1347.9,301.3
145,1397.6,389.2
145.5,1397.6,389.2
146,1499.3,469.4
146.5,1499.3,560.3
147,1567.6,560.3
147.5,1567.6,647.3
148,1640.1,647.3
148.5,1640.1,712.3
149,1710.8,712.3
149.5,1710.8,794.9
150,1779.7,794.9
150.5,1779.7,897.9
151,1845.6,897.9
151.5,1845.6,945.9
152,1921.8,945.9
152.5,1921.8,1029.9
153,1982.8,1029.9
153.5,1982.8,1095
154,2043.8,1095
154.5,2043.8,1167.2
155,2116.4,1167.2
155.5,2160.3,1222
156,2160.3,1222
156.5,2239.5,1306.1
157,2239.5,1378.6
157.5,2296,1378.6
158,2296,1450
158.5,2357.9,1450
159,2357.9,1514.7
159.5,2421.6,1514.7
160,2421.6,1581.3
160.5,2482.9,1581.3
161,2482.9,1645.6
161.5,2540.4,1645.6
162,2540.4,1705.9
162.5,2599.6,1705.9
163,2599.6,1775.9
163.5,2656.7,1775.9
164,2656.7,1839.8
164.5,2807,1839.8
165,2807,1902.5
165.5,2807,1902.5
166,2807,1954.2
166.5,2807,1954.2
167,-12274.9,2026.4
167.5,-12274.9,2026.4
168,-12664.3,2082.6
168.5,-12664.3,2147.9
169,-12716.7,2147.9
169.5,-12716.7,2204.4
170,-12523.2,2204.4
170.5,-12523.2,2262.2
171,-12167.3,2262.2
171.5,-12167.3,2319.2
172,-11742.9,2319.2
172.5,-11742.9,2379.5
173,-11322.7,2379.5
173.5,-11322.7,2431.2
174,-10997.5,2431.2
174.5,-10997.5,2420.5
175,-10705.4,2420.5
175.5,-10705.4,2420.5
176,-10535.9,2420.5
176.5,-10535.9,2420.5
177,-10227.2,-12113.7
177.5,-10227.2,-12113.7
178,-10060.3,-12506.9
178.5,-10060.3,-12506.9
179,-9924.9,-12561.1
179.5,-9554.1,-12561.1
180,-9554.1,-12376.3
180.5,-9117.8,-12376.3
181,-9117.8,-12376.3
181.5,-8650.6,-12044.5
182,-8650.6,-11697.6
182.5,-8270.9,-11697.6
183,-8270.9,-11322.5
183.5,-7870.3,-11322.5
184,-7870.3,-10991.9
184.5,-7496.8,-10991.9
185,-7496.8,-10667.7
185.5,-7135.7,-10667.7
186,-7135.7,-10486
186.5,-6791.4,-10486
187,-6791.4,-10184.9
187.5,-6453.9,-10184.9
188,-6453.9,-10043.3
188.5,-6140.6,-10043.3
189,-6140.6,-9894.1
189.5,-5837.9,-9894.1
190,-5550.9,-9514.5
190.5,-5550.9,-9514.5
191,-5271.7,-9082.7
191.5,-5271.7,-8635.6
192,-5011.9,-8635.6
192.5,-5011.9,-8248.2
193,-4752.9,-8248.2
193.5,-4752.9,-7859.4
194,-4511.8,-7859.4
194.5,-4511.8,-7485.6
195,-4276.5,-7485.6
195.5,-4276.5,-7118.4
196,-4047.8,-7118.4
196.5,-4047.8,-6769.9
197,-3840.7,-6769.9
197.5,-3840.7,-6460.1
198,-3626.8,-6460.1
198.5,-3626.8,-6149.1
199,-3428.5,-6149.1
199.5,-3428.5,-5850.3
200,-3233.7,-5850.3
200.5,-3233.7,-5569.9
201,-3021.9,-5569.9
201.5,-3021.9,-5285.9
202,-2863.6,-5285.9
202.5,-2863.6,-5036.9
203,-2689.5,-5036.9
203.5,-2689.5,-4778.6
204,-2521.9,-4778.6
204.5,-2353.6,-4542.7
205,-2353.6,-4542.7
205.5,-2199.5,-4310.7
206,-2199.5,-4310.7
206.5,-2042.8,-4086.8
207,-2042.8,-4086.8
207.5,-1900.6,-3875.4
208,-1900.6,-3677.1
208.5,-1751.1,-3677.1
209,-1751.1,-3478
209.5,-1619.7,-3478
210,-1619.7,-3293.7
210.5,-1375,-3293.7
211,-1375,-3088.6
211.5,-1353.6,-3088.6
212,-1353.6,-2930.8
212.5,-1226.3,-2930.8
213,-1226.3,-2761.5
213.5,-1100.3,-2761.5
214,-1100.3,-2596.6
214.5,-982.8,-2596.6
215,-982.8,-2434.8
215.5,-865.4,-2434.8
216,-865.4,-2284
216.5,-751.8,-2284
217,-751.8,-2130.5
217.5,-635.5,-2130.5
218,-635.5,-1989.2
218.5,-525.3,-1989.2
219,-415.9,-1853.7
219.5,-415.9,-1853.7
220,-283,-1710
220.5,-283,-1710
221,-210.4,-1459
221.5,-210.4,-1459
222,-210.4,-1448.4
222.5,-210.4,-1325.3
223,-15.4,-1325.3
223.5,-15.4,-1201.5
224,93.7,-1201.5
224.5,93.7,-1201.5
225,177.1,-1201.5
225.5,177.1,-970.3
226,275.6,-970.3
226.5,275.6,-850.5
227,367.6,-850.5
227.5,367.6,-747.4
228,455,-747.4
228.5,455,-645
229,542.2,-645
229.5,542.2,-539.6
230,627,-539.6
230.5,627,-429.6
231,713.2,-429.6
231.5,791.4,-336.4
232,791.4,-336.4
232.5,884.4,-240.6
233,884.4,-240.6
233.5,965,-140.4
234,965,-140.4
234.5,1092,-42.4
235,1092,-42.4
235.5,1119.4,45.2
236,1119.4,45.2
236.5,1190.6,130.7
237,1190.6,219.6
237.5,1271.3,219.6
238,1271.3,310.1
238.5,1349.1,310.1
239,1349.1,384.6
239.5,1413.8,384.6
240,1413.8,470
240.5,1498.4,470
241,1498.4,556.6
241.5,1569.2,556.6
242,1569.2,633.2
242.5,1642.1,633.2
243,1642.1,712
243.5,1709.3,712
244,1709.3,795.4
244.5,1777.2,795.4
245,1777.2,897.6
245.5,1846.1,897.6
246,1846.1,952.2
246.5,1907.7,952.2
247,1981.6,1013.5
247.5,1981.6,1013.5
248,2043.3,1096
248.5,2043.3,1096
249,2108.9,1167.1
249.5,2108.9,1167.1
250,2156.9,1247.9
250.5,2156.9,1247.9
251,2230.5,1309.5
251.5,2230.5,1379.7
252,2294.3,1379.7
252.5,2294.3,1449.3
253,2358.8,1449.3
253.5,2358.8,1516.9
254,2418.8,1516.9
254.5,2418.8,1586.2
255,2483.3,1586.2
255.5,2483.3,1647.7
256,2539.6,1647.7
256.5,2539.6,1706.9
257,2599.7,1706.9
257.5,2599.7,1781.2
258,2653.4,1781.2
258.5,2653.4,1841
259,2744.7,1841
259.5,2744.7,1903.6
260,2744.7,1903.6
260.5,2744.7,1949.5
261,2744.7,1949.5
261.5,-12421.6,2024.6
262,-12421.6,2024.6
262.5,-12795.7,2086
263,-12795.7,2086
263.5,-12836.3,2146.2
264,-12836.3,2146.2
264.5,-12598.9,2203.3
265,-12598.9,2203.3
265.5,-12240.3,2258
266,-12240.3,2258
266.5,-11794.5,2321.3
267,-11794.5,2380.5
267.5,-11367.4,2380.5
268,-11367.4,2437.5
268.5,-11041.2,2437.5
269,-11041.2,2185.2
269.5,-10741.9,2185.2
270,-10741.9,2185.2
270.5,-10564.4,2185.2
271,-10564.4,2185.2
271.5,-10240.2,-12225.8
272,-10240.2,-12225.8
272.5,-10089.7,-12225.8
273,-10089.7,-12593.6
273.5,-9943.8,-12593.6
274,-9943.8,-12653.1
274.5,-9575.3,-12653.1
275,-9575.3,-12451.1
275.5,-9135.6,-12451.1
276,-9135.6,-12117.4
276.5,-8683.1,-12117.4
277,-8683.1,-11755.8
277.5,-8283.2,-11755.8
278,-7887,-11372.4
278.5,-7887,-11372.4
279,-7506.2,-11025.7
279.5,-7506.2,-11025.7
280,-7151.3,-10702.5
280.5,-7151.3,-10702.5
281,-6753.7,-10511.3
281.5,-6753.7,-10511.3
282,-6464.2,-10214.9
282.5,-6464.2,-10214.9
283,-6148.2,-10214.9
283.5,-6148.2,-10214.9
284,-5839.5,-9909.9
284.5,-5839.5,-9533.4
285,-5554.4,-9533.4
285.5,-5554.4,-9096.3
286,-5264.1,-9096.3
286.5,-5264.1,-8680.3
287,-5009.6,-8680.3
287.5,-5009.6,-8263.4
288,-4752.6,-8263.4
288.5,-4752.6,-7871.4
289,-4515.1,-7871.4
289.5,-4515.1,-7493.8
290,-4280.6,-7493.8
290.5,-4280.6,-7142.6
291,-4051.4,-7142.6
291.5,-4051.4,-7142.6
292,-3836.2,-7142.6
292.5,-3631.4,-6463.5
293,-3631.4,-6463.5
293.5,-3429.8,-6159
294,-3429.8,-6159
294.5,-3237.5,-5860.5
295,-3237.5,-5860.5
295.5,-3046.2,-5571
296,-3046.2,-5571
296.5,-2865.8,-5286.7
297,-2865.8,-5286.7
297.5,-2690.7,-5036.3
298,-2690.7,-5036.3
298.5,-2522.5,-4793.6
299,-2522.5,-4793.6
299.5,-2353.5,-4546.7
300,-2353.5,-4313.2
300.5,-2196.9,-4313.2
301,-2196.9,-4094.9
301.5,-2045.7,-4094.9
302,-2045.7,-3879.4
302.5,-1901,-3879.4
303,-1901,-3680.3
303.5,-1763.7,-3680.3
304,-1763.7,-3480.2
304.5,-1619.3,-3480.2
305,-1619.3,-3293.2
305.5,-1370.4,-3293.2
306,-1370.4,-3124
306.5,-1348,-3124
307,-1348,-2929.2
307.5,-1222.8,-2929.2
308,-1102.5,-2759.8
308.5,-1102.5,-2759.8
309,-976.7,-2597.7
309.5,-976.7,-2597.7
310,-861.7,-2435.6
310.5,-861.7,-2435.6
311,-749.5,-2285.6
311.5,-749.5,-2285.6
312,-632.3,-2132.2
312.5,-632.3,-2132.2
313,-528.9,-1989.2
313.5,-528.9,-1989.2
314,-421.8,-1847.9
314.5,-421.8,-1710.7
315,-295,-1710.7
315.5,-295,-1524.4
316,-209.7,-1524.4
316.5,-209.7,-1445.5
317,-108.5,-1445.5
317.5,-108.5,-1324.1
318,-14.2,-1324.1
318.5,-14.2,-1202.8
319,88.6,-1202.8
319.5,88.6,-1083.2
320,183.8,-1083.2
320.5,183.8,-968.2
321,277.2,-968.2
321.5,277.2,-855.8
322,365.8,-855.8
322.5,455.3,-743.8
323,455.3,-743.8
323.5,542.7,-640.1
324,542.7,-640.1
324.5,624.8,-535.6
325,624.8,-535.6
325.5,714.7,-466.9
326,714.7,-466.9
326.5,805.6,-336.4
327,805.6,-336.4
327.5,878.9,-239.4
328,878.9,-239.4
328.5,959.8,-147.1
329,959.8,-147.1
329.5,1064.8,-46.3
330,1064.8,46.9
330.5,1119.9,46.9
331,1119.9,132
331.5,1199.9,132
332,1199.9,221.2
332.5,1275.9,221.2
333,1275.9,302.9
333.5,1348.1,302.9
334,1348.1,391.6
334.5,1399.1,391.6
335,1399.1,482.7
335.5,1496.6,482.7
336,1496.6,557.3
336.5,1569.6,557.3
337,1569.6,638
337.5,1641.4,638
338,1711.4,715.5
338.5,1711.4,715.5
339,1783.6,792.7
339.5,1783.6,792.7
340,1848.4,920.7
340.5,1848.4,920.7
341,1918.4,945.2
341.5,1918.4,945.2
342,1979.3,1023
342.5,1979.3,1023
343,2047.9,1095.2
343.5,2047.9,1095.2
344,2102.6,1170.6
344.5,2102.6,1170.6
345,2164.9,1238.8
345.5,2164.9,1311.1
346,2236.1,1311.1
346.5,2236.1,1381.5
347,2300.6,1381.5
347.5,2300.6,1448.7
348,2360.7,1448.7
348.5,2360.7,1514.9
349,2425.1,1514.9
349.5,2425.1,1585.1
350,2483.5,1585.1
350.5,2483.5,1645
351,2538.6,1645
351.5,2538.6,1704.9
352,2600,1704.9
352.5,2655.8,1785.5
353,2655.8,1785.5
353.5,2436.2,1842.7
354,2436.2,1842.7
354.5,2436.2,1906.6
355,2436.2,1906.6
355.5,2436.2,1959.4
356,-12524.7,1959.4
356.5,-12524.7,2025.8
357,-12524.7,2025.8
357.5,-12894.6,2084.8
358,-12894.6,2084.8
358.5,-12909.7,2147.3
359,-12909.7,2147.3
359.5,-12670,2204.4
360,-12670,2267.1
360.5,-12314.2,2267.1
361,-12314.2,2322.1
361.5,-11828.7,2322.1
362,-11828.7,2378.7
362.5,-11403.9,2378.7
363,-11403.9,2432.2
363.5,-11063.8,2432.2
364,-11063.8,2439.7
364.5,-10769,2439.7
365,-10769,2439.7
365.5,-10580.4,2439.7
366,-10580.4,2439.7
366.5,-10268.9,-12445.3
367,-10268.9,-12445.3
367.5,-10097.9,-12801.9
368,-10097.9,-12801.9
368.5,-9956.4,-12801.9
369,-9594.7,-12821.9
369.5,-9594.7,-12821.9
370,-9145.9,-12598.1
370.5,-9145.9,-12598.1
371,-8699.9,-12237.5
371.5,-8699.9,-12237.5
372,-8297.3,-11840.4
372.5,-8297.3,-11840.4
373,-7897.3,-11461.1
373.5,-7897.3,-11461.1
374,-7515.6,-11098.2
374.5,-7515.6,-11098.2
375,-7152,-10754.4
375.5,-7152,-10754.4
376,-6743.9,-10558.4
376.5,-6743.9,-10558.4
377,-6472.7,-10252
377.5,-6472.7,-10094.2
378,-6153.5,-10094.2
378.5,-6153.5,-10094.2
379,-5843.9,-10094.2
379.5,-5843.9,-9556.4
380,-5562.3,-9556.4
380.5,-5562.3,-9123.1
381,-5265.5,-9123.1
381.5,-5265.5,-8687.7
382,-5017.7,-8687.7
382.5,-5017.7,-8285.5
383,-4765.1,-8285.5
383.5,-4765.1,-7888.7
384,-4515.8,-7888.7
384.5,-4284.7,-7514.1
385,-4284.7,-7514.1
385.5,-4054.4,-7151.9
386,-4054.4,-7151.9
386.5,-3839.8,-6760.3
387,-3839.8,-6760.3
387.5,-3636.6,-6471.2
388,-3636.6,-6471.2
388.5,-3432.2,-6165.9
389,-3432.2,-6165.9
389.5,-3240.7,-5862.7
390,-3240.7,-5862.7
390.5,-3069.7,-5586
391,-3069.7,-5586
391.5,-2868,-5318.3
392,-2868,-5318.3
392.5,-2691.2,-5046.6
393,-2691.2,-4792.1
393.5,-2526.3,-4792.1
394,-2526.3,-4553.2
394.5,-2363.2,-4553.2
395,-2363.2,-4317
395.5,-2197.9,-4317
396,-2197.9,-4099.7
396.5,-2048.1,-4099.7
397,-2048.1,-3888.1
397.5,-1903.7,-3888.1
398,-1763.3,-3680.7
398.5,-1763.3,-3680.7
399,-1621.8,-3486
399.5,-1621.8,-3486
400,-1395.4,-3296.8
400.5,-1395.4,-3296.8
401,-1353,-3076.1
401.5,-1353,-3076.1
402,-1230.5,-2935.3
402.5,-1230.5,-2935.3
403,-1101.7,-2764.3
403.5,-1101.7,-2764.3
404,-976.2,-2596.5
404.5,-976.2,-2596.5
405,-856.4,-2438.6
405.5,-856.4,-2438.6
406,-742.7,-2284.1
406.5,-742.7,-2284.1
407,-636.8,-2134
407.5,-636.8,-1989.3
408,-522.4,-1989.3
408.5,-522.4,-1842.8
409,-417.9,-1842.8
409.5,-417.9,-1710.6
410,-305.7,-1710.6
410.5,-305.7,-1586.7
411,-210.9,-1586.7
411.5,-210.9,-1448.5
412,-112.1,-1448.5
412.5,-112.1,-1325.8
413,-14.1,-1325.8
413.5,75.3,-1206
414,75.3,-1206
414.5,178.1,-1083
415,178.1,-1083
415.5,276.5,-970
416,276.5,-970
416.5,365.7,-850.1
417,365.7,-850.1
417.5,455.2,-748.2
418,455.2,-748.2
418.5,547.5,-642.5
419,547.5,-642.5
419.5,627.5,-535.3
420,627.5,-535.3
420.5,716.7,-460.2
421,716.7,-460.2
421.5,791.8,-334
422,791.8,-334
422.5,882.6,-236.6
423,882.6,-236.6
423.5,960.7,-138.8
424,960.7,-60.7
424.5,1067.2,-60.7
425,1067.2,40.3
425.5,1119.9,40.3
426,1119.9,130.2
426.5,1199.9,130.2
427,1199.9,223
427.5,1274,223
428,1351.4,310.1
428.5,1351.4,310.1
429,1400.8,394
429.5,1400.8,394
430,1496.5,471.2
430.5,1496.5,471.2
431,1569.2,559.9
431.5,1569.2,559.9
432,1644.1,632.1
432.5,1644.1,632.1
433,1709.4,722.9
433.5,1709.4,722.9
434,1783.3,797.7
434.5,1783.3,797.7
435,1850.4,900.4
435.5,1850.4,900.4
436,1918.5,952.8
436.5,1918.5,952.8
437,1974,1031.1
437.5,1974,1096.6
438,2049.1,1096.6
438.5,2049.1,1168.8
439,2121.7,1168.8
439.5,2121.7,1230.8
440,2162.6,1230.8
440.5,2162.6,1312.5
441,2237.8,1312.5
441.5,2300,1381.9
442,2300,1381.9
442.5,2359.6,1449.2
443,2359.6,1449.2
443.5,2417,1518.2
444,2417,1518.2
444.5,2482.3,1581.5
445,2482.3,1581.5
445.5,2540.2,1648.4
446,2540.2,1648.4
446.5,2596.4,1707.4
447,2596.4,1707.4
447.5,2652.9,1775.3
448,2652.9,1775.3
448.5,2404.5,1843.8
449,2404.5,1843.8
449.5,2404.5,1909.3
450,2404.5,1909.3
450.5,2404.5,1965.8
451,-12568.1,1965.8
451.5,-12568.1,2029.2
452,-12940.1,2029.2
452.5,-12940.1,2089.4
453,-12957.4,2089.4
453.5,-12957.4,2148
454,-12957.4,2208.3
454.5,-12709.3,2208.3
455,-12709.3,2262.1
455.5,-12322.5,2262.1
456,-12322.5,2322.9
456.5,-11865.2,2322.9
457,-11865.2,2379.3
457.5,-11423.8,2379.3
458,-11084.9,2437.6
458.5,-11084.9,2437.6
459,-10781.7,2418.4
459.5,-10781.7,2418.4
460,-10590.3,2418.4
460.5,-10590.3,2418.4
461,-10266,2418.4
461.5,-10266,-12654.6
462,-10103.7,-12654.6
462.5,-10103.7,-12982.3
463,-9970.2,-12982.3
463.5,-9970.2,-12989.1
464,-9596.9,-12989.1
464.5,-9596.9,-12989.1
465,-9157.5,-12737.6
465.5,-9157.5,-12737.6
466,-8722.6,-12351.4
466.5,-8722.6,-12351.4
467,-8303.7,-11917.6
467.5,-8303.7,-11917.6
468,-7901.6,-11530.5
468.5,-7901.6,-11530.5
469,-7520.2,-11151.5
469.5,-7520.2,-10810.3
470,-7157.7,-10810.3
470.5,-7157.7,-10615.9
471,-6762.9,-10615.9
471.5,-6762.9,-10285.5
472,-6470.7,-10285.5
472.5,-6153.5,-10128.2
473,-6153.5,-10128.2
473.5,-5855.1,-9971.7
474,-5855.1,-9971.7
474.5,-5559.3,-9586.4
475,-5559.3,-9586.4
475.5,-5298.5,-9144.4
476,-5298.5,-9144.4
476.5,-5019.8,-8730.9
477,-5019.8,-8730.9
477.5,-4756.5,-8305.1
478,-4756.5,-8305.1
478.5,-4514.8,-7906.4
479,-4514.8,-7906.4
479.5,-4286,-7528.8
480,-4286,-7528.8
480.5,-4054.8,-7163.5
481,-4054.8,-7163.5
481.5,-3846.5,-6783.5
482,-3846.5,-6783.5
482.5,-3634.2,-6492
483,-3634.2,-6492
483.5,-3435.9,-6177.3
484,-3435.9,-6177.3
484.5,-3239.7,-5878.6
485,-3239.7,-5591.4
485.5,-3022.6,-5591.4
486,-3022.6,-5310.9
486.5,-2866.9,-5310.9
487,-2694.1,-5054
487.5,-2694.1,-5054
488,-2526.3,-4793.9
488.5,-2526.3,-4793.9
489,-2355.7,-4562.5
489.5,-2355.7,-4562.5
490,-2205.1,-4326.6
490.5,-2205.1,-4326.6
491,-2052.8,-4104
491.5,-2052.8,-4104
492,-1903.9,-3887.9
492.5,-1903.9,-3887.9
493,-1763,-3687.3
493.5,-1763,-3687.3
494,-1618.1,-3488.9
494.5,-1618.1,-3488.9
495,-1388.2,-3301.2
495.5,-1388.2,-3301.2
496,-1353.8,-3081.5
496.5,-1353.8,-3081.5
497,-1229.2,-2938
497.5,-1229.2,-2938
498,-1105.7,-2767.7
498.5,-1105.7,-2767.7
499,-981.5,-2601.9
499.5,-981.5,-2443
500,-863.5,-2443
500.5,-863.5,-2289.2
501,-742.3,-2289.2
501.5,-637.6,-2138.6
502,-637.6,-2138.6
502.5,-528.5,-1993
503,-528.5,-1993
503.5,-420.3,-1856.1
504,-420.3,-1856.1
504.5,-342.9,-1715.1
505,-342.9,-1715.1
505.5,-211.3,-1456.4
506,-211.3,-1456.4
506.5,-108.5,-1452.1
507,-108.5,-1452.1
507.5,-16.5,-1328.1
508,-16.5,-1328.1
508.5,74.1,-1207.3
509,74.1,-1207.3
509.5,181.9,-1086.8
510,181.9,-1086.8
510.5,275.3,-971.9
511,275.3,-971.9
511.5,365.3,-971.9
512,365.3,-971.9
512.5,456.3,-748.4
513,456.3,-748.4
513.5,538.5,-644.1
514,538.5,-539.3
514.5,636.1,-539.3
515,636.1,-539.3
515.5,715.3,-539.3
516,808.1,-336.4
516.5,808.1,-336.4
517,879.6,-237.4
517.5,879.6,-237.4
518,963.2,-142.4
