Time (s),high-1,high-2
45,2818.1,-2029.9
45.5,2818.1,-1889.7
46,2818.1,-1889.7
46.5,2818.1,-1748.2
47,2818.1,-1468.1
47.5,-18774,-1468.1
48,-18774,-1481.1
48.5,-18136.8,-1481.1
49,-18136.8,-1358.6
49.5,-17205.2,-1358.6
50,-17205.2,-1229.4
50.5,-16165.5,-1229.4
51,-16165.5,-1107.5
51.5,-16165.5,-1107.5
52,-15113.8,-995.9
52.5,-14055.1,-995.9
53,-14055.1,-882.7
53.5,-13124.1,-882.7
54,-13124.1,-763.5
54.5,-12465.8,-763.5
55,-12465.8,-662.5
55.5,-11938.6,-662.5
56,-11938.6,-553.6
56.5,-11570.4,-553.6
57,-11570.4,-428.9
57.5,-11089.7,-428.9
58,-11089.7,-353
58.5,-10839.2,-353
59,-10839.2,-254.7
59.5,-10600.6,-254.7
60,-10600.6,-151
60.5,-10176.6,-151
61,-10176.6,-65.2
61.5,-9679.9,-65.2
62,-9679.9,27.2
62.5,-9191.4,119.8
63,-9191.4,119.8
63.5,-8729.5,209.6
64,-8729.5,209.6
64.5,-8284.4,294.1
65,-8284.4,294.1
65.5,-7861.8,386.6
66,-7861.8,386.6
66.5,-7466.2,465
67,-7075.5,465
67.5,-7075.5,543.6
68,-6720.6,543.6
68.5,-6720.6,628.4
69,-6381.1,628.4
69.5,-6381.1,709
70,-6048.6,709
70.5,-6048.6,785.9
71,-5743.6,785.9
71.5,-5743.6,884.4
72,-5434,884.4
72.5,-5434,934.2
73,-5167.8,934.2
73.5,-5167.8,1010
74,-4898.4,1010
74.5,-4898.4,1086.4
75,-4639.6,1086.4
75.5,-4639.6,1158.8
76,-4391.5,1158.8
76.5,-4391.5,1205.2
77,-4165.9,1300.5
77.5,-4165.9,1300.5
78,-3937.4,1369.5
78.5,-3937.4,1369.5
79,-3721,1436.7
79.5,-3721,1436.7
80,-3507,1505.2
80.5,-3507,1505.2
81,-3305.7,1575.6
81.5,-3111.6,1575.6
82,-3111.6,1640.5
82.5,-2924.3,1640.5
83,-2924.3,1699.1
83.5,-2742.1,1699.1
84,-2742.1,1775.2
84.5,-2572.9,1775.2
85,-2572.9,1828.8
85.5,-2400.2,1828.8
86,-2400.2,1895.1
86.5,-2250.5,1895.1
87,-2250.5,1949.1
87.5,-2087.3,1949.1
88,-2087.3,2016.7
88.5,-1937.4,2016.7
89,-1937.4,2082
89.5,-1793,2082
90,-1793,2134.8
90.5,-1646.7,2134.8
91,-1646.7,2194.1
91.5,-1413.4,2194.1
92,-1413.4,2254.4
92.5,-1372.1,2309.7
93,-1372.1,2309.7
93.5,-1248.5,2365.4
94,-1248.5,2365.4
94.5,-1118.9,2419.7
95,-1118.9,2419.7
95.5,-996.2,2566
96,-996.2,2566
96.5,-872.4,2566
97,-755.8,2566
97.5,-755.8,2566
98,-646.5,-16369.4
98.5,-646.5,-16369.4
99,-543,-16369.4
99.5,-543,-16177.1
100,-427.7,-16177.1
100.5,-427.7,-15652.4
101,-347.4,-15652.4
101.5,-347.4,-14931.3
102,-215.2,-14931.3
102.5,-215.2,-14135.8
103,-116.4,-14135.8
103.5,-116.4,-13373.9
104,-11.9,-13373.9
104.5,-11.9,-12676.9
105,83.6,-12676.9
105.5,83.6,-12061.2
106,182,-12061.2
106.5,182,-11580.6
107,274.4,-11580.6
107.5,274.4,-11265.1
108,362.6,-11265.1
108.5,362.6,-10830.9
109,453.2,-10830.9
109.5,453.2,-10599.9
110,538,-10398.8
110.5,627.5,-10398.8
111,627.5,-9988.3
111.5,715.7,-9988.3
112,715.7,-9514.2
112.5,791.2,-9514.2
113,791.2,-9043.4
113.5,883.9,-9043.4
114,883.9,-8606.2
114.5,961,-8606.2
115,961,-8181.3
115.5,1023.8,-8181.3
116,1023.8,-7775
116.5,1123.2,-7775
117,1123.2,-7386
117.5,1197.9,-7386
118,1197.9,-7013.5
118.5,1276.8,-7013.5
119,1276.8,-6672.3
119.5,1353,-6672.3
120,1353,-6347
120.5,1454.4,-6347
121,1454.4,-6024.7
121.5,1499.9,-6024.7
122,1499.9,-5732.7
122.5,1572.8,-5732.7
123,1572.8,-5451.8
123.5,1645.8,-5451.8
124,1645.8,-5169.1
124.5,1712.1,-5169.1
125,1712.1,-4898.2
125.5,1782.9,-4659.2
126,1855.4,-4659.2
126.5,1855.4,-4417.6
127,1928.9,-4417.6
127.5,1928.9,-4194.4
128,1991.1,-4194.4
128.5,1991.1,-4194.4
129,2050.7,-4194.4
129.5,2050.7,-3758.3
130,2122.1,-3758.3
130.5,2122.1,-3553.1
131,2167.7,-3553.1
131.5,2167.7,-3359.7
132,2242.3,-3359.7
132.5,2242.3,-3139.5
133,2308.4,-3139.5
133.5,2308.4,-2994.2
134,2365.8,-2994.2
134.5,2365.8,-2817.5
135,2428.1,-2817.5
135.5,2428.1,-2653.2
136,2481.1,-2653.2
136.5,2481.1,-2484.3
137,2545.3,-2484.3
137.5,2545.3,-2332.8
138,2603.7,-2332.8
138.5,2603.7,-2178.7
139,2662,-2178.7
139.5,2662,-2032
140,2884.7,-2032
140.5,2884.7,-1895.9
141,2884.7,-1749.3
141.5,2884.7,-1749.3
142,2884.7,-1581.8
142.5,-18779.7,-1581.8
143,-18779.7,-1478.1
143.5,-18148.1,-1478.1
144,-18148.1,-1355
144.5,-17224.9,-1355
145,-17224.9,-1231.3
145.5,-16188.3,-1231.3
146,-16188.3,-1109.5
146.5,-15127.9,-1109.5
147,-15127.9,-992.5
147.5,-14078.7,-992.5
148,-14078.7,-872.1
148.5,-13158.6,-872.1
149,-13158.6,-771.5
149.5,-12461.8,-771.5
150,-12461.8,-660.7
150.5,-11947.7,-660.7
151,-11947.7,-556.9
151.5,-11568.2,-556.9
152,-11568.2,-481.6
152.5,-11098.1,-481.6
153,-11098.1,-353.4
153.5,-10830.1,-353.4
154,-10830.1,-254.4
154.5,-10604.3,-254.4
155,-10604.3,-153.8
155.5,-10174.2,-153.8
156,-10174.2,-54.6
156.5,-9682.1,26.8
157,-9682.1,26.8
157.5,-9210.7,121.8
158,-9210.7,121.8
158.5,-8727.7,209.3
159,-8284.6,209.3
159.5,-8284.6,296.5
160,-7863.5,296.5
160.5,-7863.5,374.1
161,-7471,374.1
161.5,-7471,472
162,-7100.8,472
162.5,-7100.8,547.3
163,-6721.3,547.3
163.5,-6721.3,626.5
164,-6379.6,626.5
164.5,-6379.6,705
165,-6049,705
165.5,-6049,782.1
166,-5745.2,782.1
166.5,-5745.2,893.9
167,-5437.8,893.9
167.5,-5437.8,938
168,-5167.6,938
168.5,-5167.6,1005.8
169,-4893.7,1005.8
169.5,-4893.7,1083.2
170,-4642,1083.2
170.5,-4642,1158.1
171,-4398.2,1158.1
171.5,-4398.2,1221.5
172,-4169.6,1303.7
172.5,-3941.4,1303.7
173,-3941.4,1369.6
173.5,-3717.4,1369.6
174,-3717.4,1435.7
174.5,-3507.5,1435.7
175,-3507.5,1504
175.5,-3306.9,1504
176,-3306.9,1569.9
176.5,-3109.4,1569.9
177,-3109.4,1637.5
177.5,-2927,1637.5
178,-2927,1692.1
178.5,-2745.6,1692.1
179,-2745.6,1764.2
179.5,-2575.1,1764.2
180,-2575.1,1831.1
180.5,-2403.8,1831.1
181,-2403.8,1889.1
181.5,-2251.3,1889.1
182,-2251.3,1938.5
182.5,-2086.2,1938.5
183,-2086.2,2011.5
183.5,-1936.8,2011.5
184,-1936.8,2081.4
184.5,-1796.8,2081.4
185,-1796.8,2135.4
185.5,-1646.3,2135.4
186,-1646.3,2190.8
186.5,-1479.6,2190.8
187,-1479.6,2240.8
187.5,-1379.2,2309.5
188,-1246.8,2309.5
188.5,-1246.8,2367.4
189,-1121.1,2367.4
189.5,-1121.1,2418.2
190,-999.3,2418.2
190.5,-999.3,2576.6
191,-883.3,2576.6
191.5,-883.3,2576.6
192,-761.3,2576.6
192.5,-761.3,2576.6
193,-648.8,-16443
193.5,-648.8,-16443
194,-537.2,-16443
194.5,-537.2,-16225.1
195,-427,-16225.1
195.5,-427,-15698
196,-301.7,-15698
196.5,-301.7,-14965.5
197,-214.8,-14965.5
197.5,-214.8,-14173.8
198,-116.8,-14173.8
198.5,-116.8,-13377
199,-22.4,-13377
199.5,-22.4,-12691.2
200,76.3,-12691.2
200.5,76.3,-12072.6
201,176.4,-12072.6
201.5,176.4,-11592.3
202,269.4,-11592.3
202.5,269.4,-11280
203,364.1,-11280
203.5,451.8,-10842.9
204,451.8,-10842.9
204.5,540.1,-10604.7
205,540.1,-10604.7
205.5,621.6,-10402.8
206,621.6,-9990.7
206.5,715.7,-9990.7
207,715.7,-9522
207.5,796.3,-9522
208,796.3,-9076
208.5,884.4,-9076
209,884.4,-8606.3
209.5,964.7,-8606.3
210,964.7,-8184.8
210.5,1066.9,-8184.8
211,1066.9,-7778.7
211.5,1124.8,-7778.7
212,1124.8,-7392.4
212.5,1194.2,-7392.4
213,1194.2,-7013.1
213.5,1278.2,-7013.1
214,1278.2,-6677.8
214.5,1350.9,-6677.8
215,1350.9,-6351.4
215.5,1436.7,-6351.4
216,1436.7,-6030.6
216.5,1503.9,-6030.6
217,1503.9,-5737.1
217.5,1572.3,-5737.1
218,1572.3,-5449.2
218.5,1647.9,-5449.2
219,1647.9,-5176.3
219.5,1712.3,-5176.3
220,1785.1,-4915.4
220.5,1785.1,-4660.7
221,1848.4,-4660.7
221.5,1848.4,-4417.8
222,1913.9,-4417.8
222.5,1913.9,-4196.4
223,1977.4,-4196.4
223.5,1977.4,-4196.4
224,2052.5,-4196.4
224.5,2052.5,-3761.1
225,2122.7,-3761.1
225.5,2122.7,-3554.8
226,2166,-3554.8
226.5,2166,-3361.4
227,2241.7,-3361.4
227.5,2241.7,-3141.4
228,2303.9,-3141.4
228.5,2303.9,-2990.4
229,2366.2,-2990.4
229.5,2366.2,-2818
230,2428.6,-2818
230.5,2428.6,-2649.6
231,2489.3,-2649.6
231.5,2489.3,-2486.9
232,2542.6,-2486.9
232.5,2542.6,-2331.1
233,2603.7,-2331.1
233.5,2660.2,-2176.7
234,2660.2,-2176.7
234.5,2785,-2031.5
235,2785,-2031.5
235.5,2785,-1891.9
236,2785,-1891.9
236.5,2785,-1891.9
237,-18815,-1503.8
237.5,-18815,-1503.8
238,-18815,-1481.6
238.5,-18179.8,-1481.6
239,-18179.8,-1481.6
239.5,-17231,-1481.6
240,-17231,-1232.6
240.5,-16214.7,-1232.6
241,-16214.7,-1109.5
241.5,-15135.3,-1109.5
242,-15135.3,-998.4
242.5,-14095.7,-998.4
243,-14095.7,-883.5
243.5,-13154.5,-883.5
244,-13154.5,-766.6
244.5,-12471.7,-766.6
245,-12471.7,-662
245.5,-11953.3,-662
246,-11953.3,-555.4
246.5,-11571.4,-555.4
247,-11571.4,-475.3
247.5,-11101.9,-475.3
248,-11101.9,-352.2
248.5,-10834.6,-352.2
249,-10834.6,-257.1
249.5,-10604.4,-257.1
250,-10604.4,-163.7
250.5,-10185.9,-163.7
251,-9687.2,-67.8
251.5,-9687.2,30.9
252,-9202.1,30.9
252.5,-9202.1,117.2
253,-8732.3,117.2
253.5,-8732.3,207.3
254,-8289.3,207.3
254.5,-8289.3,293.8
255,-7869.9,293.8
255.5,-7869.9,370.4
256,-7869.9,370.4
256.5,-7869.9,456.5
257,-7072.6,456.5
257.5,-7072.6,544.8
258,-6723.5,544.8
258.5,-6723.5,628.2
259,-6387.7,628.2
259.5,-6387.7,701.9
260,-6055.2,701.9
260.5,-6055.2,783.6
261,-5746.3,783.6
261.5,-5746.3,888.7
262,-5428.2,888.7
262.5,-5428.2,939.4
263,-5168.8,939.4
263.5,-5168.8,1005.5
264,-4899.5,1005.5
264.5,-4899.5,1084.9
265,-4643.5,1084.9
265.5,-4395.1,1157.4
266,-4395.1,1157.4
266.5,-4168.2,1243.5
267,-4168.2,1300.7
267.5,-3936.3,1300.7
268,-3936.3,1369.7
268.5,-3720.6,1369.7
269,-3720.6,1442
269.5,-3510.3,1442
270,-3510.3,1509.1
270.5,-3308.5,1509.1
271,-3308.5,1569.9
271.5,-3115.7,1569.9
272,-3115.7,1638.7
272.5,-2928.1,1638.7
273,-2928.1,1707.7
273.5,-2744.9,1707.7
274,-2744.9,1772.3
274.5,-2573.4,1772.3
275,-2573.4,1829.9
275.5,-2399.6,1829.9
276,-2399.6,1886.2
276.5,-2241.2,1886.2
277,-2241.2,1949.7
277.5,-2086.6,1949.7
278,-2086.6,2012.7
278.5,-1937.1,2012.7
279,-1937.1,2075.2
279.5,-1797.7,2075.2
280,-1797.7,2135.5
280.5,-1647,2135.5
281,-1422.3,2194.1
281.5,-1422.3,2194.1
282,-1377.8,2256.5
282.5,-1377.8,2309.6
283,-1246,2309.6
283.5,-1246,2369.2
284,-1122.9,2369.2
284.5,-1122.9,2423.1
285,-997.9,2423.1
285.5,-997.9,2494.2
286,-875,2494.2
286.5,-875,2494.2
287,-761.6,2494.2
287.5,-761.6,2494.2
288,-649.7,-16458.8
288.5,-649.7,-16458.8
289,-534.8,-16458.8
289.5,-534.8,-16257.4
290,-429.3,-16257.4
290.5,-429.3,-15712
291,-306.9,-15712
291.5,-306.9,-14966.8
292,-218.3,-14966.8
292.5,-218.3,-14181.5
293,-117.2,-14181.5
293.5,-117.2,-13378.7
294,-17.7,-13378.7
294.5,-17.7,-12692.5
295,78.6,-12692.5
295.5,176.9,-12063.6
296,176.9,-12063.6
296.5,270.2,-11604.7
297,270.2,-11604.7
297.5,362.6,-11282.1
298,362.6,-11282.1
298.5,448.1,-10848.9
299,448.1,-10848.9
299.5,539.5,-10612.1
300,539.5,-10403.3
300.5,634.7,-10403.3
301,634.7,-9997.9
301.5,708.9,-9997.9
302,708.9,-9522.3
302.5,801.9,-9522.3
303,801.9,-9054.5
303.5,885.9,-9054.5
304,885.9,-8605
304.5,960,-8605
305,960,-8181.6
305.5,1063.9,-8181.6
306,1063.9,-7779.6
306.5,1119,-7779.6
307,1119,-7400
307.5,1192.6,-7400
308,1192.6,-7022.2
308.5,1276.1,-7022.2
309,1276.1,-6675.5
309.5,1352.3,-6675.5
310,1352.3,-6351.8
310.5,1459.3,-6351.8
311,1501.7,-6035.2
311.5,1501.7,-6035.2
312,1573.4,-5735.5
312.5,1573.4,-5735.5
313,1647.3,-5428.1
313.5,1647.3,-5428.1
314,1715,-5174.7
314.5,1715,-5174.7
315,1780.4,-4912.1
315.5,1780.4,-4912.1
316,1847.8,-4663.2
316.5,1847.8,-4420.7
317,1928.9,-4420.7
317.5,1928.9,-4191.5
318,1977.9,-4191.5
318.5,1977.9,-3973.8
319,2049,-3973.8
319.5,2049,-3760.2
320,2107.9,-3760.2
320.5,2107.9,-3557.4
321,2164.9,-3557.4
321.5,2164.9,-3359.3
322,2237.8,-3359.3
322.5,2237.8,-3173.8
323,2305.6,-3173.8
323.5,2305.6,-2997
324,2366.8,-2997
324.5,2366.8,-2816.3
325,2424.7,-2816.3
325.5,2424.7,-2652.3
326,2476.8,-2652.3
326.5,2547.1,-2488.9
327,2547.1,-2488.9
327.5,2605.3,-2335.5
328,2605.3,-2335.5
328.5,2660.8,-2176.3
329,2660.8,-2176.3
329.5,2895.9,-2031.9
330,2895.9,-2031.9
330.5,2895.9,-1892.6
331,2895.9,-1892.6
331.5,2895.9,-1750.2
332,-18851.1,-1750.2
332.5,-18851.1,-1534.8
333,-18851.1,-1480.5
333.5,-18210.8,-1480.5
334,-18210.8,-1355.7
334.5,-17285.6,-1355.7
335,-17285.6,-1233.8
335.5,-16224.8,-1233.8
336,-16224.8,-1111.3
336.5,-15174.8,-1111.3
337,-15174.8,-997.9
337.5,-14102.6,-997.9
338,-14102.6,-873
338.5,-13170.1,-873
339,-13170.1,-772.1
339.5,-12467.6,-772.1
340,-12467.6,-659.5
340.5,-11957.3,-659.5
341,-11957.3,-556.1
341.5,-11583,-556.1
342,-11583,-484.1
342.5,-11108.5,-484.1
343,-11108.5,-354.5
343.5,-10840.5,-354.5
344,-10840.5,-254.7
344.5,-10610.4,-254.7
345,-10610.4,-160.5
345.5,-10186.8,-160.5
346,-9689.8,-67.5
346.5,-9689.8,-67.5
347,-9205.1,30
347.5,-9205.1,30
348,-8731.3,116.3
348.5,-8731.3,116.3
349,-8286.2,206.5
349.5,-8286.2,293.8
350,-7873.7,293.8
350.5,-7873.7,377.6
351,-7470.2,377.6
351.5,-7470.2,459.7
352,-7082.2,459.7
352.5,-7082.2,547.6
353,-6726.2,547.6
353.5,-6726.2,626.9
354,-6384.7,626.9
354.5,-6384.7,705
355,-6052.1,705
355.5,-6052.1,781.1
356,-5750.6,781.1
356.5,-5750.6,827.1
357,-5445.6,827.1
357.5,-5445.6,933.9
358,-5170.2,933.9
358.5,-5170.2,1009.4
359,-4895.1,1009.4
359.5,-4895.1,1084
360,-4645,1084
360.5,-4396.2,1157.4
361,-4396.2,1157.4
361.5,-4162.3,1264.9
362,-4162.3,1264.9
362.5,-3933.1,1296.7
363,-3933.1,1296.7
363.5,-3720.7,1368.6
364,-3720.7,1439.1
364.5,-3510.7,1439.1
365,-3510.7,1501.4
365.5,-3311.1,1501.4
366,-3311.1,1567.3
366.5,-3138,1567.3
367,-3138,1636.3
367.5,-2928.7,1636.3
368,-2928.7,1695.7
368.5,-2747.1,1695.7
369,-2747.1,1769.4
369.5,-2573.7,1769.4
370,-2573.7,1830.6
370.5,-2402.6,1830.6
371,-2402.6,1886.8
371.5,-2245.5,1886.8
372,-2245.5,1938.5
372.5,-2086.9,1938.5
373,-2086.9,2012.6
373.5,-1939.7,2012.6
374,-1939.7,2071.2
374.5,-1784.5,2071.2
375,-1646.6,2135.4
375.5,-1646.6,2135.4
376,-1400.8,2193
376.5,-1400.8,2193
377,-1380.7,2251.9
377.5,-1380.7,2251.9
378,-1252.5,2307.9
378.5,-1252.5,2307.9
379,-1121.1,2365.8
379.5,-1121.1,2365.8
380,-1002,2417.6
380.5,-1002,2620.6
381,-885.1,2620.6
381.5,-885.1,2620.6
382,-758.9,2620.6
382.5,-758.9,2620.6
383,-648,-16449.2
383.5,-648,-16449.2
384,-540.6,-16449.2
384.5,-540.6,-16249.4
385,-430.1,-16249.4
385.5,-430.1,-15702.3
386,-291.7,-15702.3
386.5,-291.7,-14983.2
387,-222.2,-14983.2
387.5,-222.2,-14182.4
388,-117.2,-14182.4
388.5,-117.2,-13381.6
389,-16.6,-13381.6
389.5,-16.6,-12693.1
390,83.2,-12693.1
390.5,83.2,-12072.5
391,179.9,-12072.5
391.5,268.2,-11599.7
392,268.2,-11599.7
392.5,363.7,-11280
393,363.7,-11280
393.5,449.8,-10847.5
394,449.8,-10847.5
394.5,541.5,-10609.3
395,541.5,-10609.3
395.5,637.3,-10403
396,637.3,-10403
396.5,710.2,-9996.9
397,710.2,-9996.9
397.5,788.5,-9521.8
398,788.5,-9521.8
398.5,876.9,-9077.2
399,876.9,-8614.1
399.5,959.7,-8614.1
400,959.7,-8186
400.5,1080.8,-8186
401,1080.8,-7783.1
401.5,1121.6,-7783.1
402,1121.6,-7392.5
402.5,1196,-7392.5
403,1196,-7034.4
403.5,1275.9,-7034.4
404,1275.9,-6677.9
404.5,1351.4,-6677.9
405,1351.4,-6351.1
405.5,1443.4,-6351.1
406,1499.3,-6032.9
406.5,1499.3,-6032.9
407,1570.1,-5732.7
407.5,1570.1,-5732.7
408,1644.6,-5429.1
408.5,1644.6,-5429.1
409,1713.4,-5175.7
409.5,1713.4,-5175.7
410,1780.4,-4915.5
410.5,1780.4,-4915.5
411,1849.5,-4662.2
411.5,1849.5,-4662.2
412,1920.2,-4423.3
412.5,1920.2,-4423.3
413,1987.4,-4196.4
413.5,1987.4,-4196.4
414,2051.3,-3970.9
414.5,2051.3,-3763.2
415,2112.9,-3763.2
415.5,2112.9,-3555.7
416,2163.7,-3555.7
416.5,2163.7,-3365.1
417,2240.6,-3365.1
417.5,2240.6,-3167.7
418,2301.7,-3167.7
418.5,2301.7,-2994.2
419,2363,-2994.2
419.5,2363,-2818.5
420,2420.8,-2818.5
420.5,2420.8,-2650.3
421,2489.8,-2650.3
421.5,2543.5,-2491.2
422,2543.5,-2491.2
422.5,2600.8,-2336.2
423,2600.8,-2336.2
423.5,2660.8,-2180.4
424,2660.8,-2180.4
424.5,2721.7,-2033.8
425,2721.7,-2033.8
425.5,2721.7,-1898
426,2721.7,-1898
426.5,2721.7,-1748.9
427,-18870.3,-1748.9
427.5,-18870.3,-1495.3
428,-18870.3,-1495.3
428.5,-18244.6,-1480.8
429,-18244.6,-1480.8
429.5,-17317.1,-1357.2
430,-17317.1,-1357.2
430.5,-16257.1,-1235.6
431,-16257.1,-1235.6
431.5,-15182.2,-1113.2
432,-15182.2,-1000.9
432.5,-14116.2,-1000.9
433,-14116.2,-895.6
433.5,-13164.8,-895.6
434,-13164.8,-766
434.5,-12474.3,-766
435,-12474.3,-662
435.5,-11953.6,-662
436,-11953.6,-557
436.5,-11577.1,-557
437,-11577.1,-445.6
437.5,-11101.6,-445.6
438,-11101.6,-355.4
438.5,-10841.8,-355.4
439,-10612.6,-252.8
439.5,-10612.6,-252.8
440,-10187.5,-166
440.5,-10187.5,-166
441,-9690.1,-69.1
441.5,-9690.1,-69.1
442,-9224.2,27.7
442.5,-9224.2,27.7
443,-8738.9,118.8
443.5,-8738.9,118.8
444,-8290.9,204.9
444.5,-8290.9,204.9
445,-7871.5,293.5
445.5,-7871.5,293.5
446,-7475.8,385.5
446.5,-7475.8,457.7
447,-7083.2,457.7
447.5,-7083.2,547.6
448,-6728.1,547.6
448.5,-6728.1,616.4
449,-6388.8,616.4
449.5,-6388.8,701.4
450,-6054.8,701.4
450.5,-6054.8,782.6
451,-5749.2,782.6
451.5,-5749.2,876
452,-5441.8,876
452.5,-5441.8,936.7
453,-5173.1,936.7
453.5,-4902.7,1018.4
454,-4902.7,1018.4
454.5,-4644.8,1082.9
455,-4644.8,1082.9
455.5,-4403.4,1156.3
456,-4403.4,1156.3
456.5,-4167.6,1224.9
457,-4167.6,1224.9
457.5,-3938.4,1296.8
458,-3938.4,1296.8
458.5,-3719.9,1367.1
459,-3719.9,1367.1
459.5,-3514.4,1436
460,-3514.4,1436
460.5,-3312.2,1501.8
461,-3312.2,1501.8
461.5,-3128.7,1572.7
462,-3128.7,1572.7
462.5,-2930.9,1635.8
463,-2930.9,1706
463.5,-2750,1706
464,-2750,1770.4
464.5,-2577,1770.4
465,-2577,1827.5
465.5,-2408.4,1827.5
466,-2408.4,1892.1
466.5,-2238.4,1892.1
467,-2238.4,1946.3
467.5,-2088.2,1946.3
468,-2088.2,2013.8
468.5,-1941.6,2013.8
469,-1941.6,2078
469.5,-1789.1,2078
470,-1648.6,2134.9
470.5,-1648.6,2134.9
471,-1375.7,2193.6
471.5,-1375.7,2193.6
472,-1379.5,2255.2
472.5,-1379.5,2255.2
473,-1252.7,2308.6
473.5,-1252.7,2308.6
474,-1125.4,2366.3
474.5,-1125.4,2366.3
475,-1003.5,2419.7
475.5,-1003.5,2419.7
476,-875.3,2406.5
476.5,-875.3,2406.5
477,-777.6,2406.5
477.5,-777.6,2406.5
478,-648.5,2406.5
478.5,-648.5,-16432.4
479,-540.6,-16432.4
479.5,-540.6,-16229.1
480,-431.7,-16229.1
480.5,-431.7,-15698.2
481,-347.5,-15698.2
481.5,-347.5,-14967.7
482,-218.7,-14967.7
482.5,-218.7,-14183.3
483,-114.4,-14183.3
483.5,-114.4,-13382.5
484,-16.1,-13382.5
484.5,81.6,-12702.7
485,81.6,-12702.7
485.5,177.8,-12068.2
486,177.8,-12068.2
486.5,269.8,-11594.7
487,269.8,-11594.7
487.5,361.1,-11277.8
488,361.1,-11277.8
488.5,449.9,-10841.9
489,449.9,-10841.9
489.5,536.5,-10608.5
490,536.5,-10608.5
490.5,623.6,-10407.9
491,623.6,-10407.9
491.5,711.6,-9996.4
492,711.6,-9996.4
492.5,790,-9524.3
493,790,-9524.3
493.5,883.4,-9058.1
494,883.4,-9058.1
494.5,963,-8606.7
495,963,-8185.1
495.5,1080.4,-8185.1
496,1080.4,-7781.8
496.5,1120.4,-7781.8
497,1120.4,-7395.2
497.5,1189.5,-7395.2
498,1189.5,-7026.5
498.5,1274.7,-7026.5
499,1274.7,-6677.4
499.5,1352,-6677.4
500,1453.7,-6351.8
500.5,1453.7,-6351.8
501,1501.1,-6034.1
501.5,1501.1,-6034.1
502,1571.2,-5736.8
502.5,1571.2,-5736.8
503,1647.2,-5455.6
503.5,1647.2,-5455.6
504,1712.1,-5175.8
504.5,1712.1,-5175.8
505,1782.1,-4917.9
505.5,1782.1,-4917.9
506,1852.9,-4659.2
506.5,1852.9,-4659.2
507,1914.7,-4421.2
507.5,1914.7,-4421.2
508,1984,-4190.5
508.5,1984,-4190.5
509,2046.8,-3978
509.5,2046.8,-3978
510,2107.2,-3763.9
510.5,2107.2,-3559.9
511,2166.6,-3559.9
511.5,2166.6,-3366.7
512,2241.8,-3366.7
512.5,2241.8,-3171.8
513,2302.8,-3171.8
513.5,2302.8,-2998.1
514,2363.5,-2998.1
514.5,2423.2,-2819.1
515,2423.2,-2819.1
515.5,2485.6,-2654.3
516,2485.6,-2654.3
516.5,2543.5,-2493.1
517,2543.5,-2493.1
517.5,2604,-2332.7
518,2604,-2332.7
518.5,2661.1,-2332.7
519,2661.1,-2332.7
519.5,2726.1,-2032.7
520,2726.1,-2032.7
520.5,2726.1,-1892.3
