Time (s),high-1,high-2
0,-1089.1,-8557.3
0.5,-965.3,-8189.4
1,-965.3,-8189.4
1.5,-853.2,-7816
2,-746.7,-7816
2.5,-746.7,-7469.4
3,-627.5,-7469.4
3.5,-627.5,-7136.2
4,-512.5,-7136.2
4.5,-512.5,-6809.9
5,-409.4,-6809.9
5.5,-409.4,-6513
6,-277.6,-6513
6.5,-277.6,-6513
7,-202.2,-5914
7.5,-202.2,-5914
8,-101.9,-5637.5
8.5,-101.9,-5637.5
9,-2.3,-5637.5
9.5,-2.3,-5637.5
10,88.4,-5122
10.5,88.4,-5122
11,180.8,-4873.7
11.5,180.8,-4873.7
12,278.9,-4644.8
12.5,278.9,-4644.8
13,370.5,-4406.8
13.5,459.2,-4406.8
14,459.2,-4187.9
14.5,544.8,-4187.9
15,544.8,-3977.1
15.5,637.6,-3977.1
16,637.6,-3776.9
16.5,718.5,-3776.9
17,718.5,-3581.4
17.5,800.3,-3389.5
18,800.3,-3389.5
18.5,882.9,-3212.9
19,882.9,-3212.9
19.5,960.2,-3044.9
20,960.2,-3044.9
20.5,1027,-2864.5
21,1027,-2864.5
21.5,1120,-2700.5
22,1120,-2700.5
22.5,1188.6,-2540
23,1188.6,-2540
23.5,1273.1,-2388
24,1347.5,-2388
24.5,1347.5,-2240.5
25,1431,-2240.5
25.5,1431,-2089.8
26,1491.3,-2089.8
26.5,1491.3,-1949.9
27,1564.1,-1949.9
27.5,1564.1,-1806.3
28,1636.2,-1679.2
28.5,1636.2,-1679.2
29,1703.9,-1425.6
29.5,1703.9,-1425.6
30,1771.9,-1424.8
30.5,1771.9,-1424.8
31,1843,-1300.6
31.5,1843,-1300.6
32,1912.4,-1181.7
32.5,1912.4,-1181.7
33,1981.6,-1064.6
33.5,1981.6,-1064.6
34,2037.5,-949.9
34.5,2092.3,-949.9
35,2092.3,-829.5
35.5,2158.6,-829.5
36,2158.6,-730.3
36.5,2230.4,-730.3
37,2230.4,-631.3
37.5,2292.1,-631.3
38,2292.1,-523.9
38.5,2351.8,-523.9
39,2351.8,-399.2
39.5,2413.6,-323.4
40,2413.6,-323.4
40.5,2473.4,-229.5
41,2473.4,-229.5
41.5,2529.1,-131.3
42,2529.1,-131.3
42.5,2590,-41.1
43,2590,-41.1
43.5,2646.4,47.4
44,2646.4,47.4
44.5,2877.8,139.2
45,2877.8,139.2
45.5,2877.8,223.6
46,2877.8,223.6
46.5,-10831.5,302.7
47,-10831.5,302.7
47.5,-10831.5,391.3
48,-11343.9,391.3
48.5,-11343.9,480.2
49,-11531.5,480.2
49.5,-11531.5,554.9
50,-11513,554.9
50.5,-11513,626.6
51,-11320.5,717.5
51.5,-11320.5,717.5
52,-11062.1,790.7
52.5,-11062.1,790.7
53,-10703,913.1
53.5,-10703,913.1
54,-10519.8,941.1
54.5,-10519.8,941.1
55,-10309.3,1023.9
55.5,-10309.3,1023.9
56,-10181.8,1089.7
56.5,-10181.8,1089.7
57,-9919.8,1159.7
57.5,-9919.8,1159.7
58,-9802.2,1260.9
58.5,-9679.9,1260.9
59,-9679.9,1302.9
59.5,-9310,1302.9
60,-9310,1369.4
60.5,-8897.9,1369.4
61,-8897.9,1440.4
61.5,-8451.6,1507.4
62,-8451.6,1507.4
62.5,-8087.5,1570.9
63,-8087.5,1570.9
63.5,-7707.1,1636.4
64,-7707.1,1636.4
64.5,-7349.3,1698.2
65,-7349.3,1698.2
65.5,-6994.9,1756.9
66,-6994.9,1756.9
66.5,-6595.6,1828.2
67,-6595.6,1828.2
67.5,-6335.3,1887.6
68,-6031.1,1887.6
68.5,-6031.1,1946.2
69,-5734.1,1946.2
69.5,-5734.1,2011
70,-5456.2,2011
70.5,-5456.2,2076.3
71,-5168.5,2076.3
71.5,-5168.5,2127.6
72,-4931.6,2127.6
72.5,-4931.6,2127.6
73,-4685.7,2245.8
73.5,-4685.7,2245.8
74,-4445.8,2304
74.5,-4445.8,2304
75,-4213.8,2360.9
75.5,-4213.8,2360.9
76,-3994.1,2413.1
76.5,-3994.1,2413.1
