Time (s),Chan.4 - Raw (mV),Chan.8 - Raw (mV)
0,-791.8,1505.1
0.5,-679.3,1578.4
1,-679.3,1578.4
1.5,-572.6,1629.8
2,-572.6,1629.8
2.5,-468.5,1717.1
3,-468.5,1717.1
3.5,-348.6,1788.3
4,-348.6,1788.3
4.5,-265.8,1788.3
5,-265.8,1924.1
5.5,-167.6,1924.1
6,-167.6,1924.1
6.5,-71.5,1924.1
7,-71.5,2057.9
7.5,14.3,2057.9
8,14.3,2126.6
8.5,112.6,2126.6
9,198,2191.5
9.5,198,2191.5
10,287.8,2253.1
10.5,287.8,2253.1
11,375.5,2311.8
11.5,375.5,2311.8
12,450.3,2371.7
12.5,450.3,2371.7
13,531,2445.2
13.5,531,2445.2
14,622.6,2511
14.5,622.6,2511
15,708.1,2570.7
15.5,708.1,2570.7
16,782,2633
16.5,782,2695.2
17,853.4,2695.2
17.5,853.4,2695.2
18,946.1,2695.2
18.5,946.1,2812.3
19,1007.1,2812.3
19.5,1093.3,2870.3
20,1093.3,2870.3
20.5,1150.1,2870.3
21,1150.1,2870.3
21.5,1223.8,2870.3
22,1223.8,2870.3
22.5,1331.3,2870.3
23,1331.3,-3192.5
23.5,1364.6,-3192.5
24,1364.6,-3625.5
24.5,1430.7,-3625.5
25,1430.7,-4004.3
25.5,1499.2,-4004.3
26,1499.2,-4004.3
26.5,1566.4,-4406.7
27,1566.4,-4406.7
27.5,1630.9,-4646.3
28,1630.9,-5021.6
28.5,1695.2,-5021.6
29,1695.2,-5021.6
29.5,1753.9,-5021.6
30,1827.5,-5272.1
30.5,1827.5,-5272.1
31,1886.6,-5459.7
31.5,1886.6,-5459.7
32,1950.2,-5750
32.5,1950.2,-5750
33,1995.9,-5682.7
33.5,1995.9,-5682.7
34,2069.7,-5579.1
34.5,2069.7,-5579.1
35,2129.2,-5449.6
35.5,2129.2,-5449.6
36,2188.2,-5320.5
36.5,2188.2,-5320.5
37,2244.6,-5186.4
37.5,2244.6,-5186.4
38,2304.3,-5043.8
38.5,2304.3,-4901.7
39,2358.1,-4901.7
39.5,2358.1,-4750.2
40,2415.3,-4750.2
40.5,2468.1,-4600.6
41,2468.1,-4600.6
41.5,2558.6,-4600.6
42,2558.6,-4600.6
42.5,2558.6,-4303.4
43,2558.6,-4303.4
43.5,2558.6,-4132.9
44,-28501.9,-4132.9
44.5,-28501.9,-3982.4
45,-24907.7,-3982.4
45.5,-24907.7,-3827.5
46,-24907.7,-3827.5
46.5,-21971.1,-3827.5
47,-21971.1,-3827.5
47.5,-19516,-3511.2
48,-19516,-3511.2
48.5,-17576,-3372.5
49,-17576,-3224.3
49.5,-15932.1,-3224.3
50,-15932.1,-3077.3
50.5,-14547.5,-3077.3
51,-13448.3,-2929.9
51.5,-13448.3,-2929.9
52,-12672.8,-2789.5
52.5,-12672.8,-2789.5
53,-12165.6,-2654
53.5,-12165.6,-2654
54,-11585.8,-2509.8
54.5,-11585.8,-2509.8
55,-11321.9,-2379.6
55.5,-11321.9,-2379.6
56,-10928.1,-2246
56.5,-10928.1,-2246
57,-10376.7,-2131.6
57.5,-10376.7,-2131.6
58,-9841.5,-1987.3
58.5,-9841.5,-1987.3
59,-9322.5,-1859.7
59.5,-9322.5,-1741
60,-8818.2,-1741
60.5,-8818.2,-1615.3
61,-8349,-1615.3
61.5,-7899.6,-1491.5
62,-7899.6,-1491.5
62.5,-7477.7,-1374
63,-7477.7,-1374
63.5,-7079.1,-1264.3
64,-7079.1,-1264.3
64.5,-6715.1,-1135
65,-6715.1,-1135
65.5,-6367.6,-1034.7
66,-6367.6,-1034.7
66.5,-6030.3,-838.9
67,-6030.3,-838.9
67.5,-5711.1,-821.5
68,-5711.1,-821.5
68.5,-5427.3,-721.5
69,-5427.3,-721.5
69.5,-5127.2,-613.5
70,-5127.2,-509.1
70.5,-4845.8,-509.1
71,-4845.8,-416.1
71.5,-4594.3,-416.1
72,-4349.4,-319.5
72.5,-4349.4,-319.5
73,-4115,-217.1
73.5,-4115,-217.1
74,-3889.8,-129.6
74.5,-3889.8,-129.6
75,-3677.5,-33.3
75.5,-3677.5,-33.3
76,-3468,38.4
76.5,-3468,38.4
77,-3271.5,147.7
77.5,-3271.5,147.7
78,-3037.8,236.6
78.5,-3037.8,236.6
79,-2896.1,324
79.5,-2896.1,324
80,-2721.6,405.2
80.5,-2721.6,494.3
81,-2548.5,494.3
81.5,-2548.5,581
82,-2383.4,581
82.5,-2231.9,581
83,-2231.9,581
83.5,-2074.6,744.6
84,-2074.6,744.6
84.5,-1928.7,826.9
85,-1928.7,826.9
85.5,-1787.8,907.3
86,-1787.8,907.3
86.5,-1646.3,983.7
87,-1646.3,983.7
87.5,-1510.3,1060.6
88,-1510.3,1060.6
88.5,-1380.6,1134.2
89,-1380.6,1134.2
89.5,-1256,1211.1
90,-1256,1211.1
90.5,-1136.6,1211.1
91,-1136.6,1358.7
91.5,-1015.6,1358.7
92,-1015.6,1420.5
92.5,-895.5,1420.5
93,-781.3,1503.6
93.5,-781.3,1503.6
94,-679.2,1577.3
94.5,-679.2,1577.3
95,-566.7,1609.8
95.5,-566.7,1609.8
96,-469.3,1715.5
96.5,-469.3,1715.5
97,-366.6,1787.1
97.5,-366.6,1787.1
98,-266.6,1787.1
98.5,-266.6,1787.1
99,-170.8,1921.4
99.5,-170.8,1921.4
100,-78.1,1921.4
100.5,-78.1,1921.4
101,21.5,2059.6
101.5,21.5,2115.6
102,119.7,2115.6
102.5,119.7,2190.9
103,197.7,2190.9
103.5,286.7,2258.2
104,286.7,2258.2
104.5,373.6,2326.6
105,373.6,2326.6
105.5,449.4,2369.5
106,449.4,2369.5
106.5,544.9,2446.3
107,544.9,2446.3
107.5,621.8,2505.4
108,621.8,2505.4
108.5,699.4,2505.4
109,699.4,2505.4
109.5,777.9,2630.7
110,777.9,2630.7
110.5,854.2,2694.6
111,854.2,2694.6
111.5,917.2,2752.6
112,917.2,2813.1
112.5,1006,2813.1
113,1006,2868.4
113.5,1094.5,2868.4
114,1152.4,2664.3
114.5,1152.4,2664.3
115,1223.6,2664.3
115.5,1223.6,2664.3
116,1267.2,2664.3
116.5,1267.2,-3202
117,1362.6,-3202
117.5,1362.6,-3633
118,1431.4,-3633
118.5,1431.4,-3633
119,1502.9,-4025.2
119.5,1502.9,-4025.2
120,1565.7,-4425.1
120.5,1565.7,-4425.1
121,1630.3,-4662.5
121.5,1630.3,-4662.5
122,1696.3,-5046.7
122.5,1696.3,-5046.7
123,1742.7,-5191.3
123.5,1742.7,-5191.3
124,1829.3,-5304.4
124.5,1885.9,-5304.4
125,1885.9,-5466
125.5,1954.8,-5768
126,1954.8,-5768
126.5,2016.7,-5702.7
127,2016.7,-5702.7
127.5,2068,-5595.2
128,2068,-5595.2
128.5,2136.5,-5469.2
129,2136.5,-5469.2
129.5,2187.1,-5342.7
130,2187.1,-5342.7
130.5,2243.9,-5206
131,2243.9,-5206
131.5,2307.1,-5073.7
132,2307.1,-5073.7
132.5,2359.1,-4921.7
133,2359.1,-4921.7
133.5,2415.1,-4774.7
134,2465.5,-4774.7
134.5,2465.5,-4621
135,2484.7,-4466.5
135.5,2484.7,-4466.5
136,2484.7,-4330.8
136.5,2484.7,-4330.8
137,2484.7,-4162.3
137.5,-28459.5,-4162.3
138,-28459.5,-4010.1
138.5,-28459.5,-4010.1
139,-24892.1,-4010.1
139.5,-24892.1,-4010.1
140,-21950.6,-3701
140.5,-21950.6,-3701
141,-19488.2,-3553.3
141.5,-19488.2,-3553.3
142,-17532,-3397.8
142.5,-17532,-3397.8
143,-15895.2,-3253
143.5,-15895.2,-3253
144,-14524,-3092.3
144.5,-14524,-3092.3
145,-13421.6,-2944.4
145.5,-13421.6,-2808.5
146,-12653.2,-2808.5
146.5,-12146.4,-2661.2
147,-12146.4,-2661.2
147.5,-11573.8,-2521.4
148,-11573.8,-2521.4
148.5,-11301.9,-2389.6
149,-11301.9,-2389.6
149.5,-10915.5,-2257.7
150,-10915.5,-2257.7
150.5,-10372.5,-2140.8
151,-10372.5,-2140.8
151.5,-9839.9,-1998.8
152,-9839.9,-1998.8
152.5,-9338.7,-1868.7
153,-9338.7,-1868.7
153.5,-8820.5,-1742.4
154,-8820.5,-1742.4
154.5,-8347.1,-1620.5
155,-8347.1,-1620.5
155.5,-7906,-1500.8
156,-7906,-1500.8
156.5,-7483.3,-1381.9
157,-7483.3,-1267.9
157.5,-7083.6,-1267.9
158,-6718.5,-1152.9
158.5,-6718.5,-1152.9
159,-6368.8,-1042.4
159.5,-6368.8,-1042.4
160,-6032.6,-824.4
160.5,-6032.6,-824.4
161,-5713.9,-826.1
161.5,-5713.9,-826.1
162,-5421.6,-716
162.5,-5421.6,-716
163,-5128.5,-619.5
163.5,-5128.5,-619.5
164,-4858.2,-513
164.5,-4858.2,-513
165,-4595,-412.1
165.5,-4595,-412.1
166,-4345.8,-330
166.5,-4345.8,-330
167,-4109.9,-330
167.5,-4109.9,-126.6
168,-3888.8,-126.6
168.5,-3675.2,-35.6
169,-3675.2,-35.6
169.5,-3466.9,48.3
170,-3466.9,48.3
170.5,-3271.9,48.3
171,-3271.9,48.3
171.5,-3088.4,233.8
172,-3088.4,233.8
172.5,-2901.6,320.2
173,-2901.6,320.2
173.5,-2721.1,320.2
174,-2721.1,320.2
174.5,-2550,495.7
175,-2550,495.7
175.5,-2383.3,578.3
176,-2383.3,578.3
176.5,-2230.5,661.6
177,-2230.5,661.6
177.5,-2073.8,661.6
178,-2073.8,661.6
178.5,-1928,822.9
179,-1779.8,907.7
179.5,-1779.8,907.7
180,-1647.5,983.4
180.5,-1647.5,983.4
181,-1395.4,1067.7
181.5,-1395.4,1067.7
182,-1381.1,1067.7
182.5,-1381.1,1067.7
183,-1258,1211.5
183.5,-1258,1211.5
184,-1133.8,1288.4
184.5,-1133.8,1288.4
185,-1016.5,1288.4
185.5,-1016.5,1288.4
186,-896,1427.1
186.5,-896,1427.1
187,-786.4,1503.1
187.5,-786.4,1503.1
188,-677,1577
188.5,-677,1577
189,-568.9,1630.2
189.5,-469,1718.4
190,-469,1718.4
190.5,-391.2,1786.4
191,-391.2,1786.4
191.5,-267.3,1858.5
192,-267.3,1858.5
192.5,-170.4,1926.1
193,-170.4,1926.1
193.5,-72.7,1988.9
194,-72.7,1988.9
194.5,22.2,2060.1
195,22.2,2060.1
195.5,108.6,2115.4
196,108.6,2115.4
196.5,203.2,2182.8
197,203.2,2182.8
197.5,287.4,2255.9
198,287.4,2255.9
198.5,373.1,2317.5
199,373.1,2317.5
199.5,461.6,2368.4
200,461.6,2368.4
200.5,539.2,2442.9
201,539.2,2442.9
201.5,620.8,2507.2
202,620.8,2507.2
202.5,702.9,2572.3
203,780.7,2572.3
203.5,780.7,2630.9
204,854.9,2698.7
204.5,854.9,2698.7
205,931.8,2752.7
205.5,931.8,2752.7
206,1006.8,2813.3
206.5,1006.8,2813.3
207,1090.2,2871.1
207.5,1090.2,2871.1
208,1152.8,2732.5
208.5,1152.8,2732.5
209,1222.4,2732.5
209.5,1222.4,2732.5
210,1314.7,2732.5
210.5,1314.7,-3209.2
211,1362.7,-3209.2
211.5,1362.7,-3209.2
212,1431.8,-3639.3
212.5,1431.8,-3639.3
213,1501.8,-4034.5
213.5,1501.8,-4034.5
214,1565,-4433
214.5,1565,-4433
215,1634.8,-4666.4
215.5,1634.8,-4666.4
216,1698.9,-5046
216.5,1753.7,-5046
217,1753.7,-5203.2
217.5,1827.6,-5203.2
218,1827.6,-5289.7
218.5,1888.9,-5289.7
219,1888.9,-5490.8
219.5,1943.9,-5790.3
220,1943.9,-5790.3
220.5,2000.5,-5731.9
221,2000.5,-5731.9
221.5,2069.1,-5615.6
222,2069.1,-5615.6
222.5,2069.1,-5482.6
223,2069.1,-5482.6
223.5,2188.8,-5358.4
224,2188.8,-5358.4
224.5,2248.3,-5218.4
225,2248.3,-5218.4
225.5,2248.3,-5072.2
226,2248.3,-5072.2
226.5,2357.7,-4927.7
227,2357.7,-4927.7
227.5,2416,-4777.6
228,2416,-4777.6
228.5,2470.3,-4624.7
229,2292.1,-4624.7
229.5,2292.1,-4474.3
230,2292.1,-4474.3
230.5,2292.1,-4344
231,2292.1,-4344
231.5,-28273.6,-4156.2
232,-28273.6,-4156.2
232.5,-28273.6,-4011.8
233,-24651.2,-3854.8
233.5,-24651.2,-3854.8
234,-21876.5,-3707.5
234.5,-21876.5,-3707.5
235,-19491.7,-3546.8
235.5,-19491.7,-3546.8
236,-17524.2,-3403.4
236.5,-17524.2,-3403.4
237,-15870.1,-3260.1
237.5,-15870.1,-3260.1
238,-14512.2,-3104.3
238.5,-14512.2,-3104.3
239,-13406.6,-2956
239.5,-13406.6,-2956
240,-12628.1,-2817.8
240.5,-12628.1,-2817.8
241,-12147.9,-2672.7
241.5,-12147.9,-2672.7
242,-11569.5,-2531.9
242.5,-11569.5,-2531.9
243,-11307.5,-2399.7
243.5,-11307.5,-2399.7
244,-10910.1,-2266.1
244.5,-10910.1,-2266.1
245,-10363.5,-2140
245.5,-10363.5,-2140
246,-9834.3,-2006.2
246.5,-9302.2,-2006.2
247,-9302.2,-1877.6
247.5,-8814.3,-1877.6
248,-8814.3,-1750.8
248.5,-8343.6,-1624.3
249,-8343.6,-1624.3
249.5,-7900.5,-1508.3
250,-7900.5,-1508.3
250.5,-7476.3,-1387.8
251,-7476.3,-1387.8
251.5,-7077.2,-1268.5
252,-7077.2,-1268.5
252.5,-6712.5,-1168.4
253,-6712.5,-1168.4
253.5,-6365.4,-1046.3
254,-6365.4,-1046.3
254.5,-6033.8,-818.5
255,-6033.8,-818.5
255.5,-5713.1,-827.1
256,-5713.1,-827.1
256.5,-5405.1,-827.1
257,-5405.1,-827.1
257.5,-5128,-618.8
258,-5128,-618.8
258.5,-4848.5,-518.1
259,-4848.5,-518.1
259.5,-4593.5,-420.6
260,-4349,-420.6
260.5,-4349,-320.5
261,-4114.3,-320.5
261.5,-4114.3,-320.5
262,-3889.8,-320.5
262.5,-3889.8,-129.7
263,-3676.2,-36
263.5,-3676.2,-36
264,-3467.7,31.7
264.5,-3467.7,31.7
265,-3271.4,145.4
265.5,-3271.4,145.4
266,-3111.3,234.4
266.5,-3111.3,234.4
267,-2897.2,320.4
267.5,-2897.2,320.4
268,-2720,408.7
268.5,-2720,408.7
269,-2553.1,486.4
269.5,-2553.1,486.4
270,-2382.6,576.6
270.5,-2382.6,576.6
271,-2226.3,659.4
271.5,-2226.3,659.4
272,-2076,736.3
272.5,-2076,736.3
273,-1928.4,814.1
273.5,-1928.4,814.1
274,-1794.7,900.8
274.5,-1647.2,900.8
275,-1647.2,981.4
275.5,-1370.1,981.4
276,-1370.1,1059.5
276.5,-1380.3,1059.5
277,-1380.3,1135.4
277.5,-1259.2,1208.1
278,-1259.2,1208.1
278.5,-1133.3,1327.1
279,-1133.3,1327.1
279.5,-1014.2,1356.4
280,-1014.2,1356.4
280.5,-900.2,1445.2
281,-900.2,1445.2
281.5,-780.2,1503.9
282,-780.2,1503.9
282.5,-675.6,1575.7
283,-675.6,1575.7
283.5,-572.4,1682.9
284,-572.4,1682.9
284.5,-467,1716.7
285,-467,1716.7
285.5,-365.6,1785.8
286,-365.6,1785.8
286.5,-265.4,1860.6
287,-265.4,1860.6
287.5,-170.7,1925.3
288,-73,1925.3
288.5,-73,1988.5
