Time (s),Chan.4 - Raw (mV),Chan.8 - Raw (mV)
134,2066.8,1974.3
134.5,2116.7,2041.9
135,2116.7,2041.9
135.5,2183.1,2093.8
136,2183.1,2093.8
136.5,2240.6,2175.4
137,2240.6,2175.4
137.5,2297,2241
138,2297,2241
138.5,2354.9,2305.5
139,2354.9,2305.5
139.5,2411.8,2356.4
140,2470.9,2356.4
140.5,2470.9,2431.6
141,2265.1,2431.6
141.5,2265.1,2498.5
142,2265.1,2498.5
142.5,2265.1,2559.1
143,2265.1,2559.1
143.5,-30602.3,2619.8
144,-30602.3,2619.8
144.5,-30602.3,2669.1
145,-26211.4,2741.6
145.5,-26211.4,2741.6
146,-26211.4,2801.5
146.5,-26211.4,2801.5
147,-20155.4,2856.6
147.5,-20155.4,2856.6
148,-17978.3,2669.7
148.5,-17978.3,2669.7
149,-16246.8,2669.7
149.5,-16246.8,2669.7
150,-14773.2,2669.7
150.5,-14773.2,-3360.2
151,-13631.4,-3360.2
151.5,-12792.6,-3822.7
152,-12792.6,-3822.7
152.5,-12273.4,-4252.1
153,-12273.4,-4252.1
153.5,-11679,-4252.1
154,-11679,-4596.3
154.5,-11413.6,-4596.3
155,-11413.6,-4899
155.5,-11001.5,-4899
156,-11001.5,-5237.3
156.5,-10447.1,-5237.3
157,-10447.1,-5477.9
157.5,-9913.5,-5526.8
158,-9913.5,-5526.8
158.5,-9343.4,-5681.9
159,-9343.4,-5681.9
159.5,-8886.7,-5960.9
160,-8886.7,-5960.9
160.5,-8405,-6001.6
161,-8405,-6001.6
161.5,-7954.8,-5870.9
162,-7954.8,-5870.9
162.5,-7534.8,-5739.1
163,-7116.5,-5739.1
163.5,-7116.5,-5597.6
164,-6753.5,-5597.6
164.5,-6753.5,-5448.3
165,-6402.6,-5448.3
165.5,-6402.6,-5270.2
166,-6064.9,-5270.2
166.5,-6064.9,-5132.2
167,-5742.7,-5132.2
167.5,-5742.7,-4982.6
168,-5440.2,-4817.4
168.5,-5440.2,-4817.4
169,-5152.7,-4643.1
169.5,-5152.7,-4643.1
170,-4881.4,-4515.7
170.5,-4881.4,-4515.7
171,-4616.5,-4316.9
171.5,-4616.5,-4316.9
172,-4368.5,-4161.1
172.5,-4129.7,-4161.1
173,-4129.7,-3993.3
173.5,-3907.8,-3993.3
174,-3907.8,-3830.9
174.5,-3692.7,-3830.9
175,-3692.7,-3669.5
175.5,-3481.3,-3669.5
176,-3481.3,-3518.2
176.5,-3285.4,-3518.2
177,-3285.4,-3355.1
177.5,-3092.7,-3355.1
178,-3092.7,-3204.8
178.5,-2907.1,-3052
179,-2907.1,-3052
179.5,-2731.2,-2906.8
180,-2731.2,-2906.8
180.5,-2561.4,-2756.5
181,-2561.4,-2756.5
181.5,-2400.2,-2608.8
182,-2400.2,-2608.8
182.5,-2243.6,-2472.9
183,-2085.3,-2472.9
183.5,-2085.3,-2339
184,-1938.9,-2339
184.5,-1938.9,-2189
185,-1797.4,-2189
185.5,-1797.4,-2071
186,-1654.5,-2071
186.5,-1654.5,-1935.9
187,-1459.9,-1935.9
187.5,-1459.9,-1807.2
188,-1390.5,-1686.9
188.5,-1390.5,-1686.9
189,-1259.5,-1562.8
189.5,-1259.5,-1562.8
190,-1139.6,-1438.8
190.5,-1139.6,-1438.8
191,-1022.9,-1321.7
191.5,-1022.9,-1321.7
192,-905.5,-1208.4
192.5,-905.5,-1208.4
193,-799.3,-1089.4
193.5,-679.8,-1089.4
194,-679.8,-876.8
194.5,-582.5,-876.8
195,-582.5,-868.3
195.5,-472.2,-868.3
196,-472.2,-762.9
196.5,-387.5,-762.9
197,-387.5,-660.7
197.5,-272.1,-660.7
198,-272.1,-553
198.5,-170.4,-553
199,-170.4,-449.2
199.5,-80.9,-358.9
200,-80.9,-358.9
200.5,20.5,-259.7
201,20.5,-259.7
201.5,109.5,-159.7
202,109.5,-159.7
202.5,190.8,-68
203,190.8,-68
203.5,280.3,8
204,371.3,8
204.5,371.3,115.8
205,456.4,115.8
205.5,456.4,203.6
206,533.5,203.6
206.5,533.5,291.9
207,617.5,291.9
207.5,617.5,378.9
208,699.6,378.9
208.5,699.6,467.1
209,772,467.1
209.5,772,552
210,852.2,552
210.5,852.2,637.8
211,931.4,721.2
211.5,931.4,721.2
212,1002.2,791.2
212.5,1002.2,791.2
213,1085.8,874.2
213.5,1085.8,874.2
214,1148.5,959.3
214.5,1221.5,959.3
215,1221.5,1044.2
215.5,1282.2,1044.2
216,1282.2,1114.8
216.5,1357.7,1114.8
217,1357.7,1190.4
217.5,1427.3,1190.4
218,1427.3,1250.3
218.5,1495.9,1250.3
219,1495.9,1339.2
219.5,1562.5,1339.2
220,1562.5,1422.3
220.5,1627.5,1485
221,1627.5,1485
221.5,1693.5,1485
222,1693.5,1485
222.5,1756,1636.8
223,1756,1636.8
223.5,1821.7,1700.5
224,1821.7,1700.5
224.5,1821.7,1769.9
225,1945.5,1769.9
225.5,1945.5,1839.3
226,1999.4,1839.3
226.5,1999.4,1909.1
227,2067.4,1909.1
227.5,2067.4,1980.4
228,2134.8,1980.4
228.5,2134.8,2045.2
229,2186,2045.2
229.5,2186,2119.1
230,2240.7,2119.1
230.5,2240.7,2174.3
231,2297,2240.5
231.5,2297,2240.5
232,2353.1,2303.2
232.5,2353.1,2303.2
233,2412.4,2365.8
233.5,2412.4,2365.8
234,2463.8,2431.7
234.5,2463.8,2431.7
235,2368.8,2500.6
235.5,2368.8,2500.6
236,2368.8,2556.5
236.5,2368.8,2556.5
237,-30613.8,2620
237.5,-30613.8,2620
238,-30613.8,2671.2
238.5,-26231.6,2671.2
239,-26231.6,2742
239.5,-22794.8,2742
240,-22794.8,2800.9
240.5,-20160.4,2800.9
241,-20160.4,2860.9
241.5,-18016,2860.9
242,-18016,2999.8
242.5,-16273.3,2999.8
243,-16273.3,2999.8
243.5,-14782.4,2999.8
244,-14782.4,-3364.9
244.5,-13632.8,-3364.9
245,-13632.8,-3364.9
245.5,-12782.9,-3837
246,-12782.9,-3837
246.5,-12285.7,-4252.3
247,-12285.7,-4252.3
247.5,-11681.2,-4593.5
248,-11681.2,-4593.5
248.5,-11415.3,-4905.1
249,-10999.6,-4905.1
249.5,-10999.6,-5242.6
250,-10451,-5242.6
250.5,-10451,-5470.2
251,-9912.5,-5470.2
251.5,-9912.5,-5545.4
252,-9359.8,-5545.4
252.5,-9359.8,-5685.5
253,-8878.5,-5685.5
253.5,-8878.5,-5963.3
254,-8403.8,-5963.3
254.5,-8403.8,-5997.3
255,-7951.4,-5997.3
255.5,-7951.4,-5882.3
256,-7538,-5735.4
256.5,-7538,-5735.4
257,-7125,-5597.5
257.5,-7125,-5597.5
258,-6755.6,-5452.6
258.5,-6755.6,-5452.6
259,-6399,-5245.7
259.5,-6059.9,-5245.7
260,-6059.9,-5141.7
260.5,-5736.8,-5141.7
261,-5736.8,-4979.2
261.5,-5428.9,-4979.2
262,-5428.9,-4815.1
262.5,-5148.9,-4815.1
263,-5148.9,-4643.2
263.5,-4877.8,-4643.2
264,-4877.8,-4514.1
264.5,-4614.8,-4514.1
265,-4614.8,-4319.4
265.5,-4364.9,-4319.4
266,-4364.9,-4159.3
266.5,-4129.6,-4159.3
267,-4129.6,-3991.9
267.5,-3900.5,-3830.2
268,-3900.5,-3830.2
268.5,-3693.2,-3669
269,-3479.8,-3669
269.5,-3479.8,-3511.8
270,-3281.1,-3511.8
270.5,-3281.1,-3359
271,-3033.9,-3359
271.5,-3033.9,-3359
272,-2903.8,-3359
272.5,-2903.8,-3048.5
273,-2728.3,-3048.5
273.5,-2728.3,-2898.5
274,-2566.1,-2898.5
274.5,-2566.1,-2758.7
275,-2396.1,-2758.7
275.5,-2396.1,-2611
276,-2234,-2611
276.5,-2234,-2472.9
277,-2077.7,-2472.9
277.5,-2077.7,-2335.7
278,-1936.6,-2207.9
278.5,-1936.6,-2207.9
279,-1787.3,-2068.5
279.5,-1787.3,-2068.5
280,-1652.1,-1935.7
280.5,-1392.7,-1935.7
281,-1392.7,-1811
281.5,-1390.5,-1811
282,-1390.5,-1682
282.5,-1262.4,-1682
283,-1262.4,-1565
283.5,-1137.6,-1565
284,-1137.6,-1436.7
284.5,-1023.4,-1436.7
285,-1023.4,-1323.4
285.5,-903.6,-1323.4
286,-903.6,-1198.3
286.5,-787,-1198.3
287,-787,-1088.9
287.5,-682.4,-1088.9
288,-682.4,-744.5
288.5,-574.4,-868.8
289,-574.4,-868.8
289.5,-472.3,-759.8
290,-472.3,-759.8
290.5,-356.7,-657.2
291,-268.9,-657.2
291.5,-268.9,-554.9
292,-176.3,-554.9
292.5,-176.3,-453.6
293,-71.8,-453.6
293.5,-71.8,-362.8
294,26.4,-362.8
294.5,26.4,-257.2
295,101.8,-257.2
295.5,101.8,-165.6
296,196.5,-165.6
296.5,196.5,-66.8
297,287.5,-66.8
297.5,287.5,-66.8
298,373.6,-66.8
298.5,373.6,115.4
299,451.2,115.4
299.5,451.2,207.6
300,539.8,207.6
300.5,539.8,294.5
301,620.6,385.4
301.5,698.1,385.4
302,698.1,459.8
302.5,782.2,459.8
303,782.2,550.9
303.5,852.6,550.9
304,852.6,550.9
304.5,937.1,550.9
305,937.1,718.3
305.5,1005.9,718.3
306,1005.9,794.3
306.5,1093.3,794.3
307,1093.3,877.4
307.5,1150.9,877.4
308,1150.9,958
308.5,1221.3,958
309,1221.3,1029.9
309.5,1329.9,1029.9
310,1329.9,1113.1
310.5,1362.7,1190.5
311,1362.7,1190.5
311.5,1430.3,1278.4
312,1430.3,1278.4
312.5,1500.6,1339.8
313,1563,1339.8
313.5,1563,1405
314,1630.5,1405
314.5,1630.5,1484.9
315,1699,1484.9
315.5,1699,1555.7
316,1741,1555.7
316.5,1741,1631
317,1819.9,1631
317.5,1819.9,1701.7
318,1885.4,1701.7
318.5,1885.4,1770.4
319,1945.6,1770.4
319.5,1945.6,1840.5
320,2006.8,1840.5
320.5,2006.8,1909.6
321,2067.4,1909.6
321.5,2067.4,1973.7
322,2123.5,2041.6
322.5,2123.5,2041.6
323,2185.4,2109
323.5,2241.7,2109
324,2241.7,2167.3
324.5,2299.9,2167.3
325,2299.9,2239.9
325.5,2357.1,2239.9
326,2357.1,2304.4
326.5,2413.2,2304.4
327,2413.2,2366.4
327.5,2468.4,2366.4
328,2468.4,2431.7
328.5,2316.7,2431.7
329,2316.7,2496.3
329.5,2316.7,2496.3
330,2316.7,2559.6
330.5,2316.7,2559.6
331,-30706.8,2615.6
331.5,-30706.8,2615.6
332,-26261.9,2673.5
332.5,-26261.9,2673.5
333,-22831.5,2742
333.5,-22831.5,2800.7
334,-20183.4,2800.7
334.5,-20183.4,2855.1
335,-18003.2,2855.1
335.5,-18003.2,3048.3
336,-16239.2,3048.3
336.5,-16239.2,3048.3
337,-14767.6,3048.3
337.5,-14767.6,3048.3
338,-13639.9,-3374
338.5,-13639.9,-3374
339,-12791.4,-3835.8
339.5,-12791.4,-3835.8
340,-12284.4,-3835.8
340.5,-12284.4,-4254.7
341,-11682.6,-4254.7
341.5,-11682.6,-4586.2
342,-11418.1,-4586.2
342.5,-11418.1,-4910.5
343,-11003.8,-4910.5
343.5,-11003.8,-5245.1
344,-10449.2,-5245.1
344.5,-10449.2,-5476.5
345,-9914.3,-5549.1
345.5,-9914.3,-5549.1
346,-9350.4,-5691.2
346.5,-8881.8,-5691.2
347,-8881.8,-5959.2
347.5,-8402.9,-5959.2
348,-8402.9,-5992.8
348.5,-7954.5,-5992.8
349,-7954.5,-5887.9
349.5,-7531.6,-5887.9
350,-7531.6,-5743.5
350.5,-7114.4,-5743.5
351,-7114.4,-5599.1
351.5,-6747.6,-5599.1
352,-6747.6,-5456.5
352.5,-6397.4,-5456.5
353,-6397.4,-5262.3
353.5,-6057.9,-5262.3
354,-6057.9,-5143.4
354.5,-5737.8,-5143.4
355,-5737.8,-4984.1
355.5,-5432.4,-4984.1
356,-5432.4,-4819.7
356.5,-5150.9,-4654.5
357,-4876.9,-4654.5
357.5,-4876.9,-4502
358,-4615.5,-4502
358.5,-4615.5,-4317.4
359,-4360.7,-4317.4
359.5,-4360.7,-4159.4
360,-4128.9,-4159.4
360.5,-4128.9,-3993.4
361,-3903.6,-3993.4
361.5,-3903.6,-3829.7
362,-3691.5,-3829.7
362.5,-3691.5,-3658.1
363,-3477.1,-3658.1
363.5,-3477.1,-3511.9
364,-3283.8,-3511.9
364.5,-3283.8,-3350.9
365,-3080.5,-3350.9
365.5,-3080.5,-3204.9
366,-2908.3,-3204.9
366.5,-2908.3,-3050.8
367,-2728.8,-2909
367.5,-2728.8,-2909
368,-2555.1,-2756.5
368.5,-2395.7,-2756.5
369,-2395.7,-2612.7
369.5,-2233.2,-2612.7
370,-2233.2,-2612.7
370.5,-2077.8,-2612.7
371,-2077.8,-2337.4
371.5,-1933.8,-2337.4
372,-1933.8,-2222.5
372.5,-1789.3,-2222.5
373,-1789.3,-2071.4
373.5,-1651.9,-2071.4
374,-1651.9,-1938.4
374.5,-1451.8,-1938.4
375,-1451.8,-1810.6
375.5,-1387.7,-1810.6
376,-1387.7,-1685.6
376.5,-1255.7,-1685.6
377,-1255.7,-1559.1
377.5,-1138.3,-1559.1
378,-1023.7,-1439
378.5,-1023.7,-1322.7
379,-903.5,-1322.7
379.5,-903.5,-1221.2
380,-801.9,-1221.2
380.5,-801.9,-1092.4
381,-678.3,-1092.4
381.5,-678.3,-800.4
382,-572.8,-800.4
382.5,-572.8,-871.1
383,-471.4,-871.1
383.5,-471.4,-758.7
384,-368.6,-758.7
384.5,-368.6,-659
385,-267.8,-659
385.5,-267.8,-659
386,-173.1,-659
386.5,-173.1,-454
387,-81.3,-454
387.5,-81.3,-352.4
388,9.5,-352.4
388.5,9.5,-352.4
389,106.3,-160.9
389.5,196.6,-160.9
390,196.6,-67.5
390.5,284.7,-67.5
391,284.7,-67.5
391.5,373.3,-67.5
392,373.3,115
392.5,464,115
393,464,206.8
393.5,534.2,206.8
394,534.2,295.5
394.5,619.3,295.5
395,619.3,388.5
395.5,697.1,388.5
396,697.1,466.4
396.5,781.5,466.4
397,781.5,552.7
397.5,853.4,552.7
398,853.4,637.1
398.5,971.7,637.1
399,971.7,717.1
399.5,1009,717.1
400,1091.5,796.6
400.5,1091.5,873
401,1150.6,873
401.5,1150.6,961.3
402,1217.5,961.3
402.5,1217.5,1040.4
403,1308.3,1040.4
403.5,1308.3,1112
404,1358.4,1112
404.5,1358.4,1189.6
405,1430.9,1189.6
405.5,1430.9,1234.3
406,1498.5,1234.3
406.5,1498.5,1339.4
407,1562.9,1339.4
407.5,1562.9,1410
408,1632,1410
408.5,1632,1484.9
409,1696,1484.9
409.5,1696,1558.2
410,1750.3,1632.9
410.5,1822.9,1632.9
411,1822.9,1700.6
411.5,1883.1,1700.6
412,1883.1,1770.7
412.5,1950.8,1770.7
413,1950.8,1840.2
413.5,2013.8,1840.2
414,2013.8,1909.2
414.5,2066.3,1909.2
415,2066.3,1978.6
415.5,2125.8,1978.6
416,2125.8,2044.6
416.5,2188.2,2044.6
417,2188.2,2110.9
417.5,2188.2,2110.9
418,2188.2,2170.1
418.5,2300.6,2170.1
419,2300.6,2242.2
419.5,2355.4,2242.2
420,2355.4,2306.6
420.5,2413.1,2306.6
421,2469.8,2370.3
421.5,2469.8,2430.5
422,2656.4,2430.5
422.5,2656.4,2500.6
423,2656.4,2500.6
423.5,2656.4,2559.8
424,2656.4,2559.8
424.5,-30595.8,2618.5
425,-30595.8,2618.5
425.5,-30595.8,2681.2
426,-26206.6,2681.2
426.5,-26206.6,2742.1
427,-22793.2,2742.1
427.5,-22793.2,2801.5
428,-20144.7,2801.5
428.5,-20144.7,2863.1
429,-18003.5,2863.1
429.5,-18003.5,3046.1
430,-16217.6,3046.1
430.5,-16217.6,3046.1
431,-14753,3046.1
431.5,-14753,3046.1
432,-13637.4,-3371.5
432.5,-12786.7,-3371.5
433,-12786.7,-3835.3
433.5,-12277.1,-3835.3
434,-12277.1,-4261.3
434.5,-11683.8,-4261.3
435,-11683.8,-4590.5
435.5,-11418.5,-4590.5
436,-11418.5,-4911.4
436.5,-10999.5,-4911.4
437,-10999.5,-5249.3
437.5,-10441.9,-5249.3
438,-10441.9,-5486.1
438.5,-9904.6,-5486.1
439,-9904.6,-5555.9
439.5,-9386.8,-5555.9
440,-9386.8,-5694.7
440.5,-8874.1,-5694.7
441,-8874.1,-5962.7
441.5,-8399.5,-5962.7
442,-8399.5,-6008.8
442.5,-7947.8,-6008.8
443,-7525.4,-5873.3
443.5,-7525.4,-5743.9
444,-7106.5,-5743.9
444.5,-7106.5,-5605.6
445,-6745.2,-5605.6
445.5,-6745.2,-5458
446,-6397,-5458
446.5,-6397,-5268.7
447,-6056.4,-5268.7
447.5,-6056.4,-5144.8
448,-5736.2,-5144.8
448.5,-5736.2,-4988.3
449,-5427.5,-4988.3
449.5,-5427.5,-4822
450,-5146.6,-4822
450.5,-5146.6,-4661.8
451,-4876.5,-4661.8
451.5,-4876.5,-4511.3
452,-4609.8,-4511.3
452.5,-4609.8,-4324.6
453,-4361.3,-4324.6
453.5,-4128.6,-4163.9
454,-4128.6,-3999.4
454.5,-3900.5,-3999.4
455,-3900.5,-3836.9
455.5,-3692.5,-3836.9
456,-3692.5,-3673.4
456.5,-3481.4,-3673.4
457,-3481.4,-3518.1
457.5,-3283.8,-3518.1
458,-3283.8,-3352.8
458.5,-3123.7,-3352.8
459,-3123.7,-3208.2
459.5,-2909.9,-3208.2
460,-2909.9,-3055.2
460.5,-2731.2,-3055.2
461,-2731.2,-2909.5
461.5,-2557.7,-2909.5
462,-2557.7,-2758.1
462.5,-2398,-2758.1
463,-2398,-2616
463.5,-2241.1,-2616
464,-2083.9,-2476.8
464.5,-2083.9,-2476.8
465,-1935.7,-2343
465.5,-1935.7,-2239.8
466,-1798.4,-2239.8
466.5,-1798.4,-2072
467,-1654.2,-2072
467.5,-1654.2,-1938.7
468,-1372.5,-1938.7
468.5,-1372.5,-1815.4
469,-1387.8,-1815.4
469.5,-1387.8,-1688
470,-1262.2,-1688
470.5,-1262.2,-1561.9
471,-1142.6,-1561.9
471.5,-1142.6,-1442
472,-1020.9,-1442
472.5,-1020.9,-1323.6
473,-908.1,-1323.6
473.5,-908.1,-1206.1
474,-801.6,-1206.1
474.5,-681.6,-1093.3
475,-681.6,-1093.3
475.5,-580.8,-809
476,-580.8,-871.9
476.5,-473.7,-871.9
477,-473.7,-761
477.5,-367.2,-761
478,-367.2,-761
478.5,-270.5,-761
479,-270.5,-555
479.5,-176.3,-555
480,-176.3,-452
480.5,-81.7,-452
481,-81.7,-356.5
481.5,9.5,-356.5
482,9.5,-259
482.5,97.5,-259
483,97.5,-163.2
483.5,194,-163.2
484,194,-72.3
484.5,282.8,-72.3
485,372.5,2.1
485.5,372.5,2.1
486,464,112.7
486.5,464,205.8
487,536.6,205.8
487.5,536.6,290.8
488,617.7,290.8
488.5,617.7,385.4
489,698.6,385.4
489.5,698.6,465.6
490,774.9,465.6
490.5,774.9,548.6
491,850.9,548.6
491.5,850.9,633.8
492,949.2,633.8
492.5,949.2,719.1
493,1003,719.1
493.5,1003,791.9
494,1088.8,791.9
494.5,1088.8,872.1
495,1149.2,872.1
495.5,1221.8,958.5
496,1221.8,958.5
496.5,1332.9,1028.8
497,1332.9,1111.1
497.5,1358.6,1111.1
498,1358.6,1190.4
498.5,1428.5,1190.4
499,1428.5,1289.4
499.5,1496.3,1289.4
500,1496.3,1340.3
500.5,1562.5,1340.3
501,1562.5,1416.2
501.5,1627.7,1416.2
502,1627.7,1487.2
502.5,1692.2,1487.2
503,1692.2,1558.7
503.5,1753.7,1558.7
504,1753.7,1610
504.5,1829.1,1610
505,1829.1,1700.7
505.5,1884.9,1700.7
506,1945.8,1769.3
506.5,1945.8,1769.3
507,2012.1,1840.6
507.5,2012.1,1905.8
508,2066.8,1905.8
508.5,2066.8,1971.8
509,2126.9,1971.8
509.5,2126.9,2043.6
510,2185.9,2043.6
510.5,2185.9,2104.3
511,2242.9,2104.3
511.5,2242.9,2182.4
512,2306.8,2182.4
512.5,2306.8,2238.8
513,2353.7,2238.8
513.5,2353.7,2298.7
514,2411.5,2298.7
514.5,2411.5,2358.7
515,2470.3,2358.7
515.5,2470.3,2433.8
516,2316.5,2433.8
516.5,2316.5,2499.5
517,2316.5,2499.5
517.5,2316.5,2559.4
518,-30559.3,2617.8
518.5,-30559.3,2617.8
519,-30559.3,2673.7
519.5,-26168.4,2673.7
520,-26168.4,2739.7
520.5,-22818,2739.7
521,-22818,2800.8
521.5,-20147.6,2800.8
522,-20147.6,2854.5
522.5,-17983.9,2854.5
523,-17983.9,2837.3
523.5,-16237.3,2837.3
524,-16237.3,2837.3
524.5,-14768.1,2837.3
525,-14768.1,2837.3
