epoch,lr,acc_stress,acc_period,acc_joint,best_score
1,4.3815365147356904e-05,0.3239436745643616,0.11971831321716309,0.028169013559818268,0.22183099389076233
2,5.52008063760621e-05,0.3309859037399292,0.19718310236930847,0.07746478915214539,0.26408450305461884
3,7.397532528756858e-05,0.3309859037399292,0.2112676054239273,0.07746478915214539,0.27112675458192825
4,9.98404566939045e-05,0.34507042169570923,0.34507042169570923,0.09859155118465424,0.34507042169570923
5,0.00013238501342465445,0.3802816867828369,0.35915493965148926,0.15492957830429077,0.3697183132171631
6,0.0001710916231152911,0.3732394278049469,0.23239436745643616,0.09859155118465424,0.3697183132171631
7,0.00021534495305920568,0.3802816867828369,0.3380281627178192,0.14084507524967194,0.3697183132171631
8,0.0002644414923700549,0.30985915660858154,0.35211268067359924,0.11971831321716309,0.3697183132171631
9,0.00031760073594391174,0.30985915660858154,0.246478870511055,0.0845070406794548,0.3697183132171631
10,0.00037397759242581115,0.3309859037399292,0.2535211145877838,0.07746478915214539,0.3697183132171631
11,0.0004326758189268429,0.3239436745643616,0.3661971688270569,0.11267605423927307,0.3697183132171631
12,0.0004927622689153244,0.30985915660858154,0.43661972880363464,0.09859155118465424,0.3732394427061081
13,0.0005532817267782792,0.3309859037399292,0.3239436745643616,0.10563380271196365,0.3732394427061081
14,0.0006132720932229269,0.3239436745643616,0.35915493965148926,0.14084507524967194,0.3732394427061081
15,0.0006717796801104755,0.35915493965148926,0.34507042169570923,0.14788731932640076,0.3732394427061081
16,0.0007278743715748137,0.40140846371650696,0.4154929518699646,0.18309858441352844,0.4084507077932358
17,0.0007806644104044219,0.4647887349128723,0.44366195797920227,0.18309858441352844,0.4542253464460373
18,0.0008293105746231409,0.4647887349128723,0.43661972880363464,0.2042253464460373,0.4542253464460373
19,0.0008730395188996682,0.3661971688270569,0.26760563254356384,0.0845070406794548,0.4542253464460373
20,0.0009111560686926563,0.42957746982574463,0.3239436745643616,0.13380281627178192,0.4542253464460373
21,0.0009430542716870315,0.5352112650871277,0.4577464759349823,0.2112676054239273,0.496478870511055
22,0.000968227030832927,0.49295774102211,0.4507042169570923,0.19718310236930847,0.496478870511055
23,0.0009862741658473926,0.5070422291755676,0.43661972880363464,0.2042253464460373,0.496478870511055
24,0.0009969087750223288,0.47183099389076233,0.44366195797920227,0.2112676054239273,0.496478870511055
25,0.0009999995126141572,0.5070422291755676,0.4084506928920746,0.19718310236930847,0.496478870511055
26,0.0009999410274627194,0.5281690359115601,0.43661972880363464,0.17605634033679962,0.496478870511055
27,0.000999785078207303,0.49295774102211,0.44366195797920227,0.17605634033679962,0.496478870511055
28,0.0009995316952505242,0.5,0.42957746982574463,0.2112676054239273,0.496478870511055
29,0.0009991809279898923,0.48591548204421997,0.35915493965148926,0.1619718372821808,0.496478870511055
30,0.0009987328448081798,0.5704225301742554,0.4084506928920746,0.23943662643432617,0.496478870511055
31,0.000998187533060091,0.6338028311729431,0.47183099389076233,0.28169015049934387,0.5528169125318527
32,0.0009975450990552313,0.6478873491287231,0.48591548204421997,0.30985915660858154,0.5669014155864716
33,0.0009968056680373831,0.6408450603485107,0.38732394576072693,0.27464789152145386,0.5669014155864716
34,0.0009959693841600887,0.6830986142158508,0.47887325286865234,0.30281689763069153,0.5809859335422516
35,0.0009950364104585464,0.6126760840415955,0.4225352108478546,0.30985915660858154,0.5809859335422516
36,0.0009940069288178282,0.6126760840415955,0.44366195797920227,0.31690141558647156,0.5809859335422516
37,0.0009928811399374199,0.7887324094772339,0.5281690359115601,0.4225352108478546,0.658450722694397
38,0.000991659263292094,0.7535211443901062,0.48591548204421997,0.35915493965148926,0.658450722694397
39,0.0009903415370891239,0.7746478915214539,0.5070422291755676,0.38732394576072693,0.658450722694397
40,0.0009889282182218438,0.7394366264343262,0.5211267471313477,0.4225352108478546,0.658450722694397
41,0.0009874195822195668,0.7394366264343262,0.51408451795578,0.40140846371650696,0.658450722694397
42,0.000985815923193871,0.7676056623458862,0.43661972880363464,0.35915493965148926,0.658450722694397
43,0.0009841175537812611,0.7394366264343262,0.5492957830429077,0.43661972880363464,0.658450722694397
44,0.0009823248050822191,0.7746478915214539,0.42957746982574463,0.40140846371650696,0.658450722694397
45,0.000980438026596656,0.8450704216957092,0.5211267471313477,0.43661972880363464,0.6830985844135284
46,0.0009784575861557757,0.8802816867828369,0.5704225301742554,0.5281690359115601,0.7253521084785461
47,0.0009763838698503667,0.8098591566085815,0.42957746982574463,0.4084506928920746,0.7253521084785461
48,0.0009742172819555313,0.7605633735656738,0.51408451795578,0.3732394278049469,0.7253521084785461
49,0.0009719582448518724,0.8098591566085815,0.51408451795578,0.4577464759349823,0.7253521084785461
50,0.0009696071989431495,0.8309859037399292,0.5281690359115601,0.44366195797920227,0.7253521084785461
51,0.000967164602570421,0.8732394576072693,0.51408451795578,0.5070422291755676,0.7253521084785461
52,0.0009646309319226894,0.8591549396514893,0.5211267471313477,0.4647887349128723,0.7253521084785461
53,0.0009620066809440674,0.8591549396514893,0.4577464759349823,0.40140846371650696,0.7253521084785461
54,0.0009592923612374833,0.7957746386528015,0.5070422291755676,0.44366195797920227,0.7253521084785461
55,0.0009564885019649419,0.8732394576072693,0.5492957830429077,0.5070422291755676,0.7253521084785461
56,0.0009535956497443639,0.8873239159584045,0.5845070481300354,0.5211267471313477,0.73591548204422
57,0.0009506143685430216,0.8873239159584045,0.5422534942626953,0.5070422291755676,0.73591548204422
58,0.0009475452395675922,0.9014084339141846,0.5845070481300354,0.5352112650871277,0.74295774102211
59,0.0009443888611508508,0.922535240650177,0.6126760840415955,0.5845070481300354,0.7676056623458862
60,0.0009411458486350237,0.8661971688270569,0.577464759349823,0.5281690359115601,0.7676056623458862
61,0.0009378168342518264,0.9014084339141846,0.591549277305603,0.577464759349823,0.7676056623458862
62,0.000934402466999209,0.9436619877815247,0.5633803009986877,0.5492957830429077,0.7676056623458862
63,0.0009309034125148329,0.9577465057373047,0.577464759349823,0.5704225301742554,0.7676056623458862
64,0.0009273203529463025,0.908450722694397,0.5563380122184753,0.51408451795578,0.7676056623458862
65,0.0009236539868181802,0.8943662047386169,0.6197183132171631,0.591549277305603,0.7676056623458862
66,0.0009199050288958073,0.8873239159584045,0.591549277305603,0.5633803009986877,0.7676056623458862
67,0.0009160742100459588,0.9154929518699646,0.577464759349823,0.5704225301742554,0.7676056623458862
68,0.0009121622770943598,0.9366196990013123,0.6338028311729431,0.6197183132171631,0.7852112650871277
69,0.0009081699926800905,0.9295774698257446,0.6338028311729431,0.5845070481300354,0.7852112650871277
70,0.0009040981351069075,0.908450722694397,0.5352112650871277,0.5352112650871277,0.7852112650871277
71,0.0008999474981915127,0.9577465057373047,0.6690140962600708,0.6549295783042908,0.8133803009986877
72,0.0008957188911087969,0.9436619877815247,0.6549295783042908,0.6267605423927307,0.8133803009986877
73,0.0008914131382340893,0.9507042169570923,0.6478873491287231,0.6267605423927307,0.8133803009986877
74,0.0008870310789824441,0.9295774698257446,0.6408450603485107,0.6197183132171631,0.8133803009986877
75,0.0008825735676449953,0.9436619877815247,0.7323943376541138,0.7112675905227661,0.8380281627178192
76,0.0008780414732224099,0.9507042169570923,0.7042253613471985,0.6901408433914185,0.8380281627178192
77,0.0008734356792554757,0.9436619877815247,0.6197183132171631,0.5845070481300354,0.8380281627178192
78,0.0008687570836528522,0.922535240650177,0.7042253613471985,0.6619718074798584,0.8380281627178192
79,0.0008640065985160224,0.922535240650177,0.6690140962600708,0.6549295783042908,0.8380281627178192
80,0.0008591851499614762,0.9718309640884399,0.7394366264343262,0.7253521084785461,0.8556337952613831
81,0.0008542936779401625,0.9295774698257446,0.7957746386528015,0.7535211443901062,0.8626760542392731
82,0.0008493331360542439,0.9366196990013123,0.7676056623458862,0.7605633735656738,0.8626760542392731
83,0.0008443044913711898,0.9577465057373047,0.7323943376541138,0.7183098793029785,0.8626760542392731
84,0.0008392087242352447,0.9788732528686523,0.7464788556098938,0.7253521084785461,0.8626760542392731
85,0.0008340468280763087,0.9577465057373047,0.7816901206970215,0.7676056623458862,0.8697183132171631
86,0.0008288198092162656,0.9718309640884399,0.7957746386528015,0.7746478915214539,0.8838028013706207
87,0.000823528686672799,0.9718309640884399,0.7816901206970215,0.7746478915214539,0.8838028013706207
88,0.0008181744919607324,0.9577465057373047,0.7957746386528015,0.7746478915214539,0.8838028013706207
89,0.0008127582688909337,0.9507042169570923,0.6619718074798584,0.6338028311729431,0.8838028013706207
90,0.0008072810733668222,0.98591548204422,0.7957746386528015,0.7816901206970215,0.8908450603485107
91,0.0008017439731785175,0.9929577708244324,0.7112675905227661,0.7042253613471985,0.8908450603485107
92,0.0007961480477946729,0.9647887349128723,0.7323943376541138,0.7183098793029785,0.8908450603485107
93,0.0007904943881520294,0.9788732528686523,0.8309859037399292,0.8239436745643616,0.9049295783042908
94,0.0007847840964427364,0.9577465057373047,0.8098591566085815,0.8028169274330139,0.9049295783042908
95,0.000779018285899477,0.9929577708244324,0.7676056623458862,0.7605633735656738,0.9049295783042908
96,0.0007731980805784411,0.9718309640884399,0.7676056623458862,0.7464788556098938,0.9049295783042908
97,0.0007673246151401878,0.9507042169570923,0.7605633735656738,0.7394366264343262,0.9049295783042908
98,0.0007613990346284423,0.9929577708244324,0.8309859037399292,0.8239436745643616,0.9119718372821808
99,0.0007554224942468661,0.9507042169570923,0.8732394576072693,0.8661971688270569,0.9119718372821808
100,0.0007493961591338485,0.9929577708244324,0.7605633735656738,0.7535211443901062,0.9119718372821808
101,0.0007433212041353603,0.9718309640884399,0.8591549396514893,0.8521126508712769,0.9154929518699646
102,0.000737198813575915,0.9788732528686523,0.8239436745643616,0.8239436745643616,0.9154929518699646
103,0.0007310301810276836,0.9929577708244324,0.8521126508712769,0.8450704216957092,0.9225352108478546
104,0.0007248165090778034,0.9929577708244324,0.8450704216957092,0.8380281925201416,0.9225352108478546
105,0.0007185590090939331,1.0,0.7957746386528015,0.7957746386528015,0.9225352108478546
106,0.0007122589009880928,1.0,0.9014084339141846,0.9014084339141846,0.9507042169570923
107,0.0007059174129788408,1.0,0.8169013857841492,0.8169013857841492,0.9507042169570923
108,0.0006995357813518296,1.0,0.8661971688270569,0.8661971688270569,0.9507042169570923
