epoch,lr,acc_stress,acc_period,acc_joint,best_score
1,4.3815365147356904e-05,0.31292515993118286,0.18367347121238708,0.054421767592430115,0.24829931557178497
2,5.52008063760621e-05,0.31292515993118286,0.18367347121238708,0.054421767592430115,0.24829931557178497
3,7.397532528756858e-05,0.31292515993118286,0.190476194024086,0.06122449040412903,0.25170067697763443
4,9.98404566939045e-05,0.31292515993118286,0.2380952388048172,0.08163265138864517,0.27551019936800003
5,0.00013238501342465445,0.3265306055545807,0.22448979318141937,0.08163265138864517,0.27551019936800003
6,0.0001710916231152911,0.3265306055545807,0.2312925159931183,0.08163265138864517,0.2789115607738495
7,0.00021534495305920568,0.3265306055545807,0.30612245202064514,0.08163265138864517,0.3163265287876129
8,0.0002644414923700549,0.3333333432674408,0.25170066952705383,0.07482992857694626,0.3163265287876129
9,0.00031760073594391174,0.3401360511779785,0.25170066952705383,0.08163265138864517,0.3163265287876129
10,0.00037397759242581115,0.36734694242477417,0.2380952388048172,0.10884353518486023,0.3163265287876129
11,0.0004326758189268429,0.3469387888908386,0.3469387888908386,0.12244898080825806,0.3469387888908386
12,0.0004927622689153244,0.4353741407394409,0.30612245202064514,0.12925170361995697,0.37074829638004303
13,0.0005532817267782792,0.442176878452301,0.2857142984867096,0.15646257996559143,0.37074829638004303
14,0.0006132720932229269,0.4353741407394409,0.25170066952705383,0.10884353518486023,0.37074829638004303
15,0.0006717796801104755,0.41496598720550537,0.3741496503353119,0.1428571492433548,0.39455781877040863
16,0.0007278743715748137,0.49659863114356995,0.31972789764404297,0.17006802558898926,0.40816326439380646
17,0.0007806644104044219,0.5646258592605591,0.2789115607738495,0.1972789168357849,0.4217687100172043
18,0.0008293105746231409,0.4353741407394409,0.41496598720550537,0.13605442643165588,0.42517006397247314
19,0.0008730395188996682,0.40136054158210754,0.40816327929496765,0.15646257996559143,0.42517006397247314
20,0.0009111560686926563,0.5510203838348389,0.3469387888908386,0.18367347121238708,0.44897958636283875
21,0.0009430542716870315,0.5646258592605591,0.40136054158210754,0.2312925159931183,0.4829932004213333
22,0.000968227030832927,0.5102040767669678,0.41496598720550537,0.17687074840068817,0.4829932004213333
23,0.0009862741658473926,0.5714285969734192,0.380952388048172,0.21088434755802155,0.4829932004213333
24,0.0009969087750223288,0.557823121547699,0.380952388048172,0.17687074840068817,0.4829932004213333
25,0.0009999995126141572,0.5442177057266235,0.41496598720550537,0.1972789168357849,0.4829932004213333
26,0.0009999410274627194,0.5782312750816345,0.4353741407394409,0.2312925159931183,0.5068027079105377
27,0.000999785078207303,0.5714285969734192,0.4353741407394409,0.21088434755802155,0.5068027079105377
28,0.0009995316952505242,0.6122449040412903,0.40136054158210754,0.2448979616165161,0.5068027228116989
29,0.0009991809279898923,0.7414966225624084,0.44897958636283875,0.36054420471191406,0.5952381044626236
30,0.0009987328448081798,0.646258533000946,0.40136054158210754,0.2380952388048172,0.5952381044626236
31,0.000998187533060091,0.7414966225624084,0.40816327929496765,0.31292515993118286,0.5952381044626236
32,0.0009975450990552313,0.6530612111091614,0.380952388048172,0.26530611515045166,0.5952381044626236
33,0.0009968056680373831,0.761904776096344,0.44897958636283875,0.3741496503353119,0.6054421812295914
34,0.0009959693841600887,0.7755101919174194,0.4353741407394409,0.29931971430778503,0.6054421812295914
35,0.0009950364104585464,0.884353756904602,0.4897959232330322,0.40816327929496765,0.6870748400688171
36,0.0009940069288178282,0.6870748400688171,0.4625850319862366,0.3469387888908386,0.6870748400688171
