window_id,t_start_s,t_end_s,t_center_s,pred_period,p_stress,p_normal,p_stress_bin,p_stress_bin_smooth
339,8450,9449.5,8949.75,9,0.297719806,0.091298535,0.765310407,0.44340325
340,8475,9474.5,8974.75,12,0.399074703,0.069438867,0.851788998,0.525080399
341,8500,9499.5,8999.75,0,0.054202683,0.505334795,0.096870519,0.439438423
342,8525,9524.5,9024.75,0,0.048328176,0.509001076,0.086713873,0.368893513
343,8550,9549.5,9049.75,12,0.355234563,0.053618696,0.868855894,0.468885989
344,8575,9574.5,9074.75,9,0.256905913,0.065432362,0.797007143,0.53451022
345,8600,9599.5,9099.75,0,0.054051947,0.510017931,0.095824912,0.446773158
346,8625,9624.5,9124.75,0,0.114647023,0.303902626,0.273914993,0.412201525
347,8650,9649.5,9149.75,12,0.394414425,0.053225666,0.881097198,0.50598066
348,8675,9674.5,9174.75,12,0.339710206,0.059778303,0.850362897,0.574857107
349,8700,9699.5,9199.75,0,0.036491707,0.555781782,0.061612934,0.472208273
350,8725,9724.5,9224.75,0,0.134251401,0.270956755,0.331314653,0.444029549
351,8750,9749.5,9249.75,12,0.387593538,0.05271817,0.880270839,0.531277807
352,8775,9774.5,9274.75,0,0.078620493,0.386845142,0.168907195,0.458803684
353,8800,9799.5,9299.75,0,0.03482059,0.559107304,0.058627635,0.378768475
354,8825,9824.5,9324.75,12,0.344854295,0.124851018,0.734192848,0.449853349
355,8850,9849.5,9349.75,12,0.374924392,0.052435067,0.877304554,0.53534359
356,8875,9874.5,9374.75,0,0.059733246,0.489114732,0.108833864,0.450041645
357,8900,9899.5,9399.75,0,0.05898957,0.478956461,0.109657034,0.381964723
358,8925,9924.5,9424.75,12,0.332063764,0.05266998,0.863100171,0.478191813
359,8950,9949.5,9449.75,12,0.393224716,0.07045693,0.848048925,0.552163235
360,8975,9974.5,9474.75,0,0.053117227,0.507680953,0.09471719,0.460674026
361,9000,9999.5,9499.75,0,0.051338535,0.499733359,0.093161233,0.387171467
362,9025,10024.5,9524.75,12,0.358972102,0.054906737,0.867336214,0.483204417
363,9050,10049.5,9549.75,9,0.288983345,0.051930167,0.847673476,0.556098228
364,9075,10074.5,9574.75,0,0.054198787,0.510719359,0.095940955,0.464066774
365,9100,10099.5,9599.75,0,0.118290529,0.29338792,0.287337214,0.428720862
366,9125,10124.5,9624.75,12,0.386192083,0.052176204,0.880976319,0.519171953
367,9150,10149.5,9649.75,9,0.31559813,0.057117242,0.846753716,0.584688306
368,9175,10174.5,9674.75,6,0.115072891,0.257856458,0.308564872,0.529463619
369,9200,10199.5,9699.75,0,0.136126891,0.269719332,0.335414946,0.490653884
370,9225,10224.5,9724.75,12,0.387479633,0.053156998,0.879363179,0.568395743
371,9250,10249.5,9749.75,9,0.33197698,0.049405586,0.870456636,0.628807922
372,9275,10274.5,9774.75,0,0.034765076,0.558802485,0.058569703,0.514760278
373,9300,10299.5,9799.75,12,0.339618564,0.119181454,0.740232229,0.559854668
374,9325,10324.5,9824.75,12,0.375352323,0.052898541,0.876477718,0.623179278
375,9350,10349.5,9849.75,0,0.059299111,0.490910977,0.10777539,0.520098501
376,9375,10374.5,9874.75,0,0.087760493,0.390380263,0.183545306,0.452787862
377,9400,10399.5,9899.75,12,0.335196972,0.063036337,0.841710091,0.530572308
378,9425,10424.5,9924.75,12,0.323181927,0.060268898,0.842824936,0.593022833
379,9450,10449.5,9949.75,0,0.052646395,0.509205163,0.093701608,0.493158588
380,9475,10474.5,9974.75,0,0.054439001,0.491086841,0.099791788,0.414485228
381,9500,10499.5,9999.75,9,0.329412073,0.051512759,0.86476928,0.504542039
382,9525,10524.5,10024.75,9,0.282197148,0.053344887,0.841018796,0.57183739
383,9550,10549.5,10049.75,0,0.054169588,0.511761248,0.095717683,0.476613449
384,9575,10574.5,10074.75,0,0.120975889,0.283395231,0.299170464,0.441124852
385,9600,10599.5,10099.75,12,0.391453534,0.052195568,0.882349432,0.529369768
386,9625,10624.5,10124.75,9,0.312902302,0.061607253,0.835498869,0.590595588
387,9650,10649.5,10149.75,0,0.032129947,0.559685171,0.054290514,0.483334573
388,9675,10674.5,10174.75,0,0.141537964,0.266877651,0.346553743,0.455978407
389,9700,10699.5,10199.75,12,0.388151795,0.053176466,0.879508138,0.540684353
390,9725,10724.5,10224.75,9,0.304025173,0.074245386,0.80372411,0.593292305
391,9750,10749.5,10249.75,0,0.03352242,0.559252083,0.056551721,0.485944188
392,9775,10774.5,10274.75,12,0.350629568,0.131300792,0.727552354,0.534265821
393,9800,10799.5,10299.75,12,0.377854317,0.053621378,0.875725627,0.602557782
394,9825,10824.5,10324.75,0,0.058754388,0.492201388,0.106640846,0.503374395
395,9850,10849.5,10349.75,0,0.070661373,0.438472569,0.138787404,0.430456997
396,9875,10874.5,10374.75,9,0.302249968,0.078350186,0.794140399,0.503193677
397,9900,10899.5,10399.75,12,0.351029754,0.063472524,0.846870542,0.57192905
398,9925,10924.5,10424.75,0,0.053003311,0.507595897,0.0945476,0.47645276
399,9950,10949.5,10449.75,0,0.06058801,0.474624366,0.113203675,0.403802943
400,9975,10974.5,10474.75,12,0.334603041,0.052807517,0.863691092,0.495780573
401,10000,10999.5,10499.75,9,0.257194191,0.064920649,0.798455,0.556315458
402,10025,11024.5,10524.75,0,0.053931639,0.512479186,0.095216468,0.46409566
403,10050,11049.5,10549.75,0,0.121917501,0.281239718,0.302406818,0.431757892
404,10075,11074.5,10574.75,12,0.386976957,0.051489037,0.882570088,0.521920331
405,10100,11099.5,10599.75,9,0.254652232,0.108956508,0.700346828,0.55760563
406,10125,11124.5,10624.75,0,0.036093365,0.554778039,0.061084978,0.4583015
407,10150,11149.5,10649.75,0,0.147401363,0.262385488,0.359702528,0.438581705
408,10175,11174.5,10674.75,12,0.386292398,0.053035181,0.879281044,0.526721573
409,10200,11199.5,10699.75,0,0.060146339,0.480766833,0.111194074,0.443616073
410,10225,11224.5,10724.75,0,0.035541713,0.556340277,0.060048647,0.366902588
411,10250,11249.5,10749.75,12,0.33838734,0.101196326,0.76979053,0.447480177
412,10275,11274.5,10774.75,12,0.378642231,0.055633783,0.871893048,0.532362751
413,10300,11299.5,10799.75,0,0.058219634,0.49465397,0.105303697,0.44695094
414,10325,11324.5,10824.75,0,0.043998782,0.524240911,0.077429973,0.373046747
415,10350,11349.5,10849.75,9,0.297437876,0.087063819,0.77356714,0.453150825
416,10375,11374.5,10874.75,12,0.384993702,0.0691019,0.847825229,0.532085706
417,10400,11399.5,10899.75,0,0.052568521,0.509163082,0.093582988,0.444385162
418,10425,11424.5,10924.75,0,0.068291351,0.455016553,0.130499363,0.381608003
419,10450,11449.5,10949.75,12,0.370541722,0.054103635,0.872591019,0.479804606
