      Energy(eV)          TDOS
     -3.30240000      61.39420000
     -3.25240000     101.17390000
     -3.20240000     130.52840000
     -3.15240000     133.81260000
     -3.10240000     146.11520000
     -3.05240000     143.29340000
     -3.00240000      95.27060000
     -2.95240000      64.60000000
     -2.90240000      55.75280000
     -2.85240000      15.31530000
     -2.80240000       0.90110000
     -2.75240000       0.02170000
     -2.70240000       1.02390000
     -2.65240000      16.01110000
     -2.60240000      54.91300000
     -2.55240000      56.58000000
     -2.50240000      26.63450000
     -2.45240000       4.90070000
     -2.40240000       8.46700000
     -2.35240000      56.40730000
     -2.30240000      97.60830000
     -2.25240000      73.10160000
     -2.20240000      75.39270000
     -2.15240000      86.33550000
     -2.10240000      83.84610000
     -2.05240000      35.77760000
     -2.00240000      12.29940000
     -1.95240000      35.67750000
     -1.90240000      66.38080000
     -1.85240000     100.05150000
     -1.80240000      96.30560000
     -1.75240000      43.53090000
     -1.70240000      15.99960000
     -1.65240000      21.73320000
     -1.60240000      19.74400000
     -1.55240000      30.17380000
     -1.50240000      51.34990000
     -1.45240000      51.85410000
     -1.40240000      16.61620000
     -1.35240000       3.74380000
     -1.30240000      31.50260000
     -1.25240000     106.62010000
     -1.20240000     114.28220000
     -1.15240000      77.94150000
     -1.10240000      94.43280000
     -1.05240000     103.09610000
     -1.00240000      87.52190000
     -0.95240000      59.66070000
     -0.90240000     106.92130000
     -0.85240000     142.33120000
     -0.80240000     125.67370000
     -0.75240000     102.51520000
     -0.70240000      87.29310000
     -0.65240000      79.03800000
     -0.60240000      89.17240000
     -0.55240000     171.81070000
     -0.50240000     204.85930000
     -0.45240000     116.67830000
     -0.40240000     105.34030000
     -0.35240000     141.18230000
     -0.30240000     181.38820000
     -0.25240000     185.34740000
     -0.20240000     141.37470000
     -0.15240000      77.58190000
     -0.10240000      52.41370000
     -0.05240000      60.49890000
     -0.00240000      68.26020000
      0.04760000      37.14940000
      0.09760000       5.48850000
      0.14760000       0.15120000
      0.19760000       0.04490000
      0.24760000       2.45520000
      0.29760000      23.17450000
      0.34760000      40.27930000
      0.39760000      13.25500000
      0.44760000       0.78400000
      0.49760000       0.00770000
      0.54760000       0.00000000
      0.59760000       0.00000000
      0.64760000       0.00000000
      0.69760000       0.00000000
      0.74760000       0.00000000
      0.79760000       0.00120000
      0.84760000       0.26280000
      0.89760000       9.37700000
      0.94760000      59.53040000
      0.99760000      79.12750000
      1.04760000      51.11100000
      1.09760000      33.99600000
      1.14760000       6.37300000
      1.19760000       0.22000000
      1.24760000       0.00160000
      1.29760000       0.07410000
      1.34760000       2.66790000
      1.39760000      16.10340000
      1.44760000      17.56110000
      1.49760000       3.47610000
      1.54760000       0.13580000
      1.59760000       1.17330000
      1.64760000      11.58240000
      1.69760000      20.32960000
      1.74760000       6.52940000
      1.79760000       0.36330000
      1.84760000       0.00460000
      1.89760000       0.20450000
      1.94760000       4.78410000
      1.99760000      19.15350000
      2.04760000      13.98510000
      2.09760000       1.84680000
      2.14760000       1.32650000
      2.19760000      17.46970000
      2.24760000      42.62690000
      2.29760000      32.79020000
      2.34760000      41.40970000
      2.39760000      22.01050000
      2.44760000       2.37350000
      2.49760000       1.48780000
      2.54760000      12.67780000
      2.59760000      19.87490000
      2.64760000       5.77320000
      2.69760000       3.05600000
      2.74760000      16.32610000
      2.79760000      17.36210000
      2.84760000       3.34980000
      2.89760000       0.10920000
      2.94760000       0.00060000
      2.99760000       0.00000000
      3.04760000       0.00000000
      3.09760000       0.00000000
      3.14760000       0.00000000
      3.19760000       0.00000000
      3.24760000       0.00000000
      3.29760000       0.00000000
      3.34760000       0.00090000
      3.39760000       0.15280000
      3.44760000       4.06350000
      3.49760000      18.54650000
      3.54760000      19.50960000
      3.59760000      21.44910000
      3.64760000      22.53980000
      3.69760000      30.90460000
      3.74760000      31.46560000
      3.79760000      10.56300000
      3.84760000       0.79420000
